# L1420-10mph (Up to date)
# 760 data points written for 9 variables.
# Simulation warnings:
#   Recovery device deployment at high speed (97.4 ft/s)
#
# Time (s),Altitude (ft),Vertical velocity (ft/s),Vertical acceleration (ft/s²),Lateral distance (ft),Lateral direction (°),Lateral velocity (ft/s),Stability margin calibers (​),Drag coefficient (​)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
2.281,604.801,540.786,219.036,40.159,0.003,50.9,3.977,0.469
2.331,632.109,551.541,214.551,42.749,0.003,52.73,3.955,0.47
2.367,652.248,559.203,211.147,44.687,0.003,54.14,3.962,0.471
2.4,671.052,566.179,208.668,46.517,0.003,55.416,3.99,0.472
2.441,694.094,574.513,206.301,48.785,0.004,56.83,4.041,0.473
2.491,723.074,584.689,203.464,51.665,0.004,58.291,4.062,0.474
2.541,752.559,594.727,200.571,54.609,0.004,59.452,4.046,0.475
2.578,774.889,602.124,198.02,56.842,0.004,60.221,4.055,0.476
2.614,796.526,609.124,195.52,59.007,0.004,60.984,4.086,0.477
2.664,827.191,618.756,192.074,62.083,0.004,62.239,4.148,0.478
2.714,858.365,628.201,188.246,65.232,0.004,63.772,4.127,0.479
2.761,888.31,636.973,184.952,68.289,0.005,65.38,4.133,0.48
2.798,912.209,643.79,182.571,70.752,0.005,66.624,4.16,0.481
2.848,944.624,652.814,180.374,74.121,0.005,68.086,4.214,0.482
2.898,977.487,661.71,177.736,77.555,0.005,69.257,4.2,0.483
2.946,1009.172,669.943,172.655,80.874,0.005,70.202,4.212,0.485
2.988,1037.215,676.497,157.032,83.814,0.005,71.001,4.244,0.485
3.038,1071.185,682.236,113.105,87.386,0.006,71.911,4.263,0.486
3.088,1105.342,684.026,35.63,90.997,0.006,72.529,4.251,0.486
3.133,1136.156,682.53,-32.666,94.272,0.006,72.718,4.259,0.486
3.183,1170.213,679.738,-55.486,97.907,0.006,72.658,4.285,0.486
3.233,1204.112,676.264,-69.066,101.532,0.006,72.328,4.261,0.485
# Event BURNOUT occurred at t=3.24 seconds
3.24,1209.024,675.702,-77.224,102.058,0.006,72.261,4.256,0.485
3.251,1216.384,674.85,-78.11,102.845,0.006,72.157,4.253,0.485
3.267,1227.406,673.575,-77.891,104.023,0.006,71.997,4.251,0.485
3.292,1243.9,671.668,-77.64,105.785,0.006,71.763,4.253,0.485
3.329,1268.554,668.817,-77.401,108.419,0.007,71.454,4.267,0.484
3.379,1301.898,664.952,-77.161,111.984,0.007,71.165,4.265,0.484
3.429,1335.049,661.101,-76.769,115.538,0.007,71.002,4.249,0.484
3.479,1368.008,657.278,-76.073,119.085,0.007,70.858,4.253,0.483
3.529,1400.778,653.496,-75.188,122.622,0.007,70.626,4.27,0.483
3.579,1433.359,649.759,-74.364,126.145,0.007,70.277,4.249,0.482
3.629,1465.754,646.058,-73.76,129.649,0.008,69.869,4.244,0.482
3.679,1497.965,642.381,-73.381,133.133,0.008,69.499,4.255,0.481
3.729,1529.992,638.718,-73.094,136.601,0.008,69.229,4.253,0.481
3.779,1561.837,635.071,-72.714,140.057,0.008,69.048,4.24,0.48
3.829,1593.5,631.449,-72.133,143.506,0.008,68.887,4.241,0.48
3.879,1624.982,627.86,-71.411,146.945,0.008,68.674,4.254,0.479
3.929,1656.287,624.308,-70.702,150.372,0.009,68.379,4.241,0.479
3.979,1687.414,620.788,-70.131,153.782,0.009,68.032,4.234,0.479
4.029,1718.366,617.293,-69.723,157.175,0.009,67.694,4.239,0.478
4.079,1749.143,613.815,-69.414,160.553,0.009,67.418,4.247,0.478
4.129,1779.747,610.351,-69.085,163.918,0.009,67.211,4.233,0.477
4.179,1810.179,606.907,-68.64,167.274,0.009,67.042,4.229,0.477
4.229,1840.439,603.489,-68.072,170.622,0.009,66.857,4.236,0.477
4.279,1870.528,600.101,-67.458,173.959,0.01,66.621,4.238,0.476
4.329,1900.449,596.743,-66.898,177.283,0.01,66.335,4.227,0.476
4.379,1930.203,593.41,-66.448,180.592,0.01,66.029,4.225,0.476
4.429,1959.79,590.097,-66.101,183.886,0.01,65.745,4.231,0.475
4.479,1989.213,586.799,-65.798,187.168,0.01,65.51,4.231,0.475
4.529,2018.471,583.517,-65.462,190.438,0.01,65.32,4.222,0.474
4.579,2047.565,580.253,-65.042,193.7,0.011,65.148,4.221,0.474
4.629,2076.496,577.014,-64.546,196.953,0.011,64.961,4.226,0.474
4.679,2105.267,573.799,-64.029,200.195,0.011,64.737,4.226,0.473
4.729,2133.877,570.61,-63.553,203.426,0.011,64.481,4.218,0.473
4.779,2162.328,567.443,-63.152,206.643,0.011,64.212,4.216,0.473
4.829,2190.621,564.294,-62.824,209.847,0.011,63.958,4.221,0.472
4.879,2218.758,561.16,-62.53,213.04,0.012,63.737,4.223,0.472
4.929,2246.738,558.041,-62.221,216.222,0.012,63.549,4.215,0.472
4.979,2274.562,554.939,-61.86,219.395,0.012,63.379,4.212,0.471
5.029,2302.232,551.856,-61.444,222.559,0.012,63.203,4.215,0.471
5.079,2329.748,548.795,-61.003,225.715,0.012,63.006,4.22,0.471
5.129,2357.112,545.755,-60.578,228.86,0.012,62.783,4.212,0.47
5.179,2384.324,542.736,-60.199,231.993,0.012,62.546,4.208,0.47
5.229,2411.386,539.735,-59.874,235.114,0.013,62.312,4.21,0.47
5.279,2438.298,536.748,-59.588,238.224,0.013,62.096,4.215,0.469
5.329,2465.061,533.776,-59.31,241.324,0.013,61.904,4.21,0.469
5.379,2491.675,530.817,-59.01,244.415,0.013,61.732,4.206,0.469
5.429,2518.143,527.875,-58.673,247.498,0.013,61.568,4.205,0.469
5.479,2544.463,524.951,-58.305,250.572,0.013,61.395,4.208,0.468
5.529,2570.638,522.045,-57.928,253.637,0.014,61.207,4.209,0.468
5.579,2596.668,519.158,-57.568,256.692,0.014,61.004,4.203,0.468
5.629,2622.554,516.288,-57.241,259.737,0.014,60.792,4.201,0.467
5.679,2648.297,513.433,-56.95,262.771,0.014,60.583,4.202,0.467
5.729,2673.898,510.592,-56.685,265.796,0.014,60.388,4.206,0.467
5.779,2699.356,507.764,-56.427,268.81,0.014,60.21,4.203,0.467
5.829,2724.674,504.95,-56.157,271.817,0.015,60.047,4.198,0.466
5.879,2749.852,502.149,-55.863,274.815,0.015,59.889,4.197,0.466
5.929,2774.889,499.364,-55.548,277.806,0.015,59.729,4.199,0.466
5.979,2799.788,496.594,-55.223,280.788,0.015,59.559,4.202,0.465
6.029,2824.549,493.841,-54.906,283.761,0.015,59.377,4.197,0.465
6.079,2849.173,491.104,-54.609,286.726,0.015,59.189,4.194,0.465
6.129,2873.66,488.38,-54.337,289.68,0.016,59,4.194,0.465
6.179,2898.011,485.669,-54.088,292.626,0.016,58.818,4.196,0.464
6.229,2922.227,482.971,-53.851,295.562,0.016,58.647,4.197,0.464
6.279,2946.308,480.284,-53.612,298.491,0.016,58.488,4.193,0.464
6.329,2970.256,477.61,-53.362,301.411,0.016,58.337,4.191,0.464
6.379,2994.069,474.948,-53.098,304.324,0.016,58.189,4.19,0.463
6.429,3017.751,472.3,-52.821,307.23,0.016,58.037,4.192,0.463
6.479,3041.3,469.666,-52.542,310.128,0.017,57.879,4.193,0.463
6.529,3064.717,467.046,-52.269,313.018,0.017,57.714,4.189,0.463
6.579,3088.004,464.439,-52.011,315.899,0.017,57.545,4.187,0.463
6.629,3111.162,461.845,-51.771,318.772,0.017,57.376,4.186,0.462
6.679,3134.189,459.262,-51.546,321.637,0.017,57.211,4.188,0.462
6.729,3157.088,456.69,-51.33,324.494,0.017,57.055,4.19,0.462
6.779,3179.858,454.129,-51.115,327.343,0.018,56.907,4.186,0.462
6.829,3202.501,451.579,-50.894,330.184,0.018,56.765,4.184,0.461
6.879,3225.016,449.04,-50.665,333.019,0.018,56.626,4.183,0.461
6.929,3247.405,446.512,-50.427,335.847,0.018,56.487,4.184,0.461
6.979,3269.668,443.997,-50.185,338.668,0.018,56.344,4.185,0.461
7.029,3291.805,441.494,-49.946,341.481,0.018,56.196,4.183,0.461
7.079,3313.817,439.002,-49.716,344.287,0.018,56.046,4.181,0.46
7.129,3335.705,436.522,-49.497,347.086,0.019,55.893,4.18,0.46
7.179,3357.47,434.052,-49.29,349.877,0.019,55.743,4.18,0.46
7.229,3379.111,431.593,-49.092,352.66,0.019,55.597,4.181,0.46
7.279,3400.629,429.143,-48.899,355.436,0.019,55.456,4.181,0.459
7.329,3422.025,426.703,-48.706,358.206,0.019,55.321,4.179,0.459
7.379,3443.3,424.272,-48.511,360.969,0.019,55.19,4.177,0.459
7.429,3464.453,421.852,-48.309,363.725,0.02,55.062,4.176,0.459
7.479,3485.485,419.442,-48.104,366.475,0.02,54.933,4.177,0.459
7.529,3506.397,417.042,-47.896,369.218,0.02,54.803,4.178,0.458
7.579,3527.189,414.652,-47.689,371.955,0.02,54.67,4.176,0.458
7.629,3547.862,412.273,-47.488,374.685,0.02,54.534,4.174,0.458
7.679,3568.417,409.903,-47.294,377.408,0.02,54.398,4.173,0.458
7.729,3588.853,407.543,-47.108,380.125,0.02,54.262,4.173,0.458
7.779,3609.171,405.192,-46.929,382.835,0.021,54.129,4.173,0.458
7.829,3629.372,402.85,-46.755,385.538,0.021,54,4.174,0.457
7.879,3649.456,400.517,-46.584,388.235,0.021,53.874,4.173,0.457
7.929,3669.424,398.192,-46.413,390.925,0.021,53.752,4.171,0.457
7.979,3689.276,395.875,-46.24,393.61,0.021,53.633,4.17,0.457
8.029,3709.012,393.568,-46.064,396.289,0.021,53.516,4.17,0.457
8.079,3728.633,391.269,-45.885,398.962,0.022,53.398,4.17,0.456
8.129,3748.139,388.979,-45.706,401.629,0.022,53.279,4.171,0.456
8.179,3767.531,386.699,-45.528,404.289,0.022,53.159,4.169,0.456
8.229,3786.809,384.427,-45.353,406.944,0.022,53.038,4.168,0.456
8.279,3805.974,382.163,-45.184,409.593,0.022,52.916,4.166,0.456
8.329,3825.025,379.908,-45.02,412.236,0.022,52.794,4.166,0.456
8.379,3843.964,377.661,-44.862,414.873,0.022,52.674,4.166,0.455
8.429,3862.791,375.422,-44.708,417.503,0.023,52.557,4.166,0.455
8.479,3881.507,373.19,-44.557,420.128,0.023,52.442,4.167,0.455
8.529,3900.111,370.966,-44.406,422.748,0.023,52.33,4.165,0.455
8.579,3918.604,368.75,-44.256,425.361,0.023,52.221,4.164,0.455
8.629,3936.986,366.541,-44.104,427.97,0.023,52.113,4.163,0.455
8.679,3955.258,364.339,-43.951,430.573,0.023,52.007,4.163,0.455
8.729,3973.42,362.145,-43.797,433.17,0.024,51.9,4.163,0.454
8.779,3991.472,359.959,-43.643,435.763,0.024,51.793,4.164,0.454
8.829,4009.416,357.781,-43.49,438.35,0.024,51.685,4.162,0.454
8.879,4027.251,355.61,-43.34,440.931,0.024,51.577,4.161,0.454
8.929,4044.977,353.447,-43.194,443.507,0.024,51.468,4.16,0.454
8.979,4062.595,351.291,-43.051,446.078,0.024,51.36,4.159,0.454
9.029,4080.106,349.142,-42.913,448.643,0.024,51.253,4.159,0.453
9.079,4097.51,347,-42.778,451.203,0.025,51.147,4.159,0.453
9.129,4114.806,344.864,-42.645,453.758,0.025,51.044,4.16,0.453
9.179,4131.996,342.735,-42.514,456.308,0.025,50.943,4.16,0.453
9.229,4149.08,340.613,-42.383,458.852,0.025,50.843,4.158,0.453
9.279,4166.058,338.497,-42.253,461.392,0.025,50.746,4.158,0.453
9.329,4182.93,336.387,-42.121,463.927,0.025,50.649,4.157,0.453
9.379,4199.696,334.285,-41.99,466.457,0.025,50.553,4.157,0.452
9.429,4216.358,332.188,-41.858,468.982,0.026,50.458,4.157,0.452
9.479,4232.915,330.099,-41.727,471.503,0.026,50.362,4.157,0.452
9.529,4249.368,328.016,-41.597,474.019,0.026,50.266,4.156,0.452
9.579,4265.717,325.939,-41.469,476.529,0.026,50.17,4.155,0.452
9.629,4281.962,323.869,-41.343,479.036,0.026,50.074,4.154,0.452
9.679,4298.104,321.805,-41.22,481.537,0.026,49.978,4.153,0.452
9.729,4314.143,319.747,-41.1,484.033,0.027,49.883,4.153,0.452
9.779,4330.079,317.695,-40.982,486.525,0.027,49.789,4.153,0.451
9.829,4345.912,315.648,-40.867,489.012,0.027,49.697,4.153,0.451
9.879,4361.644,313.608,-40.753,491.495,0.027,49.606,4.153,0.451
9.929,4377.273,311.573,-40.64,493.973,0.027,49.517,4.153,0.451
9.979,4392.801,309.544,-40.528,496.447,0.027,49.429,4.152,0.451
10.029,4408.228,307.52,-40.417,498.916,0.027,49.342,4.152,0.451
10.079,4423.553,305.502,-40.305,501.381,0.028,49.256,4.151,0.451
10.129,4438.778,303.49,-40.193,503.841,0.028,49.171,4.151,0.451
10.179,4453.902,301.483,-40.082,506.298,0.028,49.086,4.151,0.45
10.229,4468.927,299.482,-39.971,508.75,0.028,49.001,4.151,0.45
10.279,4483.851,297.486,-39.861,511.198,0.028,48.917,4.15,0.45
10.329,4498.675,295.496,-39.752,513.642,0.028,48.832,4.149,0.45
10.379,4513.4,293.511,-39.645,516.081,0.028,48.748,4.148,0.45
10.429,4528.026,291.531,-39.54,518.517,0.029,48.664,4.147,0.45
10.479,4542.554,289.557,-39.436,520.948,0.029,48.581,4.147,0.45
10.529,4556.982,287.587,-39.335,523.375,0.029,48.498,4.146,0.45
10.579,4571.312,285.623,-39.235,525.798,0.029,48.417,4.146,0.45
10.629,4585.545,283.664,-39.137,528.216,0.029,48.336,4.146,0.449
10.679,4599.679,281.709,-39.04,530.631,0.029,48.256,4.146,0.449
10.729,4613.716,279.76,-38.945,533.042,0.03,48.177,4.147,0.449
10.779,4627.655,277.815,-38.85,535.449,0.03,48.1,4.147,0.449
10.829,4641.497,275.875,-38.756,537.852,0.03,48.023,4.147,0.449
10.879,4655.242,273.939,-38.662,540.251,0.03,47.947,4.146,0.449
10.929,4668.891,272.009,-38.569,542.647,0.03,47.872,4.146,0.449
10.979,4682.443,270.082,-38.476,545.038,0.03,47.798,4.146,0.449
11.029,4695.899,268.161,-38.383,547.427,0.03,47.724,4.145,0.449
11.079,4709.26,266.244,-38.291,549.811,0.031,47.651,4.144,0.449
11.129,4722.524,264.332,-38.2,552.192,0.031,47.577,4.144,0.448
11.179,4735.693,262.424,-38.109,554.569,0.031,47.504,4.143,0.448
11.229,4748.766,260.521,-38.02,556.942,0.031,47.431,4.142,0.448
11.279,4761.745,258.622,-37.932,559.312,0.031,47.359,4.141,0.448
11.329,4774.629,256.728,-37.845,561.678,0.031,47.287,4.141,0.448
11.379,4787.418,254.838,-37.76,564.04,0.031,47.216,4.14,0.448
11.429,4800.112,252.952,-37.676,566.399,0.032,47.145,4.14,0.448
11.479,4812.713,251.07,-37.594,568.755,0.032,47.074,4.14,0.448
11.529,4825.22,249.192,-37.512,571.107,0.032,47.005,4.14,0.448
11.579,4837.632,247.319,-37.432,573.455,0.032,46.936,4.14,0.448
11.629,4849.951,245.449,-37.353,575.801,0.032,46.868,4.14,0.447
11.679,4862.177,243.583,-37.274,578.142,0.032,46.801,4.14,0.447
11.729,4874.31,241.722,-37.196,580.481,0.033,46.735,4.14,0.447
11.779,4886.35,239.864,-37.119,582.816,0.033,46.669,4.14,0.447
11.829,4898.296,238.01,-37.042,585.148,0.033,46.605,4.139,0.447
11.879,4910.151,236.16,-36.966,587.476,0.033,46.54,4.139,0.447
11.929,4921.912,234.313,-36.89,589.802,0.033,46.477,4.139,0.447
11.979,4933.582,232.471,-36.815,592.124,0.033,46.414,4.138,0.447
12.029,4945.159,230.632,-36.741,594.443,0.033,46.351,4.138,0.447
12.079,4956.645,228.796,-36.667,596.759,0.034,46.288,4.137,0.447
12.129,4968.039,226.965,-36.594,599.072,0.034,46.226,4.136,0.447
12.179,4979.342,225.137,-36.521,601.382,0.034,46.164,4.136,0.447
12.229,4990.553,223.313,-36.45,603.688,0.034,46.103,4.135,0.446
12.279,5001.673,221.492,-36.379,605.992,0.034,46.042,4.134,0.446
12.329,5012.702,219.675,-36.309,608.293,0.034,45.981,4.134,0.446
12.379,5023.641,217.861,-36.24,610.59,0.034,45.921,4.133,0.446
12.429,5034.488,216.051,-36.173,612.885,0.035,45.861,4.133,0.446
12.479,5045.246,214.244,-36.106,615.176,0.035,45.802,4.133,0.446
12.529,5055.913,212.44,-36.04,617.465,0.035,45.744,4.132,0.446
12.579,5066.49,210.64,-35.975,619.751,0.035,45.686,4.132,0.446
12.629,5076.977,208.843,-35.911,622.033,0.035,45.628,4.132,0.446
12.679,5087.374,207.049,-35.848,624.313,0.035,45.571,4.132,0.446
12.729,5097.682,205.258,-35.785,626.591,0.035,45.515,4.132,0.446
12.779,5107.9,203.47,-35.723,628.865,0.036,45.459,4.132,0.446
12.829,5118.029,201.686,-35.662,631.137,0.036,45.404,4.131,0.446
12.879,5128.069,199.904,-35.601,633.405,0.036,45.349,4.131,0.445
12.929,5138.019,198.126,-35.541,635.671,0.036,45.295,4.131,0.445
12.979,5147.881,196.35,-35.481,637.935,0.036,45.242,4.131,0.445
13.029,5157.654,194.578,-35.422,640.196,0.036,45.189,4.13,0.445
13.079,5167.339,192.808,-35.363,642.454,0.037,45.136,4.13,0.445
13.129,5176.935,191.041,-35.305,644.709,0.037,45.084,4.129,0.445
13.179,5186.443,189.277,-35.247,646.962,0.037,45.032,4.129,0.445
13.229,5195.863,187.517,-35.19,649.213,0.037,44.981,4.128,0.445
13.279,5205.195,185.758,-35.133,651.46,0.037,44.93,4.127,0.445
13.329,5214.439,184.003,-35.077,653.706,0.037,44.879,4.127,0.445
13.379,5223.595,182.251,-35.022,655.948,0.037,44.828,4.126,0.445
13.429,5232.664,180.501,-34.967,658.188,0.038,44.778,4.125,0.445
13.479,5241.645,178.754,-34.913,660.426,0.038,44.729,4.124,0.445
13.529,5250.54,177.01,-34.86,662.661,0.038,44.679,4.124,0.445
13.579,5259.346,175.268,-34.808,664.894,0.038,44.63,4.123,0.445
13.629,5268.066,173.529,-34.756,667.124,0.038,44.582,4.123,0.445
13.679,5276.699,171.792,-34.705,669.352,0.038,44.533,4.122,0.444
13.729,5285.246,170.058,-34.654,671.578,0.038,44.485,4.121,0.444
13.779,5293.705,168.327,-34.605,673.801,0.039,44.438,4.121,0.444
13.829,5302.078,166.598,-34.556,676.021,0.039,44.391,4.12,0.444
13.879,5310.365,164.871,-34.507,678.24,0.039,44.344,4.12,0.444
13.929,5318.566,163.147,-34.459,680.456,0.039,44.298,4.12,0.444
13.979,5326.68,161.425,-34.412,682.67,0.039,44.253,4.119,0.444
14.029,5334.708,159.706,-34.365,684.881,0.039,44.207,4.119,0.444
14.079,5342.65,157.989,-34.319,687.09,0.039,44.162,4.118,0.444
14.129,5350.507,156.274,-34.274,689.297,0.04,44.118,4.117,0.444
14.179,5358.278,154.561,-34.229,691.502,0.04,44.074,4.117,0.444
14.229,5365.963,152.851,-34.184,693.705,0.04,44.03,4.116,0.444
14.279,5373.563,151.143,-34.14,695.905,0.04,43.987,4.115,0.444
14.329,5381.078,149.437,-34.096,698.103,0.04,43.944,4.115,0.444
14.379,5388.507,147.733,-34.053,700.3,0.04,43.902,4.114,0.444
14.429,5395.851,146.032,-34.01,702.494,0.04,43.859,4.113,0.444
14.479,5403.11,144.332,-33.968,704.686,0.041,43.817,4.112,0.444
14.529,5410.284,142.635,-33.926,706.875,0.041,43.776,4.111,0.444
14.579,5417.374,140.94,-33.884,709.063,0.041,43.734,4.11,0.444
14.629,5424.378,139.247,-33.843,711.249,0.041,43.693,4.108,0.443
14.679,5431.298,137.556,-33.803,713.432,0.041,43.653,4.107,0.443
14.729,5438.134,135.866,-33.762,715.614,0.041,43.612,4.106,0.443
14.779,5444.885,134.179,-33.723,717.794,0.042,43.572,4.104,0.443
14.829,5451.552,132.494,-33.684,719.971,0.042,43.532,4.103,0.443
14.879,5458.134,130.811,-33.645,722.147,0.042,43.492,4.101,0.443
14.929,5464.633,129.13,-33.607,724.321,0.042,43.453,4.1,0.443
14.979,5471.047,127.45,-33.569,726.492,0.042,43.413,4.098,0.443
15.029,5477.378,125.773,-33.532,728.662,0.042,43.374,4.096,0.443
15.079,5483.625,124.097,-33.495,730.83,0.042,43.336,4.095,0.443
15.129,5489.788,122.423,-33.458,732.995,0.043,43.297,4.093,0.443
15.179,5495.867,120.751,-33.422,735.159,0.043,43.259,4.091,0.443
15.229,5501.863,119.081,-33.387,737.321,0.043,43.221,4.089,0.443
15.279,5507.775,117.413,-33.352,739.481,0.043,43.183,4.087,0.443
15.329,5513.604,115.746,-33.317,741.64,0.043,43.145,4.085,0.443
15.379,5519.35,114.081,-33.283,743.796,0.043,43.108,4.082,0.443
15.429,5525.012,112.418,-33.249,745.95,0.043,43.071,4.08,0.443
15.479,5530.592,110.756,-33.216,748.103,0.044,43.034,4.077,0.443
15.529,5536.088,109.096,-33.183,750.254,0.044,42.997,4.075,0.443
15.579,5541.501,107.438,-33.15,752.403,0.044,42.961,4.072,0.443
15.629,5546.832,105.781,-33.118,754.55,0.044,42.924,4.069,0.443
15.679,5552.079,104.126,-33.086,756.695,0.044,42.888,4.066,0.443
15.729,5557.244,102.472,-33.054,758.839,0.044,42.852,4.063,0.443
15.779,5562.327,100.82,-33.023,760.98,0.044,42.817,4.059,0.443
15.829,5567.326,99.17,-32.992,763.12,0.045,42.781,4.056,0.443
15.879,5572.244,97.521,-32.961,765.259,0.045,42.745,4.052,0.442
15.929,5577.079,95.874,-32.931,767.395,0.045,42.71,4.048,0.442
15.979,5581.831,94.228,-32.901,769.53,0.045,42.675,4.044,0.442
16.029,5586.501,92.584,-32.871,771.662,0.045,42.64,4.039,0.442
16.079,5591.089,90.941,-32.841,773.794,0.045,42.605,4.034,0.442
16.129,5595.595,89.3,-32.811,775.923,0.045,42.57,4.029,0.442
16.179,5600.019,87.66,-32.782,778.051,0.046,42.535,4.024,0.442
16.229,5604.361,86.021,-32.753,780.176,0.046,42.501,4.018,0.442
16.279,5608.622,84.385,-32.724,782.301,0.046,42.466,4.012,0.442
16.329,5612.8,82.749,-32.695,784.423,0.046,42.432,4.005,0.442
16.379,5616.897,81.115,-32.667,786.544,0.046,42.397,3.999,0.442
