# L1420 (Up to date)
# 720 data points written for 9 variables.
# Simulation warnings:
#   Recovery device deployment at high speed (75.9 ft/s)
#
# Time (s),Altitude (ft),Vertical velocity (ft/s),Vertical acceleration (ft/s²),Lateral distance (ft),Lateral direction (°),Lateral velocity (ft/s),Stability margin calibers (?),Drag coefficient (?)
# Event LAUNCH occurred at t=0 seconds
# Event IGNITION occurred at t=0 seconds
16.926,5491,52.778,-32.457,1505.9,0.047027,77.592,3.9577,0.44262
16.976,5493.6,51.156,-32.434,1509.8,0.04717,77.535,3.9558,0.44261
17.026,5496.1,49.535,-32.412,1513.7,0.047313,77.478,3.954,0.44259
17.076,5498.6,47.915,-32.39,1517.6,0.047456,77.421,3.9522,0.44257
17.126,5500.9,46.296,-32.369,1521.4,0.047599,77.365,3.9505,0.44256
17.176,5503.2,44.678,-32.348,1525.3,0.047742,77.31,3.9488,0.44254
17.226,5505.4,43.061,-32.328,1529.2,0.047885,77.254,3.9472,0.44253
17.276,5507.5,41.445,-32.309,1533,0.048028,77.2,3.9458,0.44251
17.326,5509.5,39.83,-32.289,1536.9,0.04817,77.145,3.9444,0.4425
17.376,5511.5,38.216,-32.271,1540.7,0.048313,77.091,3.9431,0.44248
17.426,5513.3,36.603,-32.253,1544.6,0.048456,77.038,3.942,0.44247
17.476,5515.1,34.991,-32.235,1548.5,0.048599,76.985,3.941,0.44246
17.526,5516.8,33.38,-32.218,1552.3,0.048742,76.932,3.9401,0.44245
17.576,5518.5,31.769,-32.202,1556.1,0.048884,76.88,3.9394,0.44244
17.626,5520,30.159,-32.186,1560,0.049027,76.829,3.9388,0.44242
17.676,5521.5,28.551,-32.17,1563.8,0.04917,76.777,3.9384,0.44241
17.726,5522.9,26.942,-32.155,1567.7,0.049313,76.727,3.9381,0.4424
17.776,5524.2,25.335,-32.141,1571.5,0.049455,76.676,3.938,0.4424
17.826,5525.4,23.728,-32.128,1575.3,0.049598,76.626,3.9381,0.44239
17.876,5526.6,22.122,-32.114,1579.2,0.049741,76.577,3.9384,0.44238
17.926,5527.6,20.517,-32.102,1583,0.049883,76.528,3.9388,0.44237
17.976,5528.6,18.912,-32.09,1586.8,0.050026,76.479,3.9395,0.44236
18.026,5529.5,17.308,-32.079,1590.6,0.050169,76.431,3.9403,0.44236
18.076,5530.3,15.704,-32.068,1594.5,0.050311,76.383,3.9414,0.44235
18.126,5531.1,14.101,-32.058,1598.3,0.050454,76.335,3.9427,0.44234
18.176,5531.7,12.498,-32.048,1602.1,0.050597,76.288,3.9442,0.44234
18.226,5532.3,10.896,-32.039,1605.9,0.050739,76.241,3.9459,0.44233
18.276,5532.8,9.2944,-32.03,1609.7,0.050882,76.194,3.9479,0.44233
18.326,5533.3,7.6931,-32.023,1613.5,0.051025,76.148,3.9501,0.44233
18.376,5533.6,6.0922,-32.015,1617.3,0.051167,76.102,3.9525,0.44232
18.426,5533.9,4.4916,-32.008,1621.1,0.05131,76.056,3.9551,0.44232
18.476,5534.1,2.8913,-32.002,1624.9,0.051453,76.011,3.9579,0.44232
18.526,5534.2,1.2914,-31.996,1628.7,0.051596,75.966,3.961,0.44232
18.576,5534.2,-0.30827,-31.991,1632.5,0.051738,75.921,3.9643,0.44232
# Event APOGEE occurred at t=18.626 seconds
18.626,5534.1,-1.9077,-31.986,1636.3,0.051881,75.876,3.9678,0.44232
# Event RECOVERY_DEVICE_DEPLOYMENT occurred at t=18.627 seconds
18.664,5534,-3.1147,-31.541,1639.2,0.05199,74.682,NaN,NaN
18.701,5533.9,-4.2486,-31.195,1641.9,0.052093,73.496,NaN,NaN
18.737,5533.7,-5.3893,-30.854,1644.6,0.052196,72.317,NaN,NaN
18.775,5533.5,-6.5368,-30.518,1647.3,0.052301,71.145,NaN,NaN
18.813,5533.2,-7.6911,-30.188,1650,0.052407,69.98,NaN,NaN
18.852,5532.9,-8.8521,-29.863,1652.7,0.052513,68.821,NaN,NaN
18.892,5532.5,-10.02,-29.542,1655.4,0.052621,67.669,NaN,NaN
18.932,5532.1,-11.194,-29.227,1658.1,0.05273,66.523,NaN,NaN
18.973,5531.6,-12.375,-28.915,1660.8,0.052839,65.385,NaN,NaN
19.014,5531.1,-13.563,-28.608,1663.5,0.05295,64.253,NaN,NaN
19.056,5530.5,-14.757,-28.306,1666.2,0.053062,63.128,NaN,NaN
19.099,5529.8,-15.957,-28.007,1668.8,0.053174,62.01,NaN,NaN
19.143,5529.1,-17.164,-27.711,1671.5,0.053288,60.899,NaN,NaN
19.187,5528.3,-18.377,-27.419,1674.2,0.053402,59.794,NaN,NaN
19.232,5527.5,-19.595,-27.13,1676.8,0.053518,58.696,NaN,NaN
19.278,5526.5,-20.82,-26.844,1679.5,0.053634,57.605,NaN,NaN
19.324,5525.6,-22.05,-26.56,1682.1,0.053752,56.52,NaN,NaN
19.371,5524.5,-23.286,-26.279,1684.8,0.05387,55.441,NaN,NaN
19.419,5523.3,-24.528,-25.999,1687.4,0.053989,54.369,NaN,NaN
19.467,5522.1,-25.774,-25.721,1690,0.05411,53.303,NaN,NaN
19.516,5520.8,-27.026,-25.445,1692.6,0.054231,52.242,NaN,NaN
19.566,5519.4,-28.282,-25.169,1695.2,0.054353,51.188,NaN,NaN
19.617,5518,-29.543,-24.893,1697.7,0.054476,50.138,NaN,NaN
19.668,5516.4,-30.809,-24.618,1700.3,0.0546,49.094,NaN,NaN
19.721,5514.8,-32.078,-24.343,1702.8,0.054725,48.056,NaN,NaN
19.773,5513.1,-33.352,-24.067,1705.3,0.05485,47.022,NaN,NaN
19.827,5511.2,-34.629,-23.79,1707.8,0.054977,45.992,NaN,NaN
19.882,5509.3,-35.909,-23.513,1710.3,0.055105,44.967,NaN,NaN
19.937,5507.3,-37.193,-23.233,1712.8,0.055233,43.945,NaN,NaN
19.993,5505.2,-38.48,-22.952,1715.2,0.055363,42.928,NaN,NaN
20.05,5502.9,-39.769,-22.668,1717.6,0.055493,41.913,NaN,NaN
20.107,5500.6,-41.06,-22.382,1720,0.055624,40.902,NaN,NaN
20.166,5498.2,-42.354,-22.093,1722.4,0.055757,39.893,NaN,NaN
20.225,5495.6,-43.649,-21.8,1724.7,0.05589,38.886,NaN,NaN
20.286,5492.9,-44.946,-21.504,1727,0.056024,37.882,NaN,NaN
20.347,5490.2,-46.244,-21.204,1729.3,0.05616,36.878,NaN,NaN
20.409,5487.2,-47.542,-20.9,1731.6,0.056296,35.876,NaN,NaN
20.472,5484.2,-48.842,-20.591,1733.8,0.056433,34.875,NaN,NaN
20.536,5481,-50.141,-20.278,1736,0.056572,33.873,NaN,NaN
20.601,5477.7,-51.44,-19.959,1738.2,0.056711,32.872,NaN,NaN
20.667,5474.3,-52.739,-19.635,1740.3,0.056852,31.87,NaN,NaN
20.735,5470.7,-54.037,-19.306,1742.4,0.056994,30.867,NaN,NaN
20.803,5467,-55.334,-18.971,1744.5,0.057137,29.862,NaN,NaN
20.873,5463.1,-56.629,-18.63,1746.6,0.057282,28.856,NaN,NaN
20.943,5459,-57.923,-18.283,1748.6,0.057428,27.847,NaN,NaN
21.015,5454.8,-59.214,-17.93,1750.5,0.057575,26.835,NaN,NaN
21.089,5450.4,-60.503,-17.571,1752.5,0.057724,25.82,NaN,NaN
21.163,5445.8,-61.788,-17.205,1754.4,0.057874,24.801,NaN,NaN
21.24,5441.1,-63.071,-16.832,1756.2,0.058026,23.778,NaN,NaN
21.317,5436.1,-64.349,-16.454,1758,0.05818,22.75,NaN,NaN
21.397,5431,-65.624,-16.068,1759.8,0.058335,21.717,NaN,NaN
21.478,5425.6,-66.893,-15.676,1761.5,0.058493,20.679,NaN,NaN
21.56,5420,-68.158,-15.277,1763.2,0.058652,19.634,NaN,NaN
21.645,5414.2,-69.417,-14.872,1764.8,0.058814,18.583,NaN,NaN
21.732,5408.1,-70.67,-14.46,1766.3,0.058977,17.524,NaN,NaN
21.821,5401.8,-71.917,-14.042,1767.8,0.059143,16.458,NaN,NaN
21.912,5395.2,-73.157,-13.618,1769.3,0.059312,15.383,NaN,NaN
22.005,5388.3,-74.389,-13.187,1770.7,0.059484,14.3,NaN,NaN
22.101,5381.1,-75.612,-12.751,1772,0.059658,13.208,NaN,NaN
22.2,5373.6,-76.828,-12.309,1773.3,0.059835,12.106,NaN,NaN
22.301,5365.7,-78.033,-11.861,1774.4,0.060016,10.994,NaN,NaN
22.406,5357.5,-79.229,-11.409,1775.5,0.0602,9.8703,NaN,NaN
22.514,5348.8,-80.413,-10.951,1776.5,0.060388,8.7356,NaN,NaN
22.626,5339.8,-81.586,-10.489,1777.4,0.06058,7.5889,NaN,NaN
22.742,5330.3,-82.747,-10.022,1778.3,0.060777,6.4295,NaN,NaN
22.862,5320.2,-83.894,-9.5525,1779,0.060978,5.2569,NaN,NaN
22.987,5309.7,-85.027,-9.0792,1779.5,0.061185,4.0705,NaN,NaN
23.117,5298.6,-86.144,-8.6033,1780,0.061397,2.8695,NaN,NaN
23.252,5286.9,-87.245,-8.1253,1780.3,0.061615,1.6535,NaN,NaN
23.394,5274.4,-88.328,-7.6459,1780.4,0.06184,0.42346,NaN,NaN
23.542,5261.2,-89.391,-7.1658,1780.4,0.062073,0.82958,NaN,NaN
23.698,5247.2,-90.434,-6.6859,1780.2,0.062313,2.0948,NaN,NaN
23.863,5232.2,-91.455,-6.207,1779.7,0.062563,3.3788,NaN,NaN
24.037,5216.3,-92.452,-5.7301,1779,0.062823,4.6818,NaN,NaN
24.221,5199.1,-93.422,-5.2563,1778,0.063094,6.0045,NaN,NaN
24.418,5180.6,-94.364,-4.7869,1776.7,0.063378,7.3476,NaN,NaN
24.628,5160.7,-95.274,-4.3231,1775,0.063677,8.7121,NaN,NaN
24.855,5139,-96.151,-3.8666,1772.9,0.063992,10.099,NaN,NaN
25.101,5115.2,-96.99,-3.419,1770.3,0.064326,11.508,NaN,NaN
25.368,5089.2,-97.788,-2.9823,1767,0.064684,12.941,NaN,NaN
25.663,5060.3,-98.541,-2.5586,1763,0.065068,14.398,NaN,NaN
25.989,5028,-99.244,-2.1504,1758,0.065485,15.881,NaN,NaN
26.356,4991.5,-99.889,-1.7605,1751.9,0.065941,17.389,NaN,NaN
26.774,4949.6,-100.47,-1.3922,1744.3,0.066449,18.923,NaN,NaN
27.259,4900.7,-100.98,-1.049,1734.8,0.067023,20.482,NaN,NaN
27.759,4850.2,-101.35,-0.7342,1724.2,0.067599,21.855,NaN,NaN
28.259,4799.4,-101.59,-0.49057,1713,0.068163,23.018,NaN,NaN
28.759,4748.6,-101.75,-0.31195,1701.2,0.068716,24.003,NaN,NaN
29.259,4697.7,-101.84,-0.18156,1689,0.069261,24.836,NaN,NaN
29.759,4646.8,-101.88,-0.086739,1676.4,0.0698,25.539,NaN,NaN
30.259,4595.8,-101.89,-0.018014,1663.5,0.070334,26.133,NaN,NaN
30.759,4544.9,-101.88,0.031636,1650.3,0.070866,26.634,NaN,NaN
31.259,4493.9,-101.84,0.067389,1636.9,0.071396,27.056,NaN,NaN
31.759,4443,-101.8,0.093044,1623.3,0.071926,27.411,NaN,NaN
32.259,4392.2,-101.74,0.11138,1609.5,0.072457,27.711,NaN,NaN
32.759,4341.3,-101.68,0.12441,1595.6,0.07299,27.964,NaN,NaN
33.259,4290.5,-101.61,0.13362,1581.5,0.073526,28.176,NaN,NaN
33.759,4239.7,-101.54,0.14007,1567.4,0.074067,28.355,NaN,NaN
34.259,4188.9,-101.47,0.14454,1553.2,0.074613,28.506,NaN,NaN
34.759,4138.2,-101.39,0.14757,1538.9,0.075166,28.633,NaN,NaN
35.259,4087.5,-101.32,0.14958,1524.5,0.075724,28.739,NaN,NaN
35.759,4036.9,-101.24,0.15084,1510.2,0.076291,28.829,NaN,NaN
36.259,3986.3,-101.17,0.15159,1495.7,0.076865,28.905,NaN,NaN
36.759,3935.7,-101.09,0.15195,1481.3,0.077449,28.968,NaN,NaN
37.259,3885.2,-101.02,0.15205,1466.8,0.078042,29.022,NaN,NaN
37.759,3834.7,-100.94,0.15196,1452.2,0.078645,29.067,NaN,NaN
38.259,3784.3,-100.86,0.15173,1437.7,0.079259,29.104,NaN,NaN
38.759,3733.9,-100.79,0.1514,1423.1,0.079884,29.136,NaN,NaN
39.259,3683.5,-100.71,0.15101,1408.6,0.08052,29.163,NaN,NaN
39.759,3633.1,-100.64,0.15056,1394,0.08117,29.185,NaN,NaN
40.259,3582.8,-100.56,0.15009,1379.4,0.081832,29.204,NaN,NaN
40.759,3532.6,-100.49,0.1496,1364.8,0.082507,29.22,NaN,NaN
41.259,3482.3,-100.41,0.14909,1350.2,0.083197,29.233,NaN,NaN
41.759,3432.2,-100.34,0.14857,1335.5,0.083901,29.244,NaN,NaN
42.259,3382,-100.27,0.14804,1320.9,0.084621,29.254,NaN,NaN
42.759,3331.9,-100.19,0.14751,1306.3,0.085356,29.262,NaN,NaN
43.259,3281.8,-100.12,0.14698,1291.6,0.086108,29.268,NaN,NaN
43.759,3231.8,-100.05,0.14645,1277,0.086876,29.274,NaN,NaN
44.259,3181.8,-99.971,0.14879,1262.4,0.087663,29.279,NaN,NaN
44.759,3131.8,-99.896,0.15026,1247.7,0.088468,29.283,NaN,NaN
45.259,3081.9,-99.82,0.15106,1233.1,0.089291,29.286,NaN,NaN
45.759,3032,-99.745,0.15142,1218.4,0.090135,29.289,NaN,NaN
46.259,2982.1,-99.669,0.15148,1203.8,0.090999,29.291,NaN,NaN
46.759,2932.3,-99.593,0.15134,1189.2,0.091885,29.293,NaN,NaN
47.259,2882.5,-99.518,0.15106,1174.5,0.092792,29.295,NaN,NaN
47.759,2832.8,-99.442,0.15068,1159.9,0.093723,29.296,NaN,NaN
48.259,2783.1,-99.367,0.15025,1145.2,0.094677,29.297,NaN,NaN
48.759,2733.4,-99.292,0.14978,1130.6,0.095657,29.298,NaN,NaN
49.259,2683.8,-99.218,0.14928,1115.9,0.096662,29.299,NaN,NaN
49.759,2634.2,-99.143,0.14877,1101.3,0.097694,29.3,NaN,NaN
50.259,2584.7,-99.069,0.14824,1086.6,0.098754,29.3,NaN,NaN
50.759,2535.1,-98.995,0.14771,1072,0.099843,29.301,NaN,NaN
51.259,2485.7,-98.922,0.14718,1057.3,0.10096,29.301,NaN,NaN
51.759,2436.2,-98.848,0.14664,1042.7,0.10211,29.302,NaN,NaN
52.259,2386.8,-98.775,0.14611,1028,0.1033,29.302,NaN,NaN
52.759,2337.4,-98.703,0.14558,1013.4,0.10452,29.302,NaN,NaN
53.259,2288.1,-98.63,0.14505,998.71,0.10577,29.303,NaN,NaN
53.759,2238.8,-98.558,0.14452,984.06,0.10706,29.303,NaN,NaN
54.259,2189.6,-98.486,0.14399,969.41,0.10839,29.303,NaN,NaN
54.759,2140.3,-98.414,0.14347,954.76,0.10977,29.303,NaN,NaN
55.259,2091.1,-98.343,0.14295,940.11,0.11118,29.303,NaN,NaN
55.759,2042,-98.271,0.14244,925.45,0.11264,29.303,NaN,NaN
56.259,1992.9,-98.2,0.14192,910.8,0.11415,29.304,NaN,NaN
56.759,1943.8,-98.13,0.14141,896.15,0.11571,29.304,NaN,NaN
57.259,1894.7,-98.059,0.14091,881.5,0.11732,29.304,NaN,NaN
57.759,1845.7,-97.989,0.1404,866.85,0.11898,29.304,NaN,NaN
58.259,1796.8,-97.919,0.1399,852.19,0.1207,29.304,NaN,NaN
58.759,1747.8,-97.849,0.1394,837.54,0.12248,29.304,NaN,NaN
59.259,1698.9,-97.78,0.13891,822.89,0.12433,29.304,NaN,NaN
59.759,1650,-97.711,0.13842,808.24,0.12624,29.304,NaN,NaN
60.259,1601.2,-97.642,0.13793,793.59,0.12822,29.304,NaN,NaN
60.759,1552.4,-97.572,0.13969,778.93,0.13028,29.304,NaN,NaN
61.259,1503.6,-97.501,0.14125,764.28,0.13242,29.304,NaN,NaN
61.759,1454.9,-97.43,0.14212,749.63,0.13464,29.304,NaN,NaN
62.259,1406.2,-97.359,0.14253,734.98,0.13695,29.304,NaN,NaN
62.759,1357.5,-97.288,0.14263,720.33,0.13935,29.304,NaN,NaN
63.259,1308.9,-97.216,0.14253,705.67,0.14186,29.304,NaN,NaN
63.759,1260.3,-97.145,0.14229,691.02,0.14447,29.305,NaN,NaN
64.259,1211.8,-97.074,0.14196,676.37,0.14719,29.305,NaN,NaN
64.759,1163.2,-97.003,0.14157,661.72,0.15004,29.305,NaN,NaN
65.259,1114.8,-96.933,0.14114,647.06,0.15301,29.305,NaN,NaN
65.759,1066.3,-96.863,0.14069,632.41,0.15613,29.305,NaN,NaN
66.259,1017.9,-96.792,0.14022,617.76,0.15939,29.305,NaN,NaN
66.759,969.51,-96.723,0.13974,603.11,0.16281,29.305,NaN,NaN
67.259,921.17,-96.653,0.13926,588.46,0.1664,29.305,NaN,NaN
67.759,872.86,-96.584,0.13877,573.8,0.17017,29.305,NaN,NaN
68.259,824.58,-96.514,0.13829,559.15,0.17414,29.305,NaN,NaN
68.759,776.34,-96.445,0.1378,544.5,0.17833,29.305,NaN,NaN
69.259,728.14,-96.377,0.13732,529.85,0.18274,29.305,NaN,NaN
69.759,679.97,-96.308,0.13683,515.19,0.18741,29.305,NaN,NaN
# Event RECOVERY_DEVICE_DEPLOYMENT occurred at t=69.76 seconds
70.259,631.83,-96.24,0.13635,500.54,0.19236,29.305,NaN,NaN
70.261,631.65,-94.6,854.76,500.48,0.19238,29.306,NaN,NaN
70.263,631.46,-92.959,824.79,500.43,0.1924,29.306,NaN,NaN
70.265,631.27,-91.319,795.33,500.37,0.19242,29.307,NaN,NaN
70.267,631.08,-89.679,766.39,500.3,0.19244,29.307,NaN,NaN
70.269,630.88,-88.038,737.96,500.24,0.19246,29.307,NaN,NaN
70.272,630.68,-86.398,710.05,500.17,0.19249,29.308,NaN,NaN
70.274,630.47,-84.757,682.65,500.1,0.19251,29.308,NaN,NaN
70.277,630.26,-83.117,655.76,500.03,0.19254,29.309,NaN,NaN
70.279,630.05,-81.476,629.4,499.95,0.19256,29.309,NaN,NaN
70.282,629.83,-79.836,603.54,499.87,0.19259,29.31,NaN,NaN
70.285,629.6,-78.196,578.21,499.79,0.19262,29.31,NaN,NaN
70.288,629.37,-76.555,553.39,499.7,0.19265,29.311,NaN,NaN
70.291,629.14,-74.915,529.08,499.61,0.19268,29.311,NaN,NaN
70.294,628.9,-73.274,505.29,499.51,0.19272,29.312,NaN,NaN
70.298,628.65,-71.634,482.01,499.41,0.19275,29.312,NaN,NaN
70.301,628.4,-69.993,459.25,499.31,0.19279,29.313,NaN,NaN
70.305,628.14,-68.353,437,499.2,0.19283,29.313,NaN,NaN
70.309,627.87,-66.713,415.27,499.08,0.19287,29.314,NaN,NaN
70.313,627.6,-65.072,394.06,498.96,0.19292,29.314,NaN,NaN
70.317,627.32,-63.432,373.36,498.83,0.19296,29.315,NaN,NaN
70.322,627.03,-61.791,353.17,498.7,0.19301,29.315,NaN,NaN
70.327,626.73,-60.151,333.5,498.55,0.19307,29.316,NaN,NaN
70.332,626.42,-58.511,314.34,498.4,0.19312,29.316,NaN,NaN
70.338,626.1,-56.87,295.71,498.24,0.19318,29.317,NaN,NaN
70.344,625.76,-55.23,277.58,498.06,0.19324,29.317,NaN,NaN
70.35,625.42,-53.589,259.97,497.88,0.19331,29.318,NaN,NaN
70.357,625.07,-51.949,242.88,497.68,0.19339,29.318,NaN,NaN
70.364,624.69,-50.308,226.3,497.47,0.19346,29.319,NaN,NaN
70.372,624.31,-48.668,210.23,497.24,0.19355,29.319,NaN,NaN
70.38,623.91,-47.028,194.69,496.99,0.19364,29.32,NaN,NaN
70.389,623.48,-45.387,179.65,496.73,0.19374,29.32,NaN,NaN
70.399,623.04,-43.747,165.14,496.43,0.19385,29.321,NaN,NaN
70.41,622.57,-42.106,151.13,496.12,0.19397,29.321,NaN,NaN
70.422,622.08,-40.466,137.65,495.77,0.1941,29.322,NaN,NaN
70.435,621.56,-38.826,124.67,495.38,0.19424,29.322,NaN,NaN
70.45,621.01,-37.185,112.22,494.95,0.19441,29.323,NaN,NaN
70.466,620.41,-35.545,100.27,494.47,0.19459,29.324,NaN,NaN
70.485,619.77,-33.904,88.848,493.93,0.19479,29.324,NaN,NaN
70.506,619.07,-32.264,77.937,493.31,0.19503,29.325,NaN,NaN
70.53,618.31,-30.623,67.542,492.6,0.1953,29.325,NaN,NaN
70.558,617.46,-28.983,57.661,491.77,0.19562,29.326,NaN,NaN
70.592,616.5,-27.343,48.296,490.77,0.19601,29.326,NaN,NaN
70.634,615.4,-25.702,39.447,489.55,0.19649,29.327,NaN,NaN
70.687,614.09,-24.062,31.112,488.01,0.19709,29.328,NaN,NaN
70.757,612.45,-22.421,23.294,485.94,0.19791,29.328,NaN,NaN
70.86,610.24,-20.781,15.99,482.93,0.19912,29.329,NaN,NaN
71.038,606.68,-19.14,9.2028,477.7,0.20126,29.33,NaN,NaN
71.538,597.48,-17.675,2.9314,463.04,0.20752,29.332,NaN,NaN
72.038,588.36,-18.791,-2.2316,448.37,0.21419,29.332,NaN,NaN
72.538,579.17,-17.952,1.6775,433.71,0.22131,29.332,NaN,NaN
73.038,570.04,-18.586,-1.2691,419.04,0.22894,29.332,NaN,NaN
73.538,560.87,-18.105,0.96327,404.37,0.23711,29.332,NaN,NaN
74.038,551.72,-18.467,-0.72364,389.71,0.2459,29.332,NaN,NaN
74.538,542.56,-18.189,0.55476,375.04,0.25538,29.332,NaN,NaN
75.038,533.41,-18.396,-0.41272,360.38,0.26563,29.332,NaN,NaN
75.538,524.26,-18.235,0.32071,345.71,0.27675,29.332,NaN,NaN
76.038,515.11,-18.353,-0.23492,331.04,0.28885,29.332,NaN,NaN
76.538,505.96,-18.259,0.18647,316.38,0.30208,29.332,NaN,NaN
77.038,496.81,-18.326,-0.13303,301.71,0.31659,29.332,NaN,NaN
77.538,487.66,-18.271,0.10939,287.05,0.33259,29.332,NaN,NaN
78.038,478.52,-18.308,-0.074557,272.38,0.35031,29.332,NaN,NaN
78.538,469.37,-18.276,0.065091,257.71,0.37004,29.332,NaN,NaN
79.038,460.23,-18.296,-0.040946,243.05,0.39216,29.332,NaN,NaN
79.538,451.08,-18.277,0.039597,228.38,0.41712,29.332,NaN,NaN
80.038,441.94,-18.287,-0.021603,213.72,0.4455,29.332,NaN,NaN
80.538,432.8,-18.275,0.024908,199.05,0.47806,29.332,NaN,NaN
81.038,423.66,-18.28,-0.010458,184.38,0.51581,29.332,NaN,NaN
81.538,414.52,-18.272,0.016433,169.72,0.56008,29.332,NaN,NaN
82.038,405.39,-18.274,-0.0040294,155.05,0.61272,29.332,NaN,NaN
82.538,396.25,-18.268,0.011537,140.39,0.67636,29.332,NaN,NaN
83.038,387.12,-18.268,-3.1783e-4,125.72,0.75485,29.332,NaN,NaN
83.538,377.99,-18.264,0.0087034,111.06,0.85406,29.332,NaN,NaN
84.038,368.85,-18.263,0.0018266,96.395,0.98347,29.332,NaN,NaN
84.538,359.72,-18.26,0.0070606,81.731,1.1593,29.332,NaN,NaN
85.038,350.59,-18.258,0.003066,67.068,1.412,29.332,NaN,NaN
85.538,341.46,-18.255,0.0061059,52.408,1.8062,29.332,NaN,NaN
86.038,332.34,-18.253,0.0037822,37.752,2.5064,29.332,NaN,NaN
86.538,323.21,-18.25,0.0055493,23.108,4.0945,29.332,NaN,NaN
87.038,314.09,-18.248,0.0041953,8.544,11.129,29.332,NaN,NaN
87.538,304.96,-18.246,0.0052233,6.4954,165.3,29.332,NaN,NaN
88.038,295.84,-18.243,0.0044329,21.014,175.5,29.332,NaN,NaN
88.538,286.72,-18.241,0.0050311,35.653,177.35,29.332,NaN,NaN
89.038,277.6,-18.239,0.0045686,50.308,178.13,29.332,NaN,NaN
89.538,268.48,-18.236,0.0049166,64.968,178.55,29.332,NaN,NaN
90.038,259.36,-18.234,0.0046451,79.631,178.82,29.332,NaN,NaN
90.538,250.25,-18.231,0.0048473,94.294,179,29.332,NaN,NaN
91.038,241.13,-18.229,0.0046872,108.96,179.14,29.332,NaN,NaN
91.538,232.02,-18.227,0.0048042,123.62,179.24,29.332,NaN,NaN
92.038,222.91,-18.224,0.0047092,138.29,179.32,29.332,NaN,NaN
92.538,213.79,-18.222,0.0047765,152.95,179.39,29.332,NaN,NaN
93.038,204.68,-18.22,0.0047195,167.62,179.44,29.332,NaN,NaN
93.538,195.58,-18.217,0.0047577,182.28,179.49,29.332,NaN,NaN
94.038,186.47,-18.215,0.004723,196.95,179.52,29.332,NaN,NaN
94.538,177.36,-18.212,0.0047442,211.62,179.56,29.332,NaN,NaN
95.038,168.25,-18.21,0.0047226,226.28,179.59,29.332,NaN,NaN
95.538,159.15,-18.208,0.0047338,240.95,179.61,29.332,NaN,NaN
96.038,150.05,-18.205,0.0047198,255.61,179.63,29.332,NaN,NaN
96.538,140.95,-18.203,0.0047251,270.28,179.65,29.332,NaN,NaN
97.038,131.84,-18.201,0.0047156,284.94,179.67,29.332,NaN,NaN
97.538,122.74,-18.198,0.0047175,299.61,179.69,29.332,NaN,NaN
98.038,113.65,-18.196,0.0047107,314.28,179.7,29.332,NaN,NaN
98.538,104.55,-18.194,0.0047106,328.94,179.72,29.332,NaN,NaN
99.038,95.452,-18.191,0.0047053,343.61,179.73,29.332,NaN,NaN
99.538,86.357,-18.189,0.004704,358.27,179.74,29.332,NaN,NaN
100.04,77.264,-18.186,0.0046996,372.94,179.75,29.332,NaN,NaN
100.54,68.171,-18.184,0.0046976,387.61,179.76,29.332,NaN,NaN
101.04,59.079,-18.182,0.0046938,402.27,179.77,29.332,NaN,NaN
101.54,49.989,-18.179,0.0046914,416.94,179.78,29.332,NaN,NaN
102.04,40.9,-18.177,0.0046879,431.6,179.78,29.332,NaN,NaN
102.54,31.812,-18.175,0.0046852,446.27,179.79,29.332,NaN,NaN
103.04,22.725,-18.172,0.004682,460.94,179.8,29.332,NaN,NaN
103.54,13.64,-18.17,0.0046792,475.6,179.8,29.332,NaN,NaN
104.04,4.5551,-18.168,0.004676,490.27,179.81,29.332,NaN,NaN
# Event GROUND_HIT occurred at t=104.54 seconds
# Event SIMULATION_END occurred at t=104.54 seconds
104.54,-4.5282,-18.165,0.0046731,504.93,179.82,29.332,NaN,NaN
