# L1420-15mph (Up to date)
# 766 data points written for 9 variables.
# Simulation warnings:
#   Recovery device deployment at high speed (98.7 ft/s)
#
# Time (s),Altitude (ft),Vertical velocity (ft/s),Vertical acceleration (ft/s²),Lateral distance (ft),Lateral direction (°),Lateral velocity (ft/s),Stability margin calibers (​),Drag coefficient (​)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
94.376,201.844,-18.219,0.005,53.245,178.557,21.999,NaN,NaN
94.876,192.735,-18.217,0.005,64.242,178.804,21.999,NaN,NaN
95.376,183.628,-18.214,0.005,75.239,178.98,21.999,NaN,NaN
95.876,174.521,-18.212,0.005,86.237,179.11,21.999,NaN,NaN
96.376,165.416,-18.21,0.005,97.236,179.211,21.999,NaN,NaN
96.876,156.312,-18.207,0.005,108.234,179.292,21.999,NaN,NaN
97.376,147.209,-18.205,0.005,119.233,179.357,21.999,NaN,NaN
97.876,138.107,-18.202,0.005,130.232,179.412,21.999,NaN,NaN
98.376,129.006,-18.2,0.005,141.231,179.458,21.999,NaN,NaN
98.876,119.907,-18.198,0.005,152.23,179.497,21.999,NaN,NaN
99.376,110.808,-18.195,0.005,163.229,179.532,21.999,NaN,NaN
99.876,101.711,-18.193,0.005,174.228,179.561,21.999,NaN,NaN
100.376,92.615,-18.191,0.005,185.227,179.588,21.999,NaN,NaN
100.876,83.521,-18.188,0.005,196.226,179.611,21.999,NaN,NaN
101.376,74.427,-18.186,0.005,207.226,179.632,21.999,NaN,NaN
101.876,65.335,-18.184,0.005,218.225,179.651,21.999,NaN,NaN
102.376,56.243,-18.181,0.005,229.224,179.667,21.999,NaN,NaN
102.876,47.153,-18.179,0.005,240.223,179.683,21.999,NaN,NaN
103.376,38.064,-18.177,0.005,251.223,179.697,21.999,NaN,NaN
103.876,28.977,-18.174,0.005,262.222,179.71,21.999,NaN,NaN
104.376,19.89,-18.172,0.005,273.221,179.722,21.999,NaN,NaN
104.876,10.805,-18.17,0.005,284.221,179.732,21.999,NaN,NaN
105.376,1.721,-18.167,0.005,295.22,179.743,21.999,NaN,NaN
# Event GROUND_HIT occurred at t=105.471 seconds
# Event SIMULATION_END occurred at t=105.471 seconds
105.471,0,-18.167,0.005,297.304,179.744,21.999,NaN,NaN
