# L1420-FRR (Up to date)
# 715 data points written for 9 variables.
# Simulation warnings:
#   Recovery device deployment at high speed (67 ft/s)
#
# Time (s),Altitude (ft),Vertical velocity (ft/s),Vertical acceleration (ft/s²),Lateral distance (ft),Lateral direction (°),Lateral velocity (ft/s),Stability margin calibers (​),Drag coefficient (​)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
102.838,656.553,-64.499,218.345,7.541,179.961,0.013,NaN,NaN
102.84,656.427,-64.078,215.13,7.541,179.961,0.013,NaN,NaN
102.842,656.3,-63.655,211.918,7.541,179.961,0.013,NaN,NaN
102.844,656.17,-63.23,208.707,7.541,179.961,0.013,NaN,NaN
102.846,656.039,-62.801,205.498,7.541,179.961,0.013,NaN,NaN
102.848,655.906,-62.37,202.289,7.541,179.961,0.013,NaN,NaN
102.85,655.77,-61.936,199.081,7.541,179.961,0.013,NaN,NaN
102.852,655.632,-61.499,195.875,7.541,179.961,0.013,NaN,NaN
102.855,655.492,-61.059,192.669,7.541,179.961,0.012,NaN,NaN
102.857,655.35,-60.616,189.465,7.541,179.961,0.012,NaN,NaN
102.859,655.206,-60.17,186.262,7.541,179.961,0.012,NaN,NaN
102.862,655.059,-59.721,183.06,7.541,179.961,0.012,NaN,NaN
102.864,654.909,-59.269,179.86,7.541,179.961,0.012,NaN,NaN
102.867,654.757,-58.813,176.661,7.541,179.961,0.012,NaN,NaN
102.869,654.602,-58.354,173.463,7.541,179.961,0.012,NaN,NaN
102.872,654.444,-57.892,170.266,7.541,179.961,0.012,NaN,NaN
102.875,654.283,-57.426,167.071,7.541,179.961,0.012,NaN,NaN
102.878,654.119,-56.956,163.877,7.541,179.961,0.012,NaN,NaN
102.881,653.952,-56.483,160.685,7.541,179.961,0.011,NaN,NaN
102.884,653.782,-56.006,157.495,7.541,179.961,0.011,NaN,NaN
102.887,653.608,-55.525,154.306,7.541,179.961,0.011,NaN,NaN
102.89,653.431,-55.041,151.119,7.541,179.961,0.011,NaN,NaN
102.893,653.25,-54.552,147.934,7.541,179.961,0.011,NaN,NaN
102.897,653.065,-54.059,144.75,7.541,179.961,0.011,NaN,NaN
102.9,652.876,-53.562,141.569,7.541,179.961,0.011,NaN,NaN
102.904,652.683,-53.061,138.389,7.541,179.961,0.011,NaN,NaN
102.908,652.485,-52.555,135.212,7.541,179.961,0.011,NaN,NaN
102.912,652.283,-52.044,132.037,7.541,179.961,0.011,NaN,NaN
102.916,652.076,-51.529,128.864,7.541,179.961,0.01,NaN,NaN
102.92,651.864,-51.01,125.693,7.541,179.961,0.01,NaN,NaN
102.924,651.647,-50.485,122.525,7.54,179.961,0.01,NaN,NaN
102.928,651.424,-49.955,119.359,7.54,179.961,0.01,NaN,NaN
102.933,651.195,-49.42,116.197,7.54,179.961,0.01,NaN,NaN
102.938,650.96,-48.88,113.037,7.54,179.961,0.01,NaN,NaN
102.943,650.719,-48.334,109.879,7.54,179.961,0.01,NaN,NaN
102.948,650.47,-47.782,106.725,7.54,179.961,0.01,NaN,NaN
102.953,650.215,-47.225,103.575,7.54,179.961,0.01,NaN,NaN
102.959,649.951,-46.662,100.427,7.54,179.961,0.009,NaN,NaN
102.965,649.68,-46.092,97.284,7.54,179.961,0.009,NaN,NaN
102.971,649.4,-45.516,94.144,7.54,179.961,0.009,NaN,NaN
102.977,649.11,-44.934,91.008,7.54,179.961,0.009,NaN,NaN
102.984,648.811,-44.345,87.877,7.54,179.961,0.009,NaN,NaN
102.991,648.501,-43.749,84.75,7.54,179.961,0.009,NaN,NaN
102.998,648.18,-43.145,81.628,7.54,179.961,0.009,NaN,NaN
103.006,647.846,-42.534,78.511,7.54,179.961,0.008,NaN,NaN
103.014,647.5,-41.915,75.399,7.54,179.961,0.008,NaN,NaN
103.023,647.139,-41.289,72.294,7.54,179.961,0.008,NaN,NaN
103.032,646.763,-40.654,69.194,7.54,179.961,0.008,NaN,NaN
103.042,646.371,-40.011,66.102,7.539,179.961,0.008,NaN,NaN
103.052,645.96,-39.358,63.016,7.539,179.961,0.008,NaN,NaN
103.063,645.529,-38.697,59.939,7.539,179.961,0.008,NaN,NaN
103.075,645.077,-38.026,56.87,7.539,179.961,0.007,NaN,NaN
103.088,644.6,-37.345,53.81,7.539,179.961,0.007,NaN,NaN
103.101,644.097,-36.655,50.761,7.539,179.961,0.007,NaN,NaN
103.116,643.563,-35.953,47.722,7.539,179.961,0.007,NaN,NaN
103.132,642.996,-35.241,44.696,7.539,179.961,0.007,NaN,NaN
103.149,642.391,-34.519,41.683,7.539,179.961,0.007,NaN,NaN
103.168,641.743,-33.784,38.684,7.539,179.961,0.006,NaN,NaN
103.189,641.045,-33.039,35.703,7.538,179.961,0.006,NaN,NaN
103.212,640.29,-32.281,32.741,7.538,179.961,0.006,NaN,NaN
103.238,639.467,-31.512,29.8,7.538,179.961,0.006,NaN,NaN
103.267,638.563,-30.732,26.884,7.538,179.961,0.006,NaN,NaN
103.3,637.563,-29.94,23.996,7.538,179.961,0.005,NaN,NaN
103.338,636.443,-29.139,21.141,7.538,179.961,0.005,NaN,NaN
103.382,635.173,-28.329,18.327,7.537,179.961,0.005,NaN,NaN
103.435,633.71,-27.514,15.56,7.537,179.961,0.004,NaN,NaN
103.498,631.988,-26.697,12.853,7.537,179.961,0.004,NaN,NaN
103.577,629.906,-25.887,10.223,7.537,179.961,0.004,NaN,NaN
103.68,627.288,-25.098,7.692,7.536,179.961,0.004,NaN,NaN
103.821,623.807,-24.352,5.299,7.536,179.961,0.003,NaN,NaN
104.032,618.743,-23.697,3.107,7.535,179.961,0.003,NaN,NaN
104.402,610.054,-23.238,1.24,7.534,179.961,0.002,NaN,NaN
104.902,598.431,-23.255,-0.034,7.533,179.961,0.002,NaN,NaN
105.402,586.807,-23.243,0.024,7.532,179.961,0.002,NaN,NaN
105.902,575.186,-23.242,0.002,7.531,179.961,0.002,NaN,NaN
106.402,563.566,-23.237,0.01,7.531,179.961,0.002,NaN,NaN
106.902,551.948,-23.233,0.007,7.53,179.961,0.002,NaN,NaN
107.402,540.333,-23.229,0.008,7.529,179.961,0.002,NaN,NaN
107.902,528.719,-23.225,0.008,7.528,179.961,0.002,NaN,NaN
108.402,517.107,-23.222,0.008,7.527,179.961,0.002,NaN,NaN
108.902,505.498,-23.218,0.008,7.527,179.961,0.002,NaN,NaN
109.402,493.89,-23.214,0.008,7.526,179.961,0.002,NaN,NaN
109.902,482.284,-23.21,0.008,7.525,179.961,0.002,NaN,NaN
110.402,470.68,-23.206,0.008,7.524,179.961,0.002,NaN,NaN
110.902,459.078,-23.202,0.008,7.523,179.961,0.002,NaN,NaN
111.402,447.478,-23.198,0.008,7.522,179.961,0.002,NaN,NaN
111.902,435.88,-23.194,0.008,7.522,179.961,0.002,NaN,NaN
112.402,424.283,-23.19,0.008,7.521,179.961,0.002,NaN,NaN
112.902,412.689,-23.187,0.008,7.52,179.961,0.002,NaN,NaN
113.402,401.097,-23.183,0.008,7.519,179.961,0.002,NaN,NaN
113.902,389.507,-23.179,0.008,7.518,179.961,0.002,NaN,NaN
114.402,377.918,-23.175,0.008,7.518,179.961,0.002,NaN,NaN
114.902,366.332,-23.171,0.008,7.517,179.961,0.002,NaN,NaN
115.402,354.747,-23.167,0.008,7.516,179.961,0.002,NaN,NaN
115.902,343.164,-23.163,0.008,7.515,179.961,0.002,NaN,NaN
116.402,331.584,-23.16,0.008,7.514,179.961,0.002,NaN,NaN
116.902,320.005,-23.156,0.008,7.513,179.961,0.002,NaN,NaN
117.402,308.428,-23.152,0.008,7.513,179.961,0.002,NaN,NaN
117.902,296.853,-23.148,0.008,7.512,179.961,0.002,NaN,NaN
118.402,285.28,-23.144,0.008,7.511,179.961,0.002,NaN,NaN
118.902,273.709,-23.14,0.008,7.51,179.961,0.002,NaN,NaN
119.402,262.14,-23.136,0.008,7.509,179.961,0.002,NaN,NaN
119.902,250.572,-23.133,0.008,7.509,179.961,0.002,NaN,NaN
120.402,239.007,-23.129,0.008,7.508,179.961,0.002,NaN,NaN
120.902,227.444,-23.125,0.008,7.507,179.961,0.002,NaN,NaN
121.402,215.882,-23.121,0.008,7.506,179.961,0.002,NaN,NaN
121.902,204.323,-23.117,0.008,7.505,179.961,0.002,NaN,NaN
122.402,192.765,-23.114,0.008,7.505,179.961,0.002,NaN,NaN
122.902,181.209,-23.11,0.008,7.504,179.961,0.002,NaN,NaN
123.402,169.655,-23.106,0.008,7.503,179.961,0.002,NaN,NaN
123.902,158.103,-23.102,0.008,7.502,179.961,0.002,NaN,NaN
124.402,146.553,-23.098,0.008,7.501,179.961,0.002,NaN,NaN
124.902,135.005,-23.094,0.008,7.5,179.961,0.002,NaN,NaN
125.402,123.459,-23.091,0.008,7.5,179.961,0.002,NaN,NaN
125.902,111.914,-23.087,0.008,7.499,179.961,0.002,NaN,NaN
126.402,100.372,-23.083,0.008,7.498,179.961,0.002,NaN,NaN
126.902,88.831,-23.079,0.008,7.497,179.961,0.002,NaN,NaN
127.402,77.292,-23.076,0.008,7.496,179.961,0.002,NaN,NaN
127.902,65.756,-23.072,0.008,7.496,179.961,0.002,NaN,NaN
128.402,54.221,-23.068,0.008,7.495,179.961,0.002,NaN,NaN
128.902,42.688,-23.064,0.008,7.494,179.961,0.002,NaN,NaN
129.402,31.157,-23.06,0.008,7.493,179.961,0.002,NaN,NaN
129.902,19.627,-23.057,0.008,7.492,179.961,0.002,NaN,NaN
130.402,8.1,-23.053,0.008,7.492,179.961,0.002,NaN,NaN
# Event GROUND_HIT occurred at t=130.753 seconds
# Event SIMULATION_END occurred at t=130.753 seconds
130.753,0,-23.05,0.008,7.491,179.961,0.002,NaN,NaN
