# L1420 (Up to date)
# 680 data points written for 9 variables.
# Simulation warnings:
#   Recovery device deployment at high speed (96.3 ft/s)
#
# Time (s),Altitude (ft),Vertical velocity (ft/s),Vertical acceleration (ft/s²),Lateral distance (ft),Lateral direction (°),Lateral velocity (ft/s),Stability margin calibers (?),Drag coefficient (?)
# Event LAUNCH occurred at t=0 seconds
# Event IGNITION occurred at t=0 seconds
52.201,2640.3,-99.157,0.14884,8.1471,179.9,0.030009,NaN,NaN
52.701,2590.8,-99.083,0.14832,8.1321,179.9,0.029966,NaN,NaN
53.201,2541.2,-99.009,0.14779,8.1171,179.9,0.029922,NaN,NaN
53.701,2491.8,-98.935,0.14726,8.1022,179.9,0.029879,NaN,NaN
54.201,2442.3,-98.862,0.14672,8.0872,179.9,0.029835,NaN,NaN
54.701,2392.9,-98.789,0.14619,8.0723,179.9,0.029791,NaN,NaN
55.201,2343.5,-98.716,0.14566,8.0574,179.9,0.029748,NaN,NaN
55.701,2294.2,-98.643,0.14512,8.0426,179.9,0.029704,NaN,NaN
56.201,2244.9,-98.571,0.1446,8.0277,179.9,0.029661,NaN,NaN
56.701,2195.6,-98.499,0.14407,8.0129,179.9,0.029617,NaN,NaN
57.201,2146.4,-98.427,0.14355,7.9981,179.9,0.029574,NaN,NaN
57.701,2097.2,-98.356,0.14303,7.9833,179.9,0.029531,NaN,NaN
58.201,2048,-98.284,0.14251,7.9686,179.9,0.029488,NaN,NaN
58.701,1998.9,-98.213,0.142,7.9539,179.9,0.029445,NaN,NaN
59.201,1949.8,-98.143,0.14149,7.9391,179.9,0.029402,NaN,NaN
59.701,1900.8,-98.072,0.14098,7.9244,179.9,0.029359,NaN,NaN
60.201,1851.7,-98.002,0.14048,7.9098,179.9,0.029317,NaN,NaN
60.701,1802.7,-97.932,0.13998,7.8951,179.9,0.029274,NaN,NaN
61.201,1753.8,-97.862,0.13948,7.8805,179.9,0.029232,NaN,NaN
61.701,1704.9,-97.793,0.13898,7.8659,179.9,0.02919,NaN,NaN
62.201,1656,-97.723,0.13849,7.8513,179.9,0.029148,NaN,NaN
62.701,1607.2,-97.654,0.138,7.8368,179.9,0.029107,NaN,NaN
63.201,1558.4,-97.585,0.13942,7.8222,179.9,0.029065,NaN,NaN
63.701,1509.6,-97.514,0.14109,7.8077,179.9,0.029023,NaN,NaN
64.201,1460.8,-97.443,0.14204,7.7932,179.89,0.028981,NaN,NaN
64.701,1412.1,-97.372,0.1425,7.7787,179.89,0.028939,NaN,NaN
65.201,1363.5,-97.301,0.14264,7.7642,179.89,0.028896,NaN,NaN
65.701,1314.8,-97.229,0.14256,7.7498,179.89,0.028854,NaN,NaN
66.201,1266.2,-97.158,0.14233,7.7354,179.89,0.028812,NaN,NaN
66.701,1217.7,-97.087,0.14202,7.721,179.89,0.02877,NaN,NaN
67.201,1169.2,-97.016,0.14163,7.7066,179.89,0.028728,NaN,NaN
67.701,1120.7,-96.946,0.14121,7.6923,179.89,0.028686,NaN,NaN
68.201,1072.2,-96.875,0.14076,7.6779,179.89,0.028644,NaN,NaN
68.701,1023.8,-96.805,0.14029,7.6636,179.89,0.028602,NaN,NaN
69.201,975.4,-96.735,0.13981,7.6493,179.89,0.02856,NaN,NaN
69.701,927.05,-96.666,0.13933,7.6351,179.89,0.028519,NaN,NaN
70.201,878.73,-96.596,0.13885,7.6208,179.89,0.028477,NaN,NaN
70.701,830.45,-96.527,0.13836,7.6066,179.89,0.028436,NaN,NaN
71.201,782.21,-96.458,0.13787,7.5924,179.89,0.028395,NaN,NaN
71.701,733.99,-96.389,0.13739,7.5782,179.89,0.028354,NaN,NaN
72.201,685.82,-96.321,0.1369,7.564,179.89,0.028313,NaN,NaN
# Event RECOVERY_DEVICE_DEPLOYMENT occurred at t=72.202 seconds
72.701,637.67,-96.253,0.13642,7.5499,179.89,0.028273,NaN,NaN
72.703,637.49,-94.612,854.84,7.5498,179.89,0.027791,NaN,NaN
72.705,637.3,-92.972,824.87,7.5498,179.89,0.027309,NaN,NaN
72.707,637.11,-91.332,795.41,7.5497,179.89,0.026826,NaN,NaN
72.709,636.92,-89.691,766.47,7.5497,179.89,0.026343,NaN,NaN
72.711,636.72,-88.051,738.04,7.5496,179.89,0.02586,NaN,NaN
72.713,636.52,-86.41,710.13,7.5495,179.89,0.025376,NaN,NaN
72.716,636.32,-84.77,682.73,7.5495,179.89,0.024892,NaN,NaN
72.718,636.11,-83.129,655.85,7.5494,179.89,0.024407,NaN,NaN
72.721,635.89,-81.489,629.48,7.5494,179.89,0.023922,NaN,NaN
72.724,635.67,-79.849,603.63,7.5493,179.89,0.023437,NaN,NaN
72.726,635.45,-78.208,578.29,7.5492,179.89,0.022951,NaN,NaN
72.729,635.22,-76.568,553.47,7.5492,179.89,0.022464,NaN,NaN
72.732,634.98,-74.927,529.16,7.5491,179.89,0.021977,NaN,NaN
72.736,634.74,-73.287,505.37,7.549,179.89,0.021489,NaN,NaN
72.739,634.5,-71.646,482.1,7.5489,179.89,0.021,NaN,NaN
72.743,634.24,-70.006,459.33,7.5489,179.89,0.02051,NaN,NaN
72.746,633.98,-68.366,437.09,7.5488,179.89,0.02002,NaN,NaN
72.75,633.72,-66.725,415.36,7.5487,179.89,0.019529,NaN,NaN
72.755,633.44,-65.085,394.14,7.5486,179.89,0.019037,NaN,NaN
72.759,633.16,-63.444,373.44,7.5486,179.89,0.018543,NaN,NaN
72.764,632.87,-61.804,353.25,7.5485,179.89,0.018049,NaN,NaN
72.768,632.57,-60.164,333.58,7.5484,179.89,0.017554,NaN,NaN
72.774,632.26,-58.523,314.43,7.5483,179.89,0.017057,NaN,NaN
72.779,631.94,-56.883,295.79,7.5482,179.89,0.016558,NaN,NaN
72.785,631.61,-55.242,277.66,7.5481,179.89,0.016058,NaN,NaN
72.791,631.27,-53.602,260.05,7.548,179.89,0.015557,NaN,NaN
72.798,630.91,-51.961,242.96,7.5479,179.89,0.015053,NaN,NaN
72.805,630.54,-50.321,226.38,7.5478,179.89,0.014547,NaN,NaN
72.813,630.15,-48.681,210.31,7.5477,179.89,0.014038,NaN,NaN
72.822,629.75,-47.04,194.76,7.5476,179.89,0.013527,NaN,NaN
72.831,629.33,-45.4,179.73,7.5474,179.89,0.013013,NaN,NaN
72.841,628.89,-43.759,165.21,7.5473,179.89,0.012495,NaN,NaN
72.852,628.42,-42.119,151.2,7.5472,179.89,0.011974,NaN,NaN
72.863,627.93,-40.478,137.71,7.547,179.89,0.011447,NaN,NaN
72.877,627.41,-38.838,124.74,7.5469,179.89,0.010916,NaN,NaN
72.891,626.85,-37.198,112.28,7.5467,179.89,0.010378,NaN,NaN
72.908,626.26,-35.557,100.34,7.5466,179.89,0.0098332,NaN,NaN
72.926,625.61,-33.917,88.91,7.5464,179.89,0.0092795,NaN,NaN
72.947,624.92,-32.276,77.997,7.5462,179.89,0.0087152,NaN,NaN
72.971,624.16,-30.636,67.599,7.546,179.89,0.008138,NaN,NaN
73,623.31,-28.996,57.717,7.5458,179.89,0.0075445,NaN,NaN
73.034,622.35,-27.355,48.349,7.5455,179.89,0.0069297,NaN,NaN
73.075,621.25,-25.715,39.497,7.5453,179.89,0.0062867,NaN,NaN
73.128,619.94,-24.074,31.161,7.545,179.89,0.0056039,NaN,NaN
73.198,618.3,-22.434,23.339,7.5446,179.89,0.004861,NaN,NaN
73.3,616.09,-20.793,16.033,7.5441,179.89,0.0040166,NaN,NaN
73.478,612.55,-19.153,9.2429,7.5435,179.89,0.0029573,NaN,NaN
73.978,603.34,-17.669,2.9686,7.5425,179.89,0.0011802,NaN,NaN
74.478,594.23,-18.799,-2.26,7.5419,179.89,0.0010447,NaN,NaN
74.978,585.04,-17.95,1.6983,7.5414,179.89,0.0010224,NaN,NaN
75.478,575.9,-18.592,-1.2849,7.5409,179.89,0.0010201,NaN,NaN
75.978,566.73,-18.105,0.97502,7.5404,179.89,0.0010195,NaN,NaN
76.478,557.59,-18.471,-0.73253,7.5399,179.89,0.0010192,NaN,NaN
76.978,548.42,-18.19,0.5614,7.5394,179.89,0.0010189,NaN,NaN
77.478,539.27,-18.399,-0.41773,7.5389,179.89,0.0010186,NaN,NaN
77.978,530.11,-18.237,0.32447,7.5383,179.89,0.0010184,NaN,NaN
78.478,520.97,-18.356,-0.23775,7.5378,179.89,0.0010181,NaN,NaN
78.978,511.81,-18.261,0.1886,7.5373,179.89,0.0010178,NaN,NaN
79.478,502.66,-18.329,-0.13463,7.5368,179.89,0.0010175,NaN,NaN
79.978,493.51,-18.273,0.1106,7.5363,179.89,0.0010173,NaN,NaN
80.478,484.37,-18.311,-0.07546,7.5358,179.89,0.001017,NaN,NaN
80.978,475.22,-18.278,0.065776,7.5353,179.89,0.0010167,NaN,NaN
81.478,466.08,-18.299,-0.041457,7.5348,179.89,0.0010165,NaN,NaN
81.978,456.93,-18.279,0.039986,7.5343,179.89,0.0010162,NaN,NaN
82.478,447.79,-18.29,-0.021892,7.5338,179.89,0.0010159,NaN,NaN
82.978,438.65,-18.277,0.02513,7.5333,179.89,0.0010157,NaN,NaN
83.478,429.51,-18.283,-0.010621,7.5328,179.89,0.0010154,NaN,NaN
83.978,420.37,-18.274,0.016561,7.5322,179.89,0.0010151,NaN,NaN
84.478,411.23,-18.276,-0.0041212,7.5317,179.89,0.0010149,NaN,NaN
84.978,402.09,-18.271,0.01161,7.5312,179.89,0.0010146,NaN,NaN
85.478,392.96,-18.271,-3.6901e-4,7.5307,179.89,0.0010143,NaN,NaN
85.978,383.83,-18.266,0.0087463,7.5302,179.89,0.001014,NaN,NaN
86.478,374.69,-18.265,0.0017985,7.5297,179.89,0.0010138,NaN,NaN
86.978,365.56,-18.262,0.0070861,7.5292,179.89,0.0010135,NaN,NaN
87.478,356.43,-18.26,0.003051,7.5287,179.89,0.0010132,NaN,NaN
87.978,347.3,-18.257,0.0061215,7.5282,179.89,0.001013,NaN,NaN
88.478,338.17,-18.255,0.0037746,7.5277,179.89,0.0010127,NaN,NaN
88.978,329.05,-18.253,0.0055592,7.5272,179.89,0.0010124,NaN,NaN
89.478,319.92,-18.251,0.0041921,7.5267,179.89,0.0010122,NaN,NaN
89.978,310.79,-18.248,0.00523,7.5262,179.89,0.0010119,NaN,NaN
90.478,301.67,-18.246,0.0044321,7.5257,179.89,0.0010116,NaN,NaN
90.978,292.55,-18.243,0.005036,7.5252,179.89,0.0010114,NaN,NaN
91.478,283.43,-18.241,0.0045692,7.5246,179.89,0.0010111,NaN,NaN
91.978,274.31,-18.238,0.0049204,7.5241,179.89,0.0010109,NaN,NaN
92.478,265.19,-18.236,0.0046465,7.5236,179.89,0.0010106,NaN,NaN
92.978,256.07,-18.234,0.0048505,7.5231,179.89,0.0010103,NaN,NaN
93.478,246.96,-18.231,0.004689,7.5226,179.89,0.0010101,NaN,NaN
93.978,237.84,-18.229,0.0048071,7.5221,179.89,0.0010098,NaN,NaN
94.478,228.73,-18.227,0.0047112,7.5216,179.89,0.0010095,NaN,NaN
94.978,219.61,-18.224,0.0047792,7.5211,179.89,0.0010093,NaN,NaN
95.478,210.5,-18.222,0.0047217,7.5206,179.89,0.001009,NaN,NaN
95.978,201.39,-18.219,0.0047603,7.5201,179.89,0.0010087,NaN,NaN
96.478,192.28,-18.217,0.0047253,7.5196,179.89,0.0010085,NaN,NaN
96.978,183.18,-18.215,0.0047467,7.5191,179.89,0.0010082,NaN,NaN
97.478,174.07,-18.212,0.0047249,7.5186,179.89,0.0010079,NaN,NaN
97.978,164.96,-18.21,0.0047362,7.5181,179.89,0.0010077,NaN,NaN
98.478,155.86,-18.208,0.0047221,7.5176,179.89,0.0010074,NaN,NaN
98.978,146.75,-18.205,0.0047275,7.5171,179.89,0.0010072,NaN,NaN
99.478,137.65,-18.203,0.004718,7.5166,179.89,0.0010069,NaN,NaN
99.978,128.55,-18.201,0.0047199,7.5161,179.89,0.0010066,NaN,NaN
100.48,119.45,-18.198,0.004713,7.5156,179.89,0.0010064,NaN,NaN
100.98,110.35,-18.196,0.0047129,7.5151,179.89,0.0010061,NaN,NaN
101.48,101.26,-18.194,0.0047076,7.5146,179.89,0.0010059,NaN,NaN
101.98,92.16,-18.191,0.0047063,7.5141,179.89,0.0010056,NaN,NaN
102.48,83.065,-18.189,0.004702,7.5136,179.89,0.0010053,NaN,NaN
102.98,73.971,-18.186,0.0047,7.5131,179.89,0.0010051,NaN,NaN
103.48,64.879,-18.184,0.0046961,7.5126,179.89,0.0010048,NaN,NaN
103.98,55.787,-18.182,0.0046937,7.5121,179.89,0.0010045,NaN,NaN
104.48,46.697,-18.179,0.0046902,7.5115,179.89,0.0010043,NaN,NaN
104.98,37.608,-18.177,0.0046876,7.511,179.89,0.001004,NaN,NaN
105.48,28.52,-18.175,0.0046843,7.5105,179.89,0.0010038,NaN,NaN
105.98,19.433,-18.172,0.0046815,7.51,179.89,0.0010035,NaN,NaN
106.48,10.348,-18.17,0.0046783,7.5095,179.89,0.0010033,NaN,NaN
106.98,1.2632,-18.168,0.0046755,7.509,179.89,0.001003,NaN,NaN
# Event GROUND_HIT occurred at t=107.48 seconds
# Event SIMULATION_END occurred at t=107.48 seconds
107.48,-7.8201,-18.165,0.0046724,7.5085,179.89,0.0010027,NaN,NaN
