# L1420-15mph (Up to date)
# 824 data points written for 9 variables.
# Simulation warnings:
#   Recovery device deployment at high speed (75.4 ft/s)
#
# Time (s),Altitude (ft),Vertical velocity (ft/s),Vertical acceleration (ft/s²),Lateral distance (ft),Lateral direction (°),Lateral velocity (ft/s),Stability margin calibers (​),Drag coefficient (​)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
0.28,7.306,58.305,234.491,0,0,0,NaN,0.447
0.29,7.901,60.648,234.378,0,0,0,NaN,0.447
0.3,8.519,62.99,234.263,0,0,0,NaN,0.447
0.31,9.16,65.331,234.148,0,0,0,NaN,0.447
0.32,9.825,67.671,234.031,0,0,0,NaN,0.447
# Event LAUNCHROD occurred at t=0.33 seconds
0.33,10.514,70.01,233.914,0,0,0,NaN,0.447
0.345,11.59,73.516,233.788,5.86e-4,-180,0.078,1.952,0.447
0.368,13.304,78.77,233.598,0.004,-180,0.198,2.02,0.447
0.401,16.095,86.64,233.314,0.013,-180,0.375,2.117,0.447
0.451,20.718,98.276,232.887,0.038,-180,0.615,2.255,0.447
0.501,25.921,109.88,232.287,0.074,-180,0.795,2.39,0.447
0.551,31.706,121.501,232.617,0.116,-180,0.875,2.526,0.448
0.601,38.073,133.189,233.939,0.159,-179.999,0.807,2.668,0.448
0.651,45.026,144.942,235.18,0.194,-179.999,0.545,2.819,0.448
0.701,52.569,156.754,236.29,0.209,-179.999,0.039,2.979,0.449
0.751,60.703,168.617,237.215,0.193,-179.998,0.758,3.151,0.449
0.801,69.431,180.52,237.904,0.128,-179.997,1.887,3.334,0.449
0.851,78.756,192.452,238.326,0.002,-0.183,3.377,3.524,0.45
0.901,88.677,204.397,238.471,0.216,-0.002,5.246,3.474,0.45
0.951,99.196,216.343,238.361,0.533,-5.585e-4,7.502,3.35,0.451
1.001,110.312,228.279,238.106,0.973,-1.128e-4,10.135,3.261,0.451
1.051,122.025,240.219,238.228,1.553,1.408e-4,13.114,3.207,0.452
1.091,131.776,249.741,238.825,2.126,2.846e-4,15.693,3.189,0.452
1.125,140.479,257.96,239.503,2.703,3.883e-4,18.024,3.192,0.453
1.157,148.735,265.542,240.321,3.306,4.737e-4,20.226,3.211,0.453
1.187,156.884,272.847,241.323,3.951,5.494e-4,22.362,3.242,0.453
1.217,165.216,280.15,242.544,4.657,6.193e-4,24.481,3.286,0.454
1.249,174.086,287.764,244.029,5.456,6.873e-4,26.638,3.346,0.454
1.283,184.08,296.165,245.863,6.407,7.59e-4,28.917,3.426,0.455
1.324,196.474,306.352,248.223,7.65,8.45e-4,31.49,3.54,0.455
1.374,212.104,318.871,251.153,9.296,9.526e-4,34.302,3.695,0.456
1.424,228.364,331.543,254.057,11.074,0.001,36.725,3.654,0.457
1.474,245.261,344.352,256.64,12.962,0.001,38.754,3.565,0.458
1.514,259.172,354.628,258.392,14.533,0.001,40.127,3.526,0.458
1.543,269.807,362.279,257.972,15.737,0.001,41.045,3.517,0.459
1.57,279.443,369.054,257.086,16.829,0.001,41.816,3.524,0.459
1.595,288.816,375.505,256.142,17.891,0.002,42.544,3.544,0.46
1.62,298.44,381.99,255.079,18.981,0.002,43.297,3.578,0.46
1.647,308.919,388.896,253.809,20.17,0.002,44.155,3.626,0.461
1.679,321.371,396.9,252.155,21.587,0.002,45.264,3.697,0.462
1.724,339.273,408.034,249.576,23.639,0.002,47.081,3.815,0.462
1.774,359.984,420.391,246.177,26.053,0.002,49.538,3.794,0.463
1.824,381.308,432.568,242.677,28.6,0.002,52.416,3.729,0.464
1.854,394.611,439.912,240.462,30.227,0.002,54.326,3.711,0.465
1.879,405.78,445.946,239.114,31.618,0.002,55.954,3.714,0.466
1.903,416.413,451.59,238.178,32.962,0.003,57.492,3.73,0.466
1.927,427.311,457.285,237.527,34.359,0.003,59.026,3.759,0.467
1.953,439.397,463.504,237.11,35.93,0.003,60.646,3.803,0.467
1.986,454.628,471.213,236.897,37.937,0.003,62.525,3.873,0.468
2.035,477.946,482.746,236.369,41.056,0.003,64.986,3.94,0.469
2.085,502.375,494.436,234.095,44.358,0.003,67.031,3.875,0.47
2.118,518.965,502.143,231.613,46.609,0.003,68.18,3.855,0.471
2.143,531.71,507.938,229.599,48.34,0.003,68.988,3.857,0.471
2.167,543.782,513.325,227.686,49.979,0.003,69.733,3.874,0.472
2.191,556.431,518.861,225.568,51.698,0.004,70.531,3.904,0.472
2.22,571.35,525.246,222.937,53.728,0.004,71.536,3.952,0.473
2.262,593.827,534.572,218.903,56.798,0.004,73.255,4.04,0.474
2.312,620.824,545.311,213.704,60.519,0.004,75.671,3.99,0.475
2.351,641.845,553.347,209.45,63.454,0.004,77.748,3.968,0.476
2.377,656.196,558.689,206.842,65.479,0.004,79.199,3.973,0.477
2.401,669.854,563.681,205.087,67.423,0.004,80.558,3.992,0.477
2.427,684.73,569.027,203.645,69.558,0.005,81.97,4.026,0.478
2.461,704.254,575.917,202.265,72.383,0.005,83.654,4.085,0.479
2.511,733.3,585.929,200.508,76.619,0.005,85.739,4.094,0.48
2.561,762.845,595.845,198.263,80.95,0.005,87.42,4.069,0.481
2.588,778.982,601.138,196.186,83.318,0.005,88.239,4.073,0.482
2.614,794.581,606.168,194.314,85.608,0.005,89.031,4.095,0.482
2.644,812.678,611.888,191.945,88.268,0.005,90.01,4.134,0.483
2.688,840.141,620.324,188.209,92.317,0.006,91.712,4.187,0.484
2.738,871.388,629.564,183.871,96.958,0.006,93.977,4.157,0.485
2.771,891.948,635.455,180.956,100.038,0.006,95.572,4.155,0.486
2.798,909.433,640.37,179.269,102.676,0.006,96.916,4.173,0.486
2.829,929.041,645.796,178.053,105.653,0.006,98.336,4.209,0.487
2.874,958.762,653.874,176.804,110.195,0.006,100.205,4.256,0.488
2.924,991.674,662.612,174.696,115.248,0.006,101.869,4.235,0.489
2.958,1013.71,668.104,166.107,118.637,0.006,102.803,4.238,0.49
2.988,1033.771,672.716,153.795,121.725,0.007,103.602,4.261,0.491
3.026,1059.57,677.416,121.234,125.702,0.007,104.542,4.303,0.491
3.076,1093.511,680.142,52.395,130.951,0.007,105.442,4.293,0.492
3.124,1126.478,679.062,-22.062,136.074,0.007,105.822,4.281,0.491
3.158,1149.187,677.28,-52.515,139.619,0.007,105.883,4.29,0.491
3.202,1179.181,674.491,-62.469,144.316,0.007,105.744,4.322,0.491
# Event BURNOUT occurred at t=3.24 seconds
3.24,1204.691,671.697,-73.221,148.317,0.008,105.386,4.3,0.491
3.29,1238.178,667.791,-77.731,153.57,0.008,104.715,4.282,0.49
3.329,1264.411,664.74,-77.408,157.682,0.008,104.181,4.288,0.49
3.379,1297.551,660.868,-77.475,162.877,0.008,103.646,4.318,0.489
3.429,1330.498,656.99,-77.508,168.05,0.008,103.312,4.288,0.489
3.479,1363.25,653.121,-77.047,173.21,0.008,103.09,4.279,0.488
3.528,1395.036,649.382,-76.054,178.236,0.009,102.832,4.295,0.488
3.578,1427.41,645.61,-74.857,183.368,0.009,102.421,4.298,0.487
3.628,1459.598,641.895,-73.917,188.475,0.009,101.871,4.276,0.487
3.678,1491.6,638.215,-73.434,193.554,0.009,101.288,4.278,0.486
3.728,1523.419,634.547,-73.314,198.606,0.009,100.793,4.298,0.486
3.778,1555.055,630.881,-73.25,203.636,0.009,100.437,4.283,0.486
3.828,1586.508,627.224,-72.913,208.651,0.01,100.178,4.27,0.485
3.878,1617.778,623.594,-72.184,213.654,0.01,99.918,4.278,0.485
3.928,1648.868,620.008,-71.243,218.641,0.01,99.573,4.294,0.484
3.978,1679.78,616.47,-70.383,223.609,0.01,99.123,4.273,0.484
4.028,1710.515,612.968,-69.805,228.553,0.01,98.619,4.266,0.483
4.078,1741.077,609.486,-69.523,233.471,0.01,98.143,4.276,0.483
4.128,1771.464,606.013,-69.389,238.368,0.011,97.753,4.283,0.483
4.178,1801.678,602.547,-69.181,243.248,0.011,97.454,4.266,0.482
4.228,1831.719,599.097,-68.734,248.115,0.011,97.195,4.263,0.482
4.278,1861.588,595.676,-68.053,252.967,0.011,96.912,4.273,0.481
4.328,1891.287,592.293,-67.293,257.805,0.011,96.561,4.275,0.481
4.378,1920.818,588.946,-66.636,262.622,0.011,96.145,4.261,0.481
4.428,1950.182,585.627,-66.182,267.419,0.012,95.705,4.259,0.48
4.478,1979.381,582.326,-65.918,272.194,0.012,95.294,4.268,0.48
4.528,2008.415,579.034,-65.735,276.949,0.012,94.946,4.27,0.48
4.578,2037.285,575.752,-65.491,281.689,0.012,94.659,4.257,0.479
4.628,2065.991,572.486,-65.088,286.416,0.012,94.399,4.255,0.479
4.678,2094.534,569.245,-64.529,291.129,0.012,94.123,4.262,0.478
4.728,2122.916,566.034,-63.91,295.827,0.012,93.804,4.266,0.478
4.778,2151.138,562.854,-63.347,300.508,0.013,93.438,4.254,0.478
4.828,2179.201,559.698,-62.916,305.171,0.013,93.051,4.251,0.477
4.878,2207.108,556.561,-62.623,309.814,0.013,92.677,4.255,0.477
4.928,2234.858,553.435,-62.408,314.439,0.013,92.343,4.264,0.477
4.978,2262.452,550.319,-62.183,319.049,0.013,92.054,4.253,0.476
5.028,2289.89,547.217,-61.869,323.645,0.013,91.795,4.247,0.476
5.078,2317.174,544.134,-61.443,328.228,0.013,91.538,4.25,0.476
5.128,2344.304,541.074,-60.942,332.798,0.014,91.259,4.257,0.475
5.178,2371.281,538.04,-60.441,337.354,0.014,90.947,4.252,0.475
5.228,2398.108,535.029,-60.005,341.893,0.014,90.609,4.245,0.475
5.278,2424.785,532.038,-59.666,346.414,0.014,90.267,4.244,0.475
5.328,2451.312,529.062,-59.412,350.919,0.014,89.941,4.249,0.474
5.378,2477.691,526.096,-59.194,355.409,0.014,89.645,4.252,0.474
5.428,2503.922,523.142,-58.958,359.885,0.015,89.38,4.244,0.474
5.478,2530.005,520.201,-58.658,364.347,0.015,89.133,4.24,0.473
5.528,2555.942,517.277,-58.286,368.798,0.015,88.886,4.243,0.473
5.578,2581.733,514.373,-57.867,373.236,0.015,88.624,4.248,0.473
5.628,2607.38,511.491,-57.449,377.66,0.015,88.34,4.244,0.472
5.678,2632.883,508.628,-57.074,382.069,0.015,88.039,4.238,0.472
5.728,2658.243,505.783,-56.762,386.464,0.015,87.734,4.237,0.472
5.778,2683.461,502.951,-56.511,390.843,0.016,87.438,4.24,0.472
5.828,2708.538,500.131,-56.294,395.208,0.016,87.162,4.245,0.471
5.878,2733.475,497.321,-56.074,399.559,0.016,86.908,4.238,0.471
5.928,2758.271,494.524,-55.82,403.899,0.016,86.67,4.234,0.471
5.978,2782.927,491.74,-55.519,408.227,0.016,86.438,4.234,0.471
6.028,2807.445,488.972,-55.178,412.543,0.016,86.2,4.237,0.47
6.078,2831.825,486.222,-54.823,416.846,0.016,85.949,4.24,0.47
6.128,2856.068,483.49,-54.482,421.137,0.017,85.685,4.234,0.47
6.178,2880.174,480.774,-54.177,425.415,0.017,85.412,4.23,0.47
6.228,2904.145,478.072,-53.917,429.678,0.017,85.141,4.23,0.469
6.278,2927.981,475.382,-53.694,433.929,0.017,84.878,4.233,0.469
6.328,2951.684,472.702,-53.489,438.167,0.017,84.631,4.236,0.469
6.378,2975.252,470.033,-53.279,442.392,0.017,84.398,4.23,0.469
6.428,2998.687,467.374,-53.045,446.607,0.018,84.177,4.227,0.468
6.478,3021.989,464.729,-52.781,450.81,0.018,83.959,4.227,0.468
6.528,3045.16,462.097,-52.492,455.002,0.018,83.738,4.229,0.468
6.578,3068.199,459.48,-52.192,459.184,0.018,83.509,4.232,0.468
6.628,3091.108,456.877,-51.9,463.353,0.018,83.271,4.227,0.467
6.678,3113.887,454.289,-51.631,467.511,0.018,83.027,4.224,0.467
6.728,3136.537,451.714,-51.391,471.656,0.018,82.783,4.223,0.467
6.778,3159.059,449.15,-51.179,475.789,0.019,82.544,4.225,0.467
6.828,3181.453,446.596,-50.984,479.91,0.019,82.314,4.227,0.466
6.878,3203.719,444.051,-50.793,484.021,0.019,82.095,4.225,0.466
6.928,3225.858,441.517,-50.593,488.12,0.019,81.886,4.222,0.466
6.978,3247.871,438.992,-50.375,492.209,0.019,81.682,4.22,0.466
7.028,3269.757,436.479,-50.137,496.288,0.019,81.48,4.221,0.466
7.078,3291.519,433.979,-49.888,500.357,0.019,81.275,4.223,0.465
7.128,3313.155,431.491,-49.634,504.416,0.02,81.064,4.223,0.465
7.178,3334.668,429.015,-49.389,508.463,0.02,80.848,4.219,0.465
7.228,3356.057,426.552,-49.16,512.5,0.02,80.629,4.217,0.465
7.278,3377.323,424.099,-48.951,516.526,0.02,80.411,4.216,0.465
7.328,3398.467,421.656,-48.761,520.542,0.02,80.196,4.217,0.464
7.378,3419.489,419.223,-48.582,524.546,0.02,79.987,4.219,0.464
7.428,3440.39,416.798,-48.409,528.54,0.02,79.787,4.218,0.464
7.478,3461.169,414.382,-48.231,532.525,0.021,79.593,4.215,0.464
7.528,3481.828,411.975,-48.043,536.5,0.021,79.405,4.214,0.464
7.578,3502.367,409.578,-47.843,540.465,0.021,79.218,4.213,0.463
7.628,3522.786,407.191,-47.633,544.422,0.021,79.031,4.215,0.463
7.678,3543.086,404.815,-47.418,548.368,0.021,78.842,4.216,0.463
7.728,3563.267,402.449,-47.205,552.306,0.021,78.649,4.214,0.463
7.778,3583.331,400.094,-47,556.233,0.021,78.454,4.211,0.463
7.828,3603.277,397.749,-46.808,560.151,0.022,78.257,4.21,0.463
7.878,3623.106,395.413,-46.629,564.059,0.022,78.062,4.21,0.462
7.928,3642.818,393.086,-46.461,567.957,0.022,77.87,4.21,0.462
7.978,3662.415,390.767,-46.302,571.846,0.022,77.683,4.212,0.462
8.028,3681.895,388.456,-46.145,575.726,0.022,77.502,4.211,0.462
8.078,3701.26,386.152,-45.986,579.596,0.022,77.326,4.209,0.462
8.128,3720.511,383.857,-45.822,583.458,0.022,77.153,4.207,0.461
8.178,3739.646,381.57,-45.65,587.312,0.023,76.983,4.207,0.461
8.228,3758.668,379.292,-45.472,591.157,0.023,76.813,4.207,0.461
8.278,3777.576,377.023,-45.29,594.993,0.023,76.642,4.209,0.461
8.328,3796.37,374.763,-45.108,598.821,0.023,76.469,4.208,0.461
8.378,3815.052,372.512,-44.93,602.64,0.023,76.295,4.206,0.461
8.428,3833.622,370.27,-44.759,606.45,0.023,76.12,4.204,0.46
8.478,3852.079,368.036,-44.597,610.252,0.024,75.945,4.203,0.46
8.528,3870.425,365.81,-44.444,614.045,0.024,75.772,4.203,0.46
8.578,3888.66,363.592,-44.298,617.829,0.024,75.602,4.204,0.46
8.628,3906.785,361.38,-44.157,621.605,0.024,75.435,4.205,0.46
8.678,3924.798,359.176,-44.018,625.373,0.024,75.272,4.205,0.46
8.728,3942.702,356.978,-43.877,629.132,0.024,75.113,4.203,0.46
8.778,3960.496,354.788,-43.734,632.884,0.024,74.956,4.201,0.459
8.828,3978.181,352.605,-43.587,636.628,0.025,74.802,4.201,0.459
8.878,3995.757,350.43,-43.436,640.364,0.025,74.648,4.201,0.459
8.928,4013.224,348.262,-43.282,644.093,0.025,74.495,4.202,0.459
8.978,4030.583,346.101,-43.128,647.814,0.025,74.341,4.202,0.459
9.028,4047.835,343.949,-42.976,651.527,0.025,74.186,4.2,0.459
9.078,4064.978,341.804,-42.827,655.232,0.025,74.03,4.198,0.458
9.128,4082.015,339.666,-42.684,658.93,0.025,73.875,4.197,0.458
9.178,4098.945,337.535,-42.547,662.62,0.026,73.72,4.197,0.458
9.228,4115.769,335.411,-42.416,666.302,0.026,73.567,4.197,0.458
9.278,4132.486,333.294,-42.289,669.976,0.026,73.416,4.197,0.458
9.328,4149.098,331.182,-42.165,673.644,0.026,73.268,4.198,0.458
9.378,4165.605,329.077,-42.043,677.303,0.026,73.123,4.198,0.458
9.428,4182.006,326.978,-41.921,680.956,0.026,72.98,4.197,0.458
9.478,4198.303,324.885,-41.798,684.601,0.026,72.84,4.196,0.457
9.528,4214.495,322.798,-41.673,688.24,0.027,72.701,4.195,0.457
9.578,4230.582,320.718,-41.546,691.871,0.027,72.563,4.195,0.457
9.628,4246.566,318.644,-41.416,695.496,0.027,72.426,4.195,0.457
9.678,4262.447,316.576,-41.287,699.114,0.027,72.289,4.196,0.457
9.728,4278.224,314.515,-41.158,702.725,0.027,72.152,4.194,0.457
9.778,4293.899,312.46,-41.03,706.329,0.027,72.015,4.193,0.457
9.828,4309.47,310.412,-40.906,709.927,0.027,71.877,4.192,0.456
9.878,4324.94,308.37,-40.785,713.517,0.028,71.741,4.191,0.456
9.928,4340.307,306.333,-40.669,717.101,0.028,71.605,4.19,0.456
9.978,4355.573,304.303,-40.556,720.678,0.028,71.47,4.19,0.456
10.028,4370.738,302.278,-40.446,724.248,0.028,71.337,4.19,0.456
10.078,4385.801,300.258,-40.339,727.811,0.028,71.206,4.191,0.456
10.128,4400.764,298.244,-40.234,731.368,0.028,71.077,4.191,0.456
10.178,4415.626,296.235,-40.129,734.919,0.028,70.949,4.192,0.456
10.228,4430.387,294.231,-40.024,738.463,0.029,70.824,4.191,0.456
10.278,4445.049,292.232,-39.919,742.001,0.029,70.7,4.19,0.455
10.328,4459.61,290.239,-39.813,745.533,0.029,70.578,4.189,0.455
10.378,4474.073,288.251,-39.706,749.059,0.029,70.456,4.189,0.455
10.428,4488.436,286.268,-39.598,752.579,0.029,70.336,4.189,0.455
10.478,4502.7,284.291,-39.49,756.093,0.029,70.215,4.189,0.455
10.528,4516.865,282.319,-39.383,759.601,0.029,70.095,4.188,0.455
10.578,4530.932,280.353,-39.277,763.102,0.03,69.975,4.187,0.455
10.628,4544.9,278.392,-39.173,766.598,0.03,69.855,4.186,0.455
10.678,4558.771,276.436,-39.071,770.088,0.03,69.736,4.185,0.455
10.728,4572.544,274.484,-38.971,773.572,0.03,69.617,4.184,0.454
10.778,4586.219,272.538,-38.875,777.049,0.03,69.499,4.184,0.454
10.828,4599.798,270.597,-38.78,780.522,0.03,69.383,4.184,0.454
10.878,4613.279,268.66,-38.688,783.988,0.03,69.267,4.184,0.454
10.928,4626.664,266.728,-38.598,787.448,0.031,69.153,4.184,0.454
10.978,4639.952,264.8,-38.509,790.903,0.031,69.041,4.184,0.454
11.028,4653.144,262.877,-38.421,794.352,0.031,68.93,4.185,0.454
11.078,4666.24,260.958,-38.333,797.796,0.031,68.82,4.185,0.454
11.128,4679.24,259.044,-38.245,801.234,0.031,68.712,4.185,0.454
11.178,4692.144,257.134,-38.157,804.667,0.031,68.605,4.185,0.454
11.228,4704.953,255.228,-38.069,808.095,0.031,68.499,4.184,0.453
11.278,4717.667,253.327,-37.981,811.517,0.032,68.393,4.184,0.453
11.328,4730.286,251.43,-37.893,814.934,0.032,68.289,4.183,0.453
11.378,4742.81,249.538,-37.805,818.346,0.032,68.184,4.182,0.453
11.428,4755.24,247.65,-37.717,821.753,0.032,68.081,4.181,0.453
11.478,4767.575,245.766,-37.631,825.154,0.032,67.977,4.18,0.453
11.528,4779.817,243.887,-37.545,828.55,0.032,67.874,4.179,0.453
11.578,4791.964,242.011,-37.461,831.942,0.032,67.772,4.178,0.453
11.628,4804.018,240.14,-37.379,835.328,0.033,67.67,4.178,0.453
11.678,4815.978,238.274,-37.298,838.709,0.033,67.569,4.177,0.453
11.728,4827.845,236.411,-37.219,842.085,0.033,67.468,4.177,0.453
11.778,4839.619,234.552,-37.142,845.455,0.033,67.369,4.177,0.452
11.828,4851.3,232.696,-37.066,848.821,0.033,67.27,4.177,0.452
11.878,4862.889,230.845,-36.991,852.183,0.033,67.173,4.177,0.452
11.928,4874.385,228.997,-36.918,855.539,0.033,67.077,4.177,0.452
11.978,4885.789,227.153,-36.845,858.89,0.034,66.981,4.177,0.452
12.028,4897.1,225.313,-36.774,862.237,0.034,66.887,4.177,0.452
12.078,4908.32,223.476,-36.702,865.579,0.034,66.794,4.177,0.452
12.128,4919.448,221.642,-36.631,868.916,0.034,66.702,4.177,0.452
12.178,4930.484,219.813,-36.56,872.249,0.034,66.611,4.177,0.452
12.228,4941.429,217.986,-36.489,875.577,0.034,66.52,4.176,0.452
12.278,4952.283,216.164,-36.419,878.901,0.034,66.43,4.176,0.452
12.328,4963.046,214.345,-36.348,882.22,0.035,66.341,4.175,0.452
12.378,4973.718,212.529,-36.278,885.535,0.035,66.253,4.175,0.451
12.428,4984.299,210.717,-36.209,888.846,0.035,66.165,4.174,0.451
12.478,4994.789,208.908,-36.14,892.152,0.035,66.077,4.173,0.451
12.528,5005.19,207.103,-36.072,895.454,0.035,65.991,4.172,0.451
12.578,5015.5,205.301,-36.004,898.751,0.035,65.904,4.171,0.451
12.628,5025.72,203.502,-35.938,902.044,0.035,65.818,4.171,0.451
12.678,5035.85,201.707,-35.872,905.333,0.036,65.733,4.17,0.451
12.728,5045.891,199.915,-35.808,908.617,0.036,65.648,4.169,0.451
12.778,5055.842,198.126,-35.745,911.898,0.036,65.564,4.169,0.451
12.828,5065.703,196.341,-35.683,915.174,0.036,65.48,4.168,0.451
12.878,5075.476,194.558,-35.622,918.446,0.036,65.398,4.168,0.451
12.928,5085.159,192.778,-35.562,921.713,0.036,65.316,4.168,0.451
12.978,5094.754,191.002,-35.503,924.977,0.036,65.234,4.168,0.451
13.028,5104.259,189.228,-35.445,928.237,0.037,65.154,4.167,0.451
13.078,5113.676,187.457,-35.387,931.493,0.037,65.074,4.167,0.45
13.128,5123.005,185.689,-35.331,934.744,0.037,64.995,4.167,0.45
13.178,5132.245,183.924,-35.274,937.992,0.037,64.917,4.167,0.45
13.228,5141.398,182.162,-35.219,941.236,0.037,64.84,4.167,0.45
13.278,5150.462,180.402,-35.163,944.476,0.037,64.764,4.167,0.45
13.328,5159.438,178.646,-35.109,947.712,0.037,64.688,4.166,0.45
13.378,5168.326,176.891,-35.054,950.945,0.038,64.613,4.166,0.45
13.428,5177.127,175.14,-35,954.174,0.038,64.538,4.165,0.45
13.478,5185.84,173.391,-34.946,957.399,0.038,64.464,4.165,0.45
13.528,5194.466,171.646,-34.892,960.62,0.038,64.391,4.164,0.45
13.578,5203.005,169.902,-34.839,963.838,0.038,64.318,4.163,0.45
13.628,5211.456,168.162,-34.786,967.052,0.038,64.246,4.163,0.45
13.678,5219.821,166.424,-34.734,970.262,0.038,64.174,4.162,0.45
13.728,5228.099,164.688,-34.682,973.469,0.039,64.103,4.161,0.45
13.778,5236.29,162.955,-34.631,976.673,0.039,64.032,4.16,0.45
13.828,5244.394,161.225,-34.58,979.873,0.039,63.962,4.159,0.45
13.878,5252.412,159.497,-34.53,983.069,0.039,63.892,4.158,0.45
13.928,5260.344,157.772,-34.481,986.262,0.039,63.822,4.157,0.449
13.978,5268.19,156.049,-34.433,989.451,0.039,63.754,4.156,0.449
14.028,5275.949,154.329,-34.385,992.637,0.039,63.685,4.155,0.449
14.078,5283.623,152.611,-34.338,995.82,0.04,63.617,4.154,0.449
14.128,5291.21,150.895,-34.291,998.999,0.04,63.55,4.153,0.449
14.178,5298.712,149.182,-34.246,1002.175,0.04,63.483,4.153,0.449
14.228,5306.128,147.47,-34.201,1005.347,0.04,63.417,4.152,0.449
14.278,5313.459,145.762,-34.156,1008.516,0.04,63.351,4.151,0.449
14.328,5320.705,144.055,-34.113,1011.682,0.04,63.286,4.15,0.449
14.378,5327.865,142.35,-34.07,1014.845,0.04,63.221,4.15,0.449
14.428,5334.94,140.648,-34.027,1018.004,0.041,63.157,4.149,0.449
14.478,5341.93,138.948,-33.985,1021.161,0.041,63.094,4.148,0.449
14.528,5348.835,137.249,-33.943,1024.314,0.041,63.031,4.147,0.449
14.578,5355.655,135.553,-33.902,1027.464,0.041,62.969,4.147,0.449
14.628,5362.39,133.859,-33.862,1030.611,0.041,62.907,4.146,0.449
14.678,5369.041,132.167,-33.821,1033.755,0.041,62.846,4.145,0.449
14.728,5375.607,130.477,-33.781,1036.895,0.041,62.785,4.144,0.449
14.778,5382.088,128.789,-33.742,1040.033,0.042,62.725,4.143,0.449
14.828,5388.486,127.103,-33.703,1043.168,0.042,62.665,4.141,0.449
14.878,5394.799,125.419,-33.664,1046.3,0.042,62.605,4.14,0.449
14.928,5401.027,123.736,-33.625,1049.428,0.042,62.546,4.139,0.448
14.978,5407.172,122.056,-33.587,1052.554,0.042,62.488,4.137,0.448
15.028,5413.233,120.378,-33.549,1055.677,0.042,62.43,4.136,0.448
15.078,5419.21,118.701,-33.511,1058.797,0.042,62.372,4.134,0.448
15.128,5425.103,117.027,-33.474,1061.914,0.043,62.315,4.132,0.448
15.178,5430.913,115.354,-33.437,1065.029,0.043,62.258,4.13,0.448
15.228,5436.639,113.683,-33.401,1068.14,0.043,62.202,4.128,0.448
15.278,5442.281,112.014,-33.364,1071.249,0.043,62.145,4.126,0.448
15.328,5447.84,110.346,-33.328,1074.355,0.043,62.09,4.124,0.448
15.378,5453.316,108.681,-33.293,1077.458,0.043,62.034,4.122,0.448
15.428,5458.708,107.017,-33.258,1080.558,0.043,61.979,4.12,0.448
15.478,5464.017,105.355,-33.223,1083.656,0.044,61.925,4.118,0.448
15.528,5469.244,103.695,-33.189,1086.751,0.044,61.87,4.115,0.448
15.578,5474.387,102.036,-33.155,1089.843,0.044,61.816,4.113,0.448
15.628,5479.447,100.379,-33.121,1092.932,0.044,61.762,4.11,0.448
15.678,5484.425,98.724,-33.088,1096.019,0.044,61.709,4.107,0.448
15.728,5489.32,97.07,-33.055,1099.103,0.044,61.656,4.105,0.448
15.778,5494.132,95.419,-33.023,1102.185,0.044,61.604,4.102,0.448
15.828,5498.862,93.768,-32.991,1105.263,0.045,61.551,4.099,0.448
15.878,5503.509,92.119,-32.959,1108.34,0.045,61.499,4.096,0.448
15.928,5508.074,90.472,-32.928,1111.413,0.045,61.448,4.093,0.448
