Time,Altitude,Velocity,Temperature (F),Voltage
9.50,4079,335,67.12,9.40
9.55,4096,334,67.14,9.40
9.60,4112,331,67.14,9.40
9.65,4129,328,67.14,9.40
9.70,4144,326,67.14,9.40
9.75,4161,323,67.14,9.40
9.80,4177,322,67.14,9.40
9.85,4193,320,67.14,9.40
9.90,4209,318,67.14,9.40
9.95,4225,316,67.14,9.40
10.00,4240,313,67.15,9.40
10.05,4256,311,67.15,9.40
10.10,4271,310,67.15,9.40
10.15,4287,308,67.15,9.40
10.20,4302,307,67.15,9.40
10.25,4317,305,67.15,9.40
10.30,4333,303,67.15,9.40
10.35,4348,302,67.15,9.40
10.40,4362,300,67.15,9.40
10.45,4378,298,67.15,9.40
10.50,4392,296,67.15,9.40
10.55,4407,295,67.15,9.40
10.60,4422,293,67.15,9.40
10.65,4436,291,67.15,9.40
10.70,4451,289,67.15,9.40
10.75,4465,287,67.15,9.40
10.80,4479,286,67.15,9.40
10.85,4493,285,67.15,9.40
10.90,4508,285,67.15,9.40
10.95,4522,283,67.15,9.40
11.00,4537,281,67.14,9.40
11.05,4550,279,67.15,9.40
11.10,4563,277,67.14,9.40
11.15,4578,275,67.15,9.40
11.20,4591,274,67.14,9.40
11.25,4605,272,67.14,9.40
11.30,4619,270,67.14,9.40
11.35,4632,267,67.15,9.40
11.40,4645,264,67.14,9.40
11.45,4658,261,67.15,9.40
11.50,4671,258,67.15,9.40
11.55,4684,256,67.14,9.40
11.60,4696,255,67.14,9.40
11.65,4709,254,67.14,9.40
11.70,4722,253,67.14,9.40
11.75,4734,252,67.14,9.40
11.80,4747,250,67.15,9.40
11.85,4760,248,67.14,9.40
11.90,4772,244,67.14,9.40
11.95,4784,240,67.14,9.40
12.00,4795,238,67.14,9.40
12.05,4807,236,67.15,9.40
12.10,4819,236,67.14,9.40
12.15,4830,236,67.15,9.40
12.20,4843,236,67.15,9.40
12.25,4855,235,67.14,9.40
12.30,4865,234,67.15,9.40
12.35,4878,231,67.15,9.40
