0.2	6	5.347436158
0.25	7	7.462058963
0.3	11	10.0970541
0.35	15	13.23480892
0.4	17	16.8577108
0.45	21	20.94814709
0.5	25	25.48850516
0.55	29	30.46117236
0.6	33	35.84853607
0.65	39	41.63298364
0.7	47	47.79690243
0.75	53	54.32267981
0.8	59	61.19270314
0.85	69	68.38935978
0.9	84	75.89503709
0.95	89	83.69212244
1	91	91.76300319
1.05	97	100.0900667
1.1	106	108.6557003
1.15	118	117.4422914
1.2	126	126.4322274
1.25	136	135.6078955
1.3	147	144.9516833
1.35	156	154.4459779
1.4	166	164.0731669
1.45	176	173.8156375
1.5	184	183.6557771
1.55	190	193.5759731
1.6	200	203.5586129
1.65	211	213.5860837
1.7	222	223.640773
1.75	233	233.7050682
1.8	245	243.7613565
1.85	256	253.7920254
1.9	265	263.7794622
1.9	265	265.9230371
1.95	277	277.3666592
2	289	288.6742199
2.05	301	299.8463149
2.1	311	310.8835396
2.15	320	321.7864896
2.2	333	332.5557603
2.25	345	343.1919475
2.3	355	353.6956465
2.35	364	364.0674529
2.4	376	374.3079623
2.45	387	384.4177701
2.5	395	394.397472
2.55	401	404.2476635
2.6	412	413.9689401
2.65	424	423.5618974
2.7	436	433.0271308
2.75	444	442.3652359
2.8	450	451.5768083
2.85	459	460.6624435
2.9	470	469.622737
2.95	480	478.4582844
3	486	487.1696812
3.05	493	495.7575229
3.1	502	504.2224052
3.15	512	512.5649234
3.2	521	520.7856732
3.25	529	528.8852501
3.3	535	536.8642496
3.35	544	544.7232673
3.4	552	552.4628987
3.45	559	560.0837393
3.5	566	567.5863848
3.55	574	574.9714305
3.6	584	582.2394721
3.65	593	589.3911051
3.7	597	596.426925
3.75	600	603.3475273
3.8	612	610.1535077
3.85	619	616.8454617
3.9	619	623.4239847
3.95	623	629.8896723
4	635	636.24312
4.05	644	642.4849235
4.1	651	648.6156782
4.15	656	654.6359797
4.2	661	660.5464234
4.25	666	666.347605
4.3	674	672.04012
4.35	679	677.6245639
4.4	684	683.1015322
4.45	689	688.4716206
4.5	695	693.7354244
4.55	700	698.8935394
4.6	706	703.9465609
4.65	710	708.8950846
4.7	714	713.7397059
4.75	720	718.4810205
4.8	724	723.1196238
4.85	727	727.6561114
4.9	732	732.0910788
4.95	737	736.4251216
5	742	740.6588353
5.05	744	744.7928154
5.1	749	748.8276575
5.15	753	752.7639572
5.2	756	756.6023098
5.25	760	760.3433111
5.3	764	763.9875565
5.35	768	767.5356415
5.4	771	770.9881617
5.45	775	774.3457127
5.5	778	777.60889
5.55	781	780.778289
5.6	783	783.8545054
5.65	787	786.8381347
5.7	790	789.7297725
5.75	793	792.5300141
5.8	796	795.2394553
5.85	797	797.8586915
5.9	801	800.3883183
5.95	802	802.8289312
6	805	805.1811258
6.05	807	807.4454975
6.1	809	809.622642
6.15	810	811.7131547
6.2	812	813.7176312
6.25	814	815.636667
6.3	814	817.4708578
6.35	818	819.2207989
6.4	819	820.887086
6.45	823	822.4703145
6.5	824	823.9710801
6.55	825	825.3899782
6.6	827	826.7276045
6.65	829	827.9845543
6.7	830	829.1614234
6.75	832	830.2588071
6.8	833	831.2773011
6.85	833	832.2175009
6.9	834	833.080002
6.95	833	833.8653999
7	835	834.5742903
7.05	834	835.2072686
7.1	835	835.7649303
7.15	836	836.2478711
7.2	837	836.6566864
7.25	838	836.9919717
7.3	837	837.2543227
7.35	838	837.4443349
7.4	838	837.5626037
7.5	870	860.1283526
7.55	864	858.5597492
7.6	855	856.9881688
7.65	856	855.4136229
7.7	852	853.8361232
7.75	851	852.255681
7.8	843	850.672308
7.85	845	849.0860157
7.9	848	847.4968156
7.95	849	845.9047193
8	849	844.3097384
8.05	845	842.7118843
8.1	840	841.1111686
8.15	834	839.5076028
8.2	832	837.9011985
8.25	831	836.2919673
8.3	830	834.6799206
8.35	832	833.0650701
8.4	836	831.4474272
8.45	837	829.8270034
8.5	834	828.2038105
8.55	830	826.5778597
8.6	826	824.9491629
8.65	818	823.3177313
8.7	818	821.6835767
8.75	821	820.0467105
8.8	817	818.4071443
8.85	813	816.7648896
8.9	812	815.1199579
8.95	813	813.4723609
9	813	811.82211
9.05	811	810.1692168
9.1	810	808.5136929
9.15	808	806.8555497
9.2	805	805.1947988
9.25	805	803.5314517
9.3	802	801.8655201
9.35	800	800.1970154
9.4	798	798.5259491
9.45	797	796.8523329
9.5	793	795.1761783
9.55	793	793.4974967
9.6	792	791.8162998
9.65	790	790.132599
9.7	788	788.446406
9.75	787	786.7577323
9.8	786	785.0665893
9.85	783	783.3729887
9.9	780	781.676942
9.95	780	779.9784607
10	778	778.2775564
10.05	776	776.5742405
10.1	775	774.8685248
10.15	774	773.1604206
10.2	773	771.4499396
10.25	771	769.7370932
10.3	769	768.0218931
10.35	768	766.3043507
10.4	764	764.5844776
10.45	763	762.8622854
10.5	760	761.1377855
10.55	761	759.4109895
10.6	758	757.6819091
10.65	756	755.9505556
10.7	755	754.2169407
10.75	753	752.4810758
10.8	750	750.7429726
10.85	748	749.0026426
10.9	747	747.2600972
10.95	747	745.5153482
11	744	743.7684069
11.05	742	742.0192849
11.1	738	740.2679938
11.15	737	738.5145452
11.2	737	736.7589505
11.25	736	735.0012213
11.3	735	733.2413691
11.35	734	731.4794055
11.4	734	729.7153421
11.45	731	727.9491903
11.5	728	726.1809617
11.55	725	724.4106678
11.6	722	722.6383203
11.65	720	720.8639305
11.7	719	719.0875102
11.75	718	717.3090707
11.8	714	715.5286237
11.85	713	713.7461807
11.9	712	711.9617532
11.95	710	710.1753529
12	708	708.3869911
12.05	708	706.5966795
12.1	707	704.8044295
12.15	705	703.0102529
12.2	703	701.214161
12.25	700	699.4161654
12.3	697	697.6162777
12.35	695	695.8145094
12.4	692	694.010872
12.45	691	692.2053771
12.5	688	690.3980363
12.55	686	688.588861
12.6	682	686.7778629
12.65	681	684.9650533
12.7	679	683.150444
12.75	678	681.3340465
12.8	678	679.5158721
12.85	678	677.6959327
12.9	675	675.8742395
12.95	673	674.0508043
13	671	672.2256385
13.05	668	670.3987537
13.1	668	668.5701614
13.15	668	666.7398732
13.2	666	664.9079006
13.25	666	663.0742551
13.3	662	661.2389483
13.35	660	659.4019918
13.4	659	657.563397
13.45	658	655.7231755
13.5	656	653.8813389
13.55	654	652.0378987
13.6	651	650.1928664
13.65	649	648.3462536
13.7	647	646.4980718
13.75	642	644.6483325
13.8	638	642.7970474
13.85	639	640.9442279
13.9	638	639.0898856
13.95	638	637.234032
14	637	635.3766787
14.05	634	633.5178371
14.1	631	631.657519
14.15	631	629.7957357
14.2	632	627.9324988
14.25	633	626.0678199
14.3	630	624.2017106
14.35	626	622.3341822
14.4	625	620.4652465
14.45	621	618.5949149
14.5	619	616.723199
14.55	618	614.8501103
14.6	614	612.9756604
14.65	609	611.0998607
14.7	604	609.2227229
14.75	602	607.3442585
14.8	600	605.464479
14.85	599	603.583396
14.9	597	601.701021
14.95	597	599.8173655
15	598	597.9324411
15.05	601	596.0462593
15.1	601	594.1588317
15.15	599	592.2701699
15.2	598	590.3802852
15.25	594	588.4891894
15.3	588	586.5968939
15.35	583	584.7034103
15.4	580	582.8087501
15.45	579	580.9129249
15.5	577	579.0159461
15.55	571	577.1178254
15.6	567	575.2185743
15.65	565	573.3182043
15.7	564	571.416727
15.75	565	569.5141539
15.8	564	567.6104965
15.85	562	565.7057664
15.9	560	563.7999751
15.95	559	561.8931342
16	560	559.9852553
16.05	562	558.0763498
16.1	562	556.1664292
16.15	561	554.2555052
16.2	558	552.3435893
16.25	553	550.430693
16.3	551	548.5168279
16.35	548	546.6020054
16.45	538	526.5351468
16.5	537	525.5561039
16.55	533	524.5764056
16.6	528	523.5960545
16.65	533	522.6150529
16.7	539	521.6334035
16.75	533	520.6511087
16.8	531	519.668171
16.85	529	518.684593
16.9	529	517.700377
16.95	527	516.7155256
17	525	515.7300414
17.05	522	514.7439267
17.1	521	513.7571841
17.15	518	512.7698161
17.2	513	511.7818252
17.25	509	510.7932139
17.3	507	509.8039847
17.35	506	508.81414
17.4	505	507.8236824
17.45	504	506.8326144
17.5	501	505.8409384
17.55	498	504.8486571
17.6	496	503.8557727
17.65	495	502.8622879
17.7	493	501.8682052
17.75	495	500.873527
17.8	495	499.8782559
17.85	490	498.8823943
17.9	488	497.8859448
17.95	488	496.8889097
18	491	495.8912918
18.05	492	494.8930933
18.1	491	493.8943169
18.15	490	492.894965
18.2	488	491.8950401
18.25	489	490.8945447
18.3	488	489.8934813
18.35	486	488.8918525
18.4	486	487.8896606
18.45	486	486.8869083
18.5	487	485.8835979
18.55	485	484.8797321
18.6	482	483.8753132
18.65	481	482.8703438
18.7	480	481.8648265
18.75	478	480.8587635
18.8	477	479.8521576
18.85	476	478.8450112
18.9	476	477.8373267
18.95	475	476.8291067
19	473	475.8203536
19.05	473	474.81107
19.1	473	473.8012584
19.15	472	472.7909212
19.2	471	471.780061
19.25	469	470.7686802
19.3	469	469.7567814
19.35	468	468.744367
19.4	466	467.7314396
19.45	465	466.7180016
19.5	465	465.7040555
19.55	464	464.6896038
19.6	462	463.6746491
19.65	461	462.6591938
19.7	461	461.6432404
19.75	458	460.6267914
19.8	456	459.6098493
19.85	455	458.5924167
19.9	454	457.5744959
19.95	455	456.5560896
20	453	455.5372001
20.05	452	454.5178301
20.1	451	453.4979819
20.15	450	452.4776581
20.2	449	451.4568612
20.25	449	450.4355937
20.3	447	449.4138581
20.35	447	448.3916568
20.4	446	447.3689924
20.45	444	446.3458674
20.5	442	445.3222842
20.55	443	444.2982454
20.6	441	443.2737535
20.65	441	442.2488109
20.7	440	441.2234201
20.75	440	440.1975838
20.8	438	439.1713042
20.85	436	438.144584
20.9	436	437.1174256
20.95	435	436.0898316
21	434	435.0618044
21.05	432	434.0333465
21.1	431	433.0044605
21.15	430	431.9751487
21.2	429	430.9454138
21.25	429	429.9152582
21.3	427	428.8846844
21.35	425	427.853695
21.4	425	426.8222923
21.45	423	425.7904789
21.5	423	424.7582573
21.55	421	423.72563
21.6	420	422.6925995
21.65	419	421.6591683
21.7	419	420.6253389
21.75	418	419.5911137
21.8	417	418.5564954
21.85	416	417.5214863
21.9	414	416.486089
21.95	413	415.4503059
22	413	414.4141396
