Time,Altitude,Velocity,Temperature (F),Voltage
9.50,4853,437,47.89,9.40
9.55,4874,435,47.89,9.40
9.60,4895,435,47.89,9.40
9.65,4919,436,47.91,9.40
9.70,4939,437,47.91,9.40
9.75,4962,437,47.91,9.40
9.80,4983,434,47.91,9.40
9.85,5007,430,47.91,9.40
9.90,5027,426,47.91,9.40
9.95,5047,422,47.91,9.40
10.00,5068,420,47.89,9.40
10.05,5088,419,47.91,9.40
10.10,5111,420,47.89,9.40
10.15,5131,420,47.91,9.40
10.20,5152,418,47.91,9.40
10.25,5174,415,47.91,9.40
10.30,5194,412,47.91,9.40
10.35,5214,408,47.89,9.40
10.40,5234,405,47.89,9.40
10.45,5254,402,47.89,9.40
10.50,5275,398,47.89,9.40
10.55,5294,395,47.91,9.40
10.60,5314,392,47.89,9.40
10.65,5333,388,47.89,9.40
10.70,5352,385,47.89,9.40
10.75,5372,381,47.91,9.40
10.80,5390,379,47.89,9.40
10.85,5409,377,47.89,9.40
10.90,5427,375,47.89,9.40
10.95,5447,374,47.89,9.40
11.00,5465,372,47.89,9.40
11.05,5484,370,47.89,9.40
11.10,5502,366,47.89,9.40
11.15,5520,362,47.89,9.40
11.20,5539,357,47.91,9.40
11.25,5556,353,47.89,9.40
11.30,5572,350,47.91,9.40
11.35,5590,347,47.91,9.40
11.40,5608,346,47.91,9.40
11.45,5625,345,47.91,9.40
11.50,5641,344,47.91,9.40
11.55,5659,344,47.93,9.40
11.60,5676,342,47.91,9.40
11.65,5695,341,47.91,9.40
11.70,5709,339,47.91,9.40
11.75,5727,336,47.93,9.40
11.80,5744,334,47.93,9.40
11.85,5761,331,47.95,9.40
11.90,5776,329,47.95,9.40
11.95,5793,327,47.95,9.40
12.00,5810,325,47.93,9.40
12.05,5826,322,47.95,9.40
12.10,5840,319,47.95,9.40
12.15,5859,316,47.93,9.40
12.20,5873,313,47.95,9.40
12.25,5888,311,47.95,9.40
12.30,5903,309,47.95,9.40
12.35,5920,308,47.93,9.40
12.40,5934,308,47.93,9.40
12.45,5950,308,47.95,9.40
12.50,5966,307,47.95,9.40
12.55,5980,306,47.95,9.40
12.60,5996,305,47.95,9.40
12.65,6011,303,47.95,9.40
12.70,6027,301,47.95,9.40
12.75,6041,299,47.93,9.40
12.80,6055,296,47.93,9.40
12.85,6072,294,47.93,9.40
12.90,6085,292,47.93,9.40
12.95,6099,290,47.93,9.40
13.00,6114,288,47.93,9.40
13.05,6129,286,47.93,9.40
13.10,6143,282,47.93,9.40
13.15,6157,278,47.93,9.40
13.20,6170,274,47.93,9.40
13.25,6184,270,47.93,9.40
13.30,6197,268,47.95,9.40
13.35,6209,268,47.93,9.40
13.40,6224,267,47.93,9.40
13.45,6238,265,47.93,9.40
13.50,6250,264,47.95,9.40
13.55,6263,260,47.93,9.40
13.60,6277,257,47.93,9.40
13.65,6288,255,47.95,9.40
13.70,6302,252,47.93,9.40
13.75,6314,250,47.93,9.40
13.80,6326,249,47.93,9.40
13.85,6338,248,47.95,9.40
13.90,6351,248,47.95,9.40
13.95,6364,247,47.95,9.40
14.00,6376,245,47.95,9.40
14.05,6388,243,47.95,9.40
14.10,6400,241,47.95,9.40
14.15,6412,238,47.95,9.40
14.20,6424,236,47.95,9.40
14.25,6435,234,47.95,9.40
14.30,6447,232,47.95,9.40
14.35,6459,229,47.95,9.40
14.40,6470,226,47.95,9.40
14.45,6481,223,47.95,9.40
14.50,6492,219,47.95,9.40
14.55,6503,217,47.98,9.40
14.60,6513,213,47.95,9.40
14.65,6525,211,47.98,9.40
14.70,6534,209,47.98,9.40
14.75,6544,208,47.98,9.40
14.80,6555,208,47.98,9.40
14.85,6565,209,47.98,9.40
14.90,6576,210,47.98,9.40
14.95,6587,209,47.98,9.40
15.00,6597,207,47.98,9.40
15.05,6607,204,48.00,9.40
15.10,6618,200,47.98,9.40
15.15,6627,196,48.00,9.40
15.20,6636,193,47.98,9.40
15.25,6647,189,48.00,9.40
15.30,6655,187,48.00,9.40
15.35,6664,185,48.00,9.40
15.40,6674,184,47.98,9.40
15.45,6683,183,48.00,9.40
15.50,6692,183,48.00,9.40
15.55,6701,183,48.00,9.40
15.60,6710,182,48.00,9.40
15.65,6719,181,48.00,9.40
15.70,6729,179,48.00,9.40
15.75,6738,177,48.00,9.40
15.80,6746,174,48.00,9.40
15.85,6754,173,48.00,9.40
15.90,6762,171,48.00,9.40
15.95,6773,170,48.00,9.40
16.00,6780,170,48.00,9.40
16.05,6788,168,48.00,9.40
16.10,6797,166,48.00,9.40
16.15,6805,164,48.00,9.40
16.20,6814,161,48.00,9.40
16.25,6821,158,48.00,9.40
16.30,6829,156,48.00,9.40
16.35,6836,154,48.00,9.40
16.40,6844,153,48.00,9.40
16.45,6852,153,48.00,9.40
16.50,6859,153,48.00,9.40
16.55,6867,152,48.00,9.40
16.60,6875,150,48.00,9.40
16.65,6882,148,48.00,9.40
16.70,6890,145,48.00,9.40
16.75,6896,142,48.00,9.40
16.80,6903,140,48.00,9.40
16.85,6911,138,48.00,9.40
16.90,6917,136,48.00,9.40
16.95,6923,135,48.00,9.40
17.00,6931,134,48.00,9.40
17.05,6937,132,48.00,9.40
17.10,6944,130,48.00,9.40
17.15,6950,128,48.00,9.40
17.20,6956,126,48.00,9.40
17.25,6963,124,48.00,9.40
17.30,6969,122,48.00,9.40
17.35,6974,121,48.00,9.40
17.40,6980,119,48.00,9.40
17.45,6988,118,48.00,9.40
17.50,6992,117,48.00,9.40
17.55,6997,115,48.00,9.40
17.60,7004,114,48.00,9.40
17.65,7010,111,48.00,9.40
17.70,7016,108,48.00,9.40
17.75,7020,105,48.00,9.40
17.80,7024,102,48.00,9.40
17.85,7031,100,48.00,9.40
17.90,7035,98,48.00,9.40
17.95,7040,97,48.00,9.40
18.00,7044,96,48.00,9.40
18.05,7050,95,48.00,9.40
18.10,7054,94,48.00,9.40
18.15,7059,93,48.00,9.40
18.20,7063,92,48.00,9.40
18.25,7068,90,48.00,9.40
18.30,7073,88,48.00,9.40
18.35,7076,87,48.00,9.40
18.40,7081,85,48.00,9.40
18.45,7085,84,48.00,9.40
18.50,7089,83,48.00,9.40
18.55,7093,81,48.00,9.40
18.60,7098,79,48.02,9.40
18.65,7101,77,48.02,9.40
18.70,7105,74,48.00,9.40
18.75,7108,72,48.00,9.40
18.80,7112,70,48.02,9.40
18.85,7115,68,48.02,9.40
18.90,7119,66,48.02,9.40
18.95,7122,64,48.00,9.40
19.00,7124,63,48.02,9.40
19.05,7128,62,48.02,9.40
19.10,7131,61,48.02,9.40
19.15,7134,60,48.02,9.40
19.20,7137,58,48.02,9.40
19.25,7140,55,48.02,9.40
19.30,7143,53,48.02,9.40
19.35,7145,50,48.02,9.40
19.40,7147,48,48.02,9.40
19.45,7149,48,48.02,9.40
19.50,7151,48,48.02,9.40
19.55,7155,49,48.02,9.40
19.60,7157,48,48.02,9.40
19.65,7160,46,48.02,9.40
19.70,7161,42,48.02,9.40
19.75,7164,38,48.02,9.40
19.80,7165,34,48.04,9.40
19.85,7166,32,48.02,9.40
19.90,7168,30,48.02,9.40
19.95,7169,28,48.02,9.40
20.00,7171,27,48.04,9.40
20.05,7172,25,48.04,9.40
20.10,7173,25,48.04,9.40
20.15,7174,24,48.04,9.40
20.20,7175,23,48.04,9.40
20.25,7177,22,48.04,9.40
20.30,7178,20,48.04,9.40
20.35,7179,18,48.04,9.40
20.40,7180,15,48.02,9.40
20.45,7179,13,48.04,9.40
20.50,7180,11,48.04,9.40
20.55,7182,-1,48.04,9.40
20.60,7181,-12,48.04,9.40
20.65,7182,-23,48.04,9.40
20.70,7182,-32,48.04,9.40
20.75,6899,-19,48.02,9.40
20.80,7140,6,48.02,9.40
20.85,7185,30,48.02,9.40
20.90,7186,52,48.02,9.40
20.95,7187,62,48.02,9.40
21.00,7188,49,48.04,9.40
21.05,7189,35,48.02,9.40
21.10,7189,33,48.04,9.40
21.15,7189,39,48.04,9.40
21.20,7190,58,48.04,9.40
21.25,7190,79,48.04,9.40
21.30,7189,76,48.06,9.40
21.35,7238,46,48.02,9.40
21.40,7221,7,48.02,9.40
21.45,7196,-37,48.04,9.40
21.50,7193,-71,48.04,9.40
21.55,7192,-68,48.04,9.40
21.60,7191,-51,48.04,9.40
21.65,7189,-30,48.06,9.40
21.70,7188,-8,48.06,9.40
21.75,7189,-9,47.98,8.80
21.80,7210,-21,47.88,8.30
21.85,7183,-34,48.06,8.20
21.90,7182,-46,48.06,7.50
21.95,7182,-53,48.06,7.40
22.00,7181,-51,48.06,7.40
22.05,7179,-53,48.06,7.70
22.10,7177,-56,48.06,7.60
22.15,7175,-58,48.06,7.60
22.20,7169,-61,48.07,7.30
22.25,7163,-59,48.07,7.10
22.30,7160,-52,48.07,6.80
22.35,7161,-43,48.09,6.70
22.40,7162,-38,48.09,6.90
22.45,7162,-35,48.09,7.10
22.50,7158,-34,48.09,7.00
22.55,7154,-35,48.09,6.90
22.60,7152,-37,48.09,6.90
22.65,7149,-39,48.09,6.80
22.70,7147,-42,48.09,6.80
22.75,7146,-44,48.09,8.90
22.80,7147,-46,48.09,9.00
22.85,7142,-47,48.11,9.00
22.90,7135,-47,48.11,9.00
22.95,7133,-46,48.11,9.10
23.00,7128,-45,48.11,9.10
23.05,7125,-45,48.11,9.10
23.10,7122,-45,48.11,9.10
23.15,7117,-44,48.11,9.10
23.20,7112,-44,48.11,9.20
23.25,7114,-43,48.13,9.20
23.30,7119,-43,48.11,9.20
23.35,7132,-44,48.11,9.20
23.40,7137,-45,48.13,9.20
23.45,7138,-48,48.11,9.20
23.50,7119,-51,48.11,9.20
23.55,7117,-54,48.13,9.20
23.60,7115,-57,48.13,9.20
23.65,7112,-59,48.13,9.20
23.70,7105,-60,48.11,9.20
23.75,7101,-60,48.11,9.30
23.80,7094,-60,48.11,9.30
23.85,7093,-57,48.11,9.30
23.90,7092,-54,48.13,9.30
23.95,7089,-49,48.11,9.30
24.00,7092,-43,48.11,9.30
24.05,7095,-38,48.09,9.30
24.10,7086,-36,48.09,9.30
24.15,7081,-36,48.09,9.30
24.20,7079,-38,48.11,9.30
24.25,7079,-43,48.09,9.30
24.30,7080,-47,48.11,9.30
24.35,7078,-49,48.13,9.30
24.40,7069,-49,48.13,9.30
24.45,7056,-47,48.13,9.30
24.50,7046,-44,48.13,9.30
24.55,7039,-43,48.13,9.30
24.60,7032,-43,48.13,9.30
24.65,7029,-44,48.13,9.30
24.70,7026,-45,48.13,9.30
24.75,7023,-47,48.11,9.30
24.80,7030,-49,48.09,9.30
24.85,7026,-53,48.11,9.30
24.90,7032,-57,48.09,9.30
24.95,7045,-60,48.11,9.30
25.00,7057,-63,48.11,9.30
25.05,7062,-65,48.13,9.30
25.10,7057,-66,48.11,9.30
25.15,7045,-68,48.11,9.30
25.20,7028,-70,48.09,9.30
25.25,7021,-73,48.11,9.30
25.30,7024,-75,48.11,9.30
