# M1939-0 Flight Profile 10 mph (Up to date)
# 995 data points written for 4 variables.
# Simulation warnings:
#   Recovery device deployment at high speed (87.9 ft/s)
#
# Time (s),Altitude (ft),Vertical velocity (ft/s),Stability margin calibers (​)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
3.521,1315.288,760.614,4.733
3.571,1353.535,769.269,4.733
3.621,1392.211,777.748,4.76
3.671,1431.306,786.059,4.808
3.721,1470.812,794.186,4.825
3.771,1510.72,802.099,4.835
3.821,1551.017,809.794,4.859
3.871,1591.694,817.267,4.887
3.921,1632.739,824.519,4.923
3.971,1674.14,831.543,4.93
4.021,1715.887,838.322,4.939
4.071,1757.967,844.866,4.983
4.121,1800.368,851.184,4.997
4.171,1843.08,857.272,5.006
4.221,1886.09,863.123,5.039
4.271,1929.386,868.733,5.068
4.321,1972.957,874.102,5.065
4.371,2016.791,879.235,5.082
4.421,2060.875,884.142,5.122
4.471,2105.2,888.83,5.144
4.521,2149.753,893.296,5.164
4.571,2194.525,897.571,5.178
4.621,2239.506,901.664,5.19
4.671,2284.687,905.571,5.207
4.721,2330.058,909.294,5.216
4.771,2375.612,912.836,5.237
4.821,2421.338,916.199,5.259
4.871,2467.228,919.391,5.269
4.921,2513.273,922.424,5.287
4.971,2559.466,925.293,5.292
5.021,2605.798,928,5.312
5.071,2652.262,930.549,5.332
5.121,2698.849,932.916,5.331
5.171,2745.549,935.097,5.345
5.221,2792.354,937.085,5.372
5.271,2839.253,938.873,5.362
5.321,2886.236,940.47,5.374
5.371,2933.292,941.748,5.406
5.421,2980.402,942.644,5.403
5.471,3027.546,943.154,5.4
5.521,3074.707,943.276,5.416
5.571,3121.864,943.005,5.443
5.621,3168.998,942.366,5.425
5.671,3216.093,941.428,5.43
5.721,3263.134,940.213,5.454
5.771,3310.107,938.723,5.445
5.821,3356.999,936.961,5.43
5.871,3403.796,934.919,5.45
5.921,3450.482,932.526,5.466
5.971,3497.04,929.772,5.45
6.021,3543.45,926.655,5.435
6.071,3589.696,923.187,5.447
6.121,3635.76,919.381,5.465
6.171,3681.627,915.311,5.441
6.221,3727.288,911.131,5.431
6.271,3772.737,906.838,5.441
6.321,3817.969,902.427,5.444
6.371,3862.977,897.897,5.424
6.421,3907.756,893.262,5.419
6.471,3952.302,888.601,5.42
6.521,3996.615,883.94,5.433
6.571,4040.696,879.282,5.408
6.621,4084.543,874.625,5.399
6.671,4128.158,869.958,5.408
6.721,4171.539,865.297,5.411
6.771,4214.688,860.667,5.409
6.821,4257.606,856.067,5.399
6.871,4300.295,851.497,5.391
6.921,4342.756,846.958,5.39
# Event BURNOUT occurred at t=6.95 seconds
# Event EJECTION_CHARGE occurred at t=6.95 seconds
6.95,4367.069,844.363,5.394
6.993,4403.398,840.495,5.374
7.043,4445.312,836.046,5.385
7.093,4487.003,831.628,5.367
7.143,4528.475,827.247,5.376
7.193,4569.729,822.906,5.361
7.243,4610.766,818.602,5.356
7.293,4651.59,814.33,5.366
7.343,4692.2,810.089,5.359
7.393,4732.599,805.881,5.344
7.443,4772.788,801.703,5.349
7.493,4812.77,797.559,5.344
7.543,4852.545,793.445,5.33
7.593,4892.115,789.363,5.341
7.643,4931.482,785.315,5.331
7.693,4970.647,781.302,5.307
7.743,5009.612,777.32,5.309
7.793,5048.379,773.364,5.318
7.843,5086.949,769.431,5.302
7.893,5125.323,765.516,5.261
7.943,5163.501,761.628,5.286
7.993,5201.486,757.778,5.313
8.043,5239.28,753.963,5.273
8.093,5276.883,750.178,5.271
8.143,5314.298,746.419,5.275
8.193,5351.525,742.685,5.269
8.243,5388.567,738.972,5.294
8.293,5425.423,735.277,5.274
8.343,5462.095,731.602,5.249
8.393,5498.583,727.947,5.231
8.443,5534.89,724.319,5.272
8.493,5571.016,720.725,5.267
8.543,5606.963,717.16,5.243
8.593,5642.732,713.623,5.225
8.643,5678.325,710.106,5.253
8.693,5713.743,706.604,5.268
8.743,5748.986,703.121,5.257
8.793,5784.055,699.657,5.242
8.843,5818.952,696.214,5.245
8.893,5853.677,692.792,5.236
8.943,5888.232,689.391,5.243
8.993,5922.617,686.013,5.244
9.043,5956.833,682.661,5.219
9.093,5990.883,679.334,5.223
9.143,6024.767,676.024,5.23
9.193,6058.486,672.732,5.243
9.243,6092.041,669.456,5.245
9.293,6125.432,666.196,5.211
9.343,6158.66,662.952,5.212
9.393,6191.727,659.729,5.224
9.443,6224.634,656.526,5.221
9.493,6257.38,653.339,5.209
9.543,6289.968,650.174,5.213
9.593,6322.398,647.033,5.191
9.643,6354.672,643.911,5.18
9.693,6386.789,640.809,5.157
9.743,6418.753,637.724,5.171
9.793,6450.562,634.652,5.197
9.843,6482.218,631.588,5.187
9.893,6513.721,628.531,5.136
9.943,6545.071,625.486,5.146
9.993,6576.27,622.457,5.133
10.043,6607.317,619.447,5.167
10.093,6638.215,616.458,5.188
10.143,6668.964,613.49,5.19
10.193,6699.564,610.545,5.138
10.243,6730.018,607.62,5.116
10.293,6760.327,604.711,5.12
10.343,6790.49,601.813,5.162
10.393,6820.508,598.923,5.174
10.443,6850.382,596.046,5.188
10.493,6880.113,593.179,5.173
10.543,6909.7,590.321,5.155
10.593,6939.145,587.474,5.137
10.643,6968.448,584.639,5.137
10.693,6997.609,581.819,5.144
10.743,7026.63,579.013,5.146
10.793,7055.511,576.224,5.186
10.843,7084.253,573.452,5.165
10.893,7112.856,570.697,5.149
10.943,7141.323,567.955,5.151
10.993,7169.652,565.224,5.166
11.043,7197.845,562.503,5.176
11.093,7225.903,559.794,5.175
11.143,7253.825,557.097,5.155
11.193,7281.613,554.413,5.176
11.243,7309.266,551.736,5.134
11.293,7336.786,549.068,5.145
11.343,7364.173,546.415,5.174
11.393,7391.428,543.78,5.107
11.443,7418.551,541.158,5.137
11.493,7445.544,538.544,5.155
11.543,7472.406,535.938,5.163
11.593,7499.138,533.34,5.141
11.643,7525.74,530.752,5.145
11.693,7552.213,528.176,5.158
11.743,7578.558,525.611,5.143
11.793,7604.775,523.056,5.158
11.843,7630.864,520.512,5.152
11.893,7656.826,517.978,5.145
11.943,7682.662,515.452,5.117
11.993,7708.371,512.932,5.076
12.043,7733.955,510.42,5.091
12.093,7759.413,507.924,5.153
12.143,7784.748,505.444,5.135
12.193,7809.958,502.975,5.094
12.243,7835.045,500.521,5.065
12.293,7860.01,498.078,5.03
12.343,7884.853,495.649,4.997
12.393,7909.575,493.229,5.023
12.443,7934.176,490.812,5.08
12.493,7958.657,488.399,5.142
12.543,7983.016,485.987,5.112
12.593,8007.255,483.578,5.029
12.643,8031.374,481.169,4.997
12.693,8055.372,478.763,4.939
12.743,8079.25,476.362,4.941
12.793,8103.009,473.976,5.02
12.843,8126.648,471.61,5.122
12.893,8150.17,469.263,5.084
12.943,8173.575,466.93,5.041
12.993,8196.863,464.609,5.009
13.043,8220.036,462.298,4.987
13.093,8243.093,459.997,4.957
13.143,8266.036,457.704,4.999
13.193,8288.864,455.413,5.059
13.243,8311.577,453.125,5.087
13.293,8334.176,450.839,5.094
13.343,8356.661,448.553,5.05
13.393,8379.032,446.27,4.988
13.443,8401.288,443.988,4.966
13.493,8423.431,441.714,4.992
13.543,8445.46,439.452,5.03
13.593,8467.376,437.201,5.071
13.643,8489.18,434.961,5.097
13.693,8510.872,432.731,5.114
13.743,8532.453,430.511,5.09
13.793,8553.923,428.302,5.052
13.843,8575.283,426.101,5.054
13.893,8596.534,423.908,5.014
13.943,8617.674,421.725,4.986
13.993,8638.706,419.549,4.998
14.043,8659.629,417.378,5.002
14.093,8680.444,415.213,5.037
14.143,8701.151,413.049,5.098
14.193,8721.749,410.887,5.09
14.243,8742.239,408.725,5.02
14.293,8762.622,406.565,4.995
14.343,8782.896,404.411,5.017
14.393,8803.063,402.265,5.024
14.443,8823.123,400.126,5.034
14.493,8843.076,397.992,5.006
14.543,8862.922,395.864,5.011
14.593,8882.662,393.744,5.067
14.643,8902.297,391.634,5.114
14.693,8921.826,389.535,5.064
14.743,8941.25,387.444,5.035
14.793,8960.57,385.363,4.961
14.843,8979.787,383.289,4.984
14.893,8998.899,381.219,5.005
14.943,9017.909,379.151,5.06
14.993,9036.814,377.087,5.068
15.043,9055.617,375.026,5.099
15.093,9074.317,372.969,5.107
15.143,9092.914,370.915,5.066
15.193,9111.409,368.866,5.095
15.243,9129.801,366.824,5.104
15.293,9148.091,364.787,5.086
15.343,9166.28,362.754,5.102
15.393,9184.367,360.728,5.099
15.443,9202.353,358.706,5.104
15.493,9220.237,356.69,5.094
15.543,9238.022,354.678,5.085
15.593,9255.705,352.669,5.071
15.643,9273.289,350.665,5.094
15.693,9290.772,348.667,5.099
15.743,9308.155,346.674,5.098
15.793,9325.439,344.684,5.036
15.843,9342.624,342.697,5.082
15.893,9359.709,340.718,5.099
15.943,9376.696,338.744,5.076
15.993,9393.584,336.776,5.053
16.043,9410.373,334.812,5.096
16.093,9427.065,332.851,5.088
16.143,9443.659,330.895,5.081
16.193,9460.155,328.943,5.09
16.243,9476.553,326.994,5.078
16.293,9492.854,325.049,5.078
16.343,9509.058,323.108,5.074
16.393,9525.165,321.171,5.094
16.443,9541.175,319.239,5.083
16.493,9557.089,317.311,5.084
16.543,9572.906,315.386,5.026
16.593,9588.627,313.461,5.005
16.643,9604.252,311.541,5.034
16.693,9619.782,309.628,5.092
16.743,9635.215,307.72,5.073
16.793,9650.554,305.816,5.086
16.843,9665.797,303.916,5.08
16.893,9680.945,302.02,5.089
16.943,9695.999,300.129,5.073
16.993,9710.958,298.241,5.086
17.043,9725.823,296.357,5.07
17.093,9740.594,294.478,5.058
17.143,9755.271,292.604,5.015
17.193,9769.855,290.734,5.024
17.243,9784.345,288.867,5.014
17.293,9798.741,287.006,4.984
17.343,9813.045,285.148,4.975
17.393,9827.256,283.294,4.975
17.443,9841.375,281.444,4.994
17.493,9855.401,279.595,5.005
17.543,9869.334,277.75,4.999
17.593,9883.176,275.907,5.032
17.643,9896.925,274.066,5.061
17.693,9910.582,272.227,5.065
17.743,9924.148,270.39,5.067
17.793,9937.621,268.556,5.078
17.843,9951.003,266.725,5.043
17.893,9964.294,264.894,4.992
17.943,9977.493,263.065,4.982
17.993,9990.6,261.238,4.955
18.043,1e4,259.413,4.967
18.093,1.002e4,257.59,4.898
18.143,1.003e4,255.768,4.874
18.193,1.004e4,253.949,4.903
18.243,1.005e4,252.135,4.974
18.293,1.007e4,250.328,4.999
18.343,1.008e4,248.525,5.055
18.393,1.009e4,246.728,5.01
18.443,1.01e4,244.937,5.015
18.493,1.012e4,243.148,5
18.543,1.013e4,241.363,4.958
18.593,1.014e4,239.584,4.883
18.643,1.015e4,237.809,4.889
18.693,1.016e4,236.035,4.924
18.743,1.018e4,234.263,4.937
18.793,1.019e4,232.493,4.966
18.843,1.02e4,230.723,5.065
18.893,1.021e4,228.953,5.035
18.943,1.022e4,227.187,5.044
18.993,1.023e4,225.423,5.037
19.043,1.025e4,223.662,5.022
19.093,1.026e4,221.903,5.039
19.143,1.027e4,220.146,5.051
19.193,1.028e4,218.392,5.009
19.243,1.029e4,216.641,5.028
19.293,1.03e4,214.891,5.065
19.343,1.031e4,213.142,5.05
19.393,1.032e4,211.395,5.062
19.443,1.033e4,209.652,5.037
19.493,1.034e4,207.912,4.991
19.543,1.035e4,206.175,5.021
19.593,1.036e4,204.438,5.027
19.643,1.037e4,202.703,5.035
19.693,1.038e4,200.971,5.064
19.743,1.039e4,199.239,4.994
19.793,1.04e4,197.506,4.961
19.843,1.041e4,195.775,4.916
19.893,1.042e4,194.046,4.972
19.943,1.043e4,192.321,5.036
19.993,1.044e4,190.599,4.97
20.043,1.045e4,188.876,4.931
20.093,1.046e4,187.155,4.918
20.143,1.047e4,185.435,4.925
20.193,1.048e4,183.718,4.927
20.243,1.049e4,182.005,5.014
20.293,1.05e4,180.296,5.006
20.343,1.051e4,178.593,4.97
20.393,1.052e4,176.892,4.905
20.443,1.052e4,175.195,4.908
20.493,1.053e4,173.5,4.853
20.543,1.054e4,171.807,4.869
20.593,1.055e4,170.116,4.892
20.643,1.056e4,168.426,4.868
20.693,1.057e4,166.738,4.852
20.743,1.058e4,165.053,4.841
20.793,1.058e4,163.37,4.807
20.843,1.059e4,161.689,4.784
20.893,1.06e4,160.011,4.745
20.943,1.061e4,158.335,4.757
20.993,1.062e4,156.661,4.741
21.043,1.062e4,154.988,4.782
21.093,1.063e4,153.317,4.688
21.143,1.064e4,151.649,4.657
21.193,1.065e4,149.983,4.719
21.243,1.065e4,148.316,4.786
21.293,1.066e4,146.649,4.75
21.343,1.067e4,144.983,4.874
21.393,1.068e4,143.315,5.009
21.443,1.068e4,141.644,4.982
21.493,1.069e4,139.973,5.036
21.543,1.07e4,138.304,4.957
21.593,1.07e4,136.635,4.973
21.643,1.071e4,134.967,4.89
21.693,1.072e4,133.298,4.826
21.743,1.072e4,131.627,4.71
21.793,1.073e4,129.956,4.732
21.843,1.074e4,128.289,4.794
21.893,1.074e4,126.625,4.904
21.943,1.075e4,124.963,4.813
21.993,1.076e4,123.301,4.862
22.043,1.076e4,121.641,4.837
22.093,1.077e4,119.981,4.785
22.143,1.077e4,118.322,4.715
22.193,1.078e4,116.661,4.683
22.243,1.079e4,115.004,4.81
22.293,1.079e4,113.35,4.83
22.343,1.08e4,111.699,4.966
22.393,1.08e4,110.052,5.051
22.443,1.081e4,108.407,4.997
22.493,1.081e4,106.765,4.931
22.543,1.082e4,105.127,4.755
22.593,1.082e4,103.492,4.685
22.643,1.083e4,101.861,4.59
22.693,1.083e4,100.231,4.598
22.743,1.084e4,98.603,4.557
22.793,1.084e4,96.977,4.475
22.843,1.085e4,95.353,4.459
22.893,1.085e4,93.73,4.503
22.943,1.086e4,92.107,4.525
22.993,1.086e4,90.484,4.472
23.043,1.087e4,88.864,4.43
23.093,1.087e4,87.244,4.452
23.143,1.088e4,85.625,4.46
23.193,1.088e4,84.007,4.384
23.243,1.088e4,82.392,4.236
23.293,1.089e4,80.78,4.288
23.343,1.089e4,79.167,4.354
23.393,1.09e4,77.553,4.405
23.443,1.09e4,75.938,4.373
23.493,1.09e4,74.325,4.426
23.543,1.091e4,72.711,4.367
23.593,1.091e4,71.099,4.422
23.643,1.091e4,69.486,4.419
23.693,1.092e4,67.876,4.23
23.743,1.092e4,66.269,4.205
23.793,1.092e4,64.663,4.138
23.843,1.093e4,63.06,4.094
23.893,1.093e4,61.458,3.975
23.943,1.093e4,59.86,3.911
23.993,1.094e4,58.264,3.843
24.043,1.094e4,56.671,3.775
24.093,1.094e4,55.08,3.699
24.143,1.094e4,53.49,3.719
24.193,1.095e4,51.9,3.682
24.243,1.095e4,50.312,3.648
24.293,1.095e4,48.724,3.645
24.343,1.095e4,47.137,3.631
24.393,1.096e4,45.55,3.584
24.443,1.096e4,43.966,3.52
24.493,1.096e4,42.384,3.471
24.543,1.096e4,40.805,3.356
24.593,1.097e4,39.229,3.329
24.643,1.097e4,37.654,3.334
24.693,1.097e4,36.079,3.284
24.743,1.097e4,34.505,3.251
24.793,1.097e4,32.933,3.206
24.843,1.097e4,31.363,3.155
24.893,1.098e4,29.796,3.089
24.943,1.098e4,28.233,3.008
24.993,1.098e4,26.674,2.979
25.043,1.098e4,25.114,2.98
25.093,1.098e4,23.554,2.93
25.143,1.098e4,21.998,2.85
25.193,1.098e4,20.449,2.772
25.243,1.098e4,18.905,2.747
25.293,1.099e4,17.361,2.714
25.343,1.099e4,15.82,2.675
25.393,1.099e4,14.28,2.648
25.443,1.099e4,12.742,2.604
25.493,1.099e4,11.207,2.577
25.543,1.099e4,9.673,2.542
25.593,1.099e4,8.141,2.512
25.643,1.099e4,6.611,2.471
25.693,1.099e4,5.085,2.433
25.743,1.099e4,3.563,2.397
25.793,1.099e4,2.046,2.363
25.843,1.099e4,0.533,2.332
# Event APOGEE occurred at t=25.893 seconds
25.893,1.099e4,-0.977,2.302
# Event RECOVERY_DEVICE_DEPLOYMENT occurred at t=25.894 seconds
25.943,1.099e4,-2.483,2.273
25.948,1.099e4,-2.64,NaN
26.38,1.099e4,-16.316,NaN
26.88,1.097e4,-30.968,NaN
27.38,1.096e4,-44.3,NaN
27.88,1.093e4,-56.109,NaN
28.323,1.09e4,-64.951,NaN
28.811,1.087e4,-73.258,NaN
29.251,1.084e4,-79.171,NaN
29.751,1.08e4,-84.619,NaN
30.251,1.075e4,-88.859,NaN
30.751,1.071e4,-92.062,NaN
31.251,1.066e4,-94.448,NaN
31.751,1.061e4,-96.202,NaN
32.251,1.056e4,-97.455,NaN
32.751,1.052e4,-98.291,NaN
33.251,1.047e4,-98.892,NaN
33.751,1.042e4,-99.323,NaN
34.251,1.037e4,-99.604,NaN
34.751,1.032e4,-99.772,NaN
35.251,1.027e4,-99.861,NaN
35.751,1.022e4,-99.9,NaN
36.251,1.017e4,-99.896,NaN
36.751,1.012e4,-99.874,NaN
37.251,1.007e4,-99.827,NaN
37.751,1.002e4,-99.77,NaN
38.251,9967.301,-99.72,NaN
38.751,9917.455,-99.663,NaN
39.251,9867.639,-99.6,NaN
39.751,9817.856,-99.533,NaN
40.251,9768.107,-99.463,NaN
40.751,9718.396,-99.383,NaN
41.251,9668.723,-99.31,NaN
41.751,9619.087,-99.234,NaN
42.251,9569.489,-99.156,NaN
42.751,9519.931,-99.078,NaN
43.251,9470.413,-98.993,NaN
43.751,9420.937,-98.911,NaN
44.251,9371.5,-98.838,NaN
44.751,9322.1,-98.763,NaN
45.251,9272.737,-98.686,NaN
45.751,9223.414,-98.609,NaN
46.251,9174.129,-98.532,NaN
46.751,9124.882,-98.456,NaN
47.251,9075.673,-98.381,NaN
47.751,9026.501,-98.305,NaN
48.251,8977.367,-98.229,NaN
48.751,8928.272,-98.155,NaN
49.251,8879.213,-98.078,NaN
49.751,8830.196,-97.992,NaN
50.251,8781.218,-97.918,NaN
50.751,8732.277,-97.848,NaN
51.251,8683.371,-97.774,NaN
51.751,8634.502,-97.704,NaN
52.251,8585.668,-97.632,NaN
52.751,8536.87,-97.561,NaN
53.251,8488.107,-97.489,NaN
53.751,8439.382,-97.411,NaN
54.251,8390.694,-97.341,NaN
54.751,8342.042,-97.269,NaN
55.251,8293.425,-97.198,NaN
55.751,8244.844,-97.128,NaN
56.251,8196.3,-97.045,NaN
56.751,8147.795,-96.977,NaN
57.251,8099.324,-96.905,NaN
57.751,8050.89,-96.834,NaN
58.251,8002.491,-96.763,NaN
58.751,7954.128,-96.688,NaN
59.251,7905.802,-96.615,NaN
59.751,7857.513,-96.541,NaN
60.251,7809.26,-96.469,NaN
60.751,7761.044,-96.397,NaN
61.251,7712.863,-96.325,NaN
61.751,7664.719,-96.252,NaN
62.251,7616.611,-96.178,NaN
62.751,7568.54,-96.106,NaN
63.251,7520.505,-96.035,NaN
63.751,7472.506,-95.963,NaN
64.251,7424.542,-95.892,NaN
64.751,7376.614,-95.821,NaN
65.251,7328.724,-95.741,NaN
65.751,7280.872,-95.667,NaN
66.251,7233.056,-95.598,NaN
66.751,7185.273,-95.531,NaN
67.251,7137.525,-95.462,NaN
67.751,7089.811,-95.394,NaN
68.251,7042.131,-95.324,NaN
68.751,6994.486,-95.256,NaN
69.251,6946.876,-95.186,NaN
69.751,6899.299,-95.119,NaN
70.251,6851.759,-95.044,NaN
70.751,6804.253,-94.978,NaN
71.251,6756.781,-94.912,NaN
71.751,6709.342,-94.845,NaN
72.251,6661.935,-94.779,NaN
72.751,6614.563,-94.712,NaN
73.251,6567.223,-94.645,NaN
73.751,6519.92,-94.568,NaN
74.251,6472.652,-94.504,NaN
74.751,6425.416,-94.438,NaN
75.251,6378.214,-94.37,NaN
75.751,6331.046,-94.302,NaN
76.251,6283.913,-94.232,NaN
76.751,6236.814,-94.163,NaN
77.251,6189.75,-94.095,NaN
77.751,6142.72,-94.026,NaN
78.251,6095.724,-93.957,NaN
78.751,6048.763,-93.888,NaN
79.251,6001.838,-93.811,NaN
79.751,5954.949,-93.746,NaN
80.251,5908.092,-93.681,NaN
80.751,5861.268,-93.613,NaN
81.251,5814.479,-93.547,NaN
81.751,5767.722,-93.481,NaN
82.251,5720.998,-93.414,NaN
82.751,5674.308,-93.347,NaN
83.251,5627.651,-93.281,NaN
83.751,5581.026,-93.216,NaN
84.251,5534.435,-93.148,NaN
84.751,5487.878,-93.083,NaN
85.251,5441.353,-93.016,NaN
85.751,5394.86,-92.952,NaN
86.251,5348.401,-92.884,NaN
86.751,5301.975,-92.82,NaN
87.251,5255.581,-92.756,NaN
87.751,5209.219,-92.691,NaN
88.251,5162.89,-92.625,NaN
88.751,5116.594,-92.56,NaN
89.251,5070.33,-92.498,NaN
89.751,5024.097,-92.434,NaN
90.251,4977.901,-92.35,NaN
90.751,4931.741,-92.289,NaN
91.251,4885.611,-92.23,NaN
91.751,4839.512,-92.167,NaN
92.251,4793.443,-92.107,NaN
92.751,4747.405,-92.047,NaN
93.251,4701.398,-91.981,NaN
93.751,4655.423,-91.919,NaN
94.251,4609.479,-91.855,NaN
94.751,4563.567,-91.792,NaN
95.251,4517.689,-91.723,NaN
95.751,4471.844,-91.657,NaN
96.251,4426.031,-91.596,NaN
96.751,4380.249,-91.533,NaN
97.251,4334.498,-91.469,NaN
97.751,4288.78,-91.406,NaN
98.251,4243.094,-91.339,NaN
98.751,4197.439,-91.278,NaN
99.251,4151.817,-91.213,NaN
99.751,4106.226,-91.151,NaN
100.251,4060.666,-91.09,NaN
100.751,4015.136,-91.028,NaN
101.251,3969.638,-90.965,NaN
101.751,3924.171,-90.903,NaN
102.251,3878.735,-90.84,NaN
102.751,3833.33,-90.78,NaN
103.251,3787.955,-90.719,NaN
103.751,3742.611,-90.658,NaN
104.251,3697.298,-90.594,NaN
104.751,3652.016,-90.534,NaN
105.251,3606.764,-90.474,NaN
105.751,3561.543,-90.411,NaN
106.251,3516.353,-90.351,NaN
106.751,3471.193,-90.287,NaN
107.251,3426.065,-90.226,NaN
107.751,3380.966,-90.17,NaN
108.251,3335.895,-90.112,NaN
108.751,3290.854,-90.054,NaN
109.251,3245.841,-89.995,NaN
109.751,3200.859,-89.936,NaN
110.251,3155.906,-89.875,NaN
110.751,3110.984,-89.814,NaN
111.251,3066.093,-89.75,NaN
111.751,3021.233,-89.69,NaN
112.251,2976.404,-89.627,NaN
112.751,2931.605,-89.568,NaN
113.251,2886.836,-89.508,NaN
113.751,2842.098,-89.445,NaN
114.251,2797.391,-89.385,NaN
114.751,2752.714,-89.319,NaN
115.251,2708.07,-89.259,NaN
115.751,2663.455,-89.199,NaN
116.251,2618.87,-89.142,NaN
116.751,2574.315,-89.08,NaN
117.251,2529.789,-89.023,NaN
117.751,2485.292,-88.965,NaN
118.251,2440.825,-88.904,NaN
118.751,2396.387,-88.847,NaN
119.251,2351.979,-88.787,NaN
119.751,2307.6,-88.73,NaN
120.251,2263.249,-88.672,NaN
120.751,2218.929,-88.609,NaN
121.251,2174.638,-88.554,NaN
121.751,2130.376,-88.496,NaN
122.251,2086.145,-88.43,NaN
122.751,2041.945,-88.37,NaN
123.251,1997.773,-88.317,NaN
123.751,1953.629,-88.261,NaN
124.251,1909.513,-88.205,NaN
124.751,1865.425,-88.147,NaN
125.251,1821.365,-88.093,NaN
125.751,1777.332,-88.039,NaN
126.251,1733.326,-87.983,NaN
126.751,1689.349,-87.927,NaN
127.251,1645.401,-87.863,NaN
127.751,1601.483,-87.811,NaN
128.251,1557.591,-87.757,NaN
128.751,1513.726,-87.701,NaN
129.251,1469.89,-87.644,NaN
129.751,1426.083,-87.582,NaN
130.251,1382.306,-87.526,NaN
130.751,1338.557,-87.471,NaN
131.251,1294.836,-87.414,NaN
131.751,1251.143,-87.357,NaN
132.251,1207.479,-87.3,NaN
132.751,1163.843,-87.243,NaN
133.251,1120.236,-87.187,NaN
