# M1939-0 Flight Profile 25 mph (Up to date)
# 1070 data points written for 4 variables.
# Simulation warnings:
#   Recovery device deployment at high speed (77.2 ft/s)
#
# Time (s),Altitude (ft),Vertical velocity (ft/s),Stability margin calibers (​)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
163.968,46.995,-20.577,NaN
164.468,36.716,-20.541,NaN
164.632,33.339,-20.635,NaN
164.96,26.568,-20.668,NaN
165.46,16.206,-20.78,NaN
165.635,12.577,-20.661,NaN
165.733,10.567,-20.491,NaN
165.773,9.737,-20.511,NaN
165.807,9.041,-20.537,NaN
165.855,8.06,-20.57,NaN
166.21,0.71,-20.784,NaN
# Event GROUND_HIT occurred at t=166.244 seconds
# Event SIMULATION_END occurred at t=166.244 seconds
166.244,0,-20.77,NaN
