# M1939-0 Flight Profile 15 mph (Up to date)
# 1016 data points written for 4 variables.
# Simulation warnings:
#   Recovery device deployment at high speed (89.7 ft/s)
#
# Time (s),Altitude (ft),Vertical velocity (ft/s),Stability margin calibers (​)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
3.429,1243.889,742.238,4.456
3.461,1267.464,747.97,4.463
3.491,1290.341,753.426,4.525
3.529,1318.604,760.015,4.595
3.579,1356.778,768.649,4.732
3.629,1395.421,777.064,4.683
3.679,1434.479,785.241,4.596
3.708,1457.674,789.943,4.589
3.735,1479.224,794.224,4.633
3.766,1503.912,799.037,4.708
3.81,1538.722,805.672,4.835
3.86,1579.193,813.164,4.831
3.91,1620.034,820.482,4.756
3.944,1648.423,825.415,4.74
3.974,1672.631,829.519,4.766
4.005,1698.654,833.812,4.833
4.049,1735.293,839.634,4.985
4.099,1777.435,845.997,4.879
4.14,1812.513,851.039,4.86
4.173,1840.475,854.917,4.867
4.204,1867.525,858.561,4.906
4.242,1899.567,862.765,5.011
4.292,1942.843,868.269,5.003
4.342,1986.389,873.585,4.962
4.376,2016.521,877.114,4.981
4.413,2049.125,880.791,5.044
4.463,2093.283,885.519,5.136
4.513,2137.671,889.974,5.076
4.563,2182.275,894.207,5.079
4.607,2221.698,897.788,5.145
4.657,2266.686,901.722,5.189
4.707,2311.867,905.505,5.142
4.756,2356.028,909.027,5.148
4.8,2396.552,912.087,5.222
4.85,2442.238,915.331,5.217
4.9,2488.081,918.374,5.195
4.944,2528.13,920.887,5.222
4.994,2574.244,923.655,5.313
5.044,2620.493,926.302,5.27
5.094,2666.87,928.798,5.25
5.136,2706.353,930.764,5.299
5.186,2752.944,932.879,5.362
5.236,2799.636,934.772,5.316
5.286,2846.416,936.458,5.334
5.336,2893.277,937.951,5.371
5.386,2940.203,939.097,5.408
5.436,2987.177,939.872,5.385
5.486,3034.18,940.27,5.375
5.536,3081.194,940.282,5.399
5.586,3128.199,939.893,5.44
5.636,3175.175,939.149,5.414
5.686,3222.106,938.093,5.379
5.734,3267.361,936.798,5.405
5.784,3314.161,935.208,5.451
5.834,3360.876,933.365,5.422
5.884,3407.491,931.26,5.384
5.929,3448.716,929.106,5.395
5.979,3495.102,926.327,5.455
6.029,3541.339,923.159,5.421
6.079,3587.408,919.614,5.38
6.124,3628.526,916.133,5.398
6.174,3674.23,912.038,5.455
6.224,3719.727,907.856,5.419
6.274,3765.012,903.582,5.381
6.324,3810.082,899.205,5.389
6.374,3854.93,894.7,5.448
6.424,3899.549,890.061,5.382
6.474,3943.934,885.377,5.354
6.524,3988.086,880.692,5.389
6.574,4032.004,876.034,5.408
6.624,4075.689,871.395,5.362
6.674,4119.143,866.758,5.354
6.724,4162.365,862.125,5.377
6.774,4205.356,857.51,5.408
6.824,4248.116,852.909,5.363
6.874,4290.647,848.326,5.345
6.924,4332.949,843.777,5.348
# Event BURNOUT occurred at t=6.95 seconds
# Event EJECTION_CHARGE occurred at t=6.95 seconds
6.95,4355.18,841.391,5.354
6.99,4388.409,837.839,5.389
7.04,4430.19,833.402,5.343
7.09,4471.75,829.014,5.313
7.14,4513.092,824.662,5.33
7.19,4554.217,820.332,5.373
7.24,4595.125,816.023,5.36
7.29,4635.819,811.745,5.349
7.34,4676.3,807.492,5.302
7.39,4716.569,803.266,5.329
7.44,4756.628,799.09,5.347
7.49,4796.479,794.954,5.342
7.54,4836.124,790.848,5.341
7.59,4875.564,786.773,5.332
7.64,4914.801,782.726,5.327
7.69,4953.837,778.702,5.315
7.74,4992.672,774.709,5.318
7.79,5031.308,770.748,5.323
7.84,5069.748,766.826,5.276
7.89,5107.992,762.943,5.272
7.94,5146.042,759.083,5.29
7.99,5183.9,755.239,5.297
8.04,5221.566,751.405,5.24
8.09,5259.041,747.587,5.241
8.14,5296.326,743.806,5.274
8.19,5333.422,740.064,5.292
8.24,5370.333,736.361,5.238
8.29,5407.059,732.689,5.266
8.34,5443.602,729.033,5.272
8.39,5479.963,725.402,5.259
8.44,5516.142,721.795,5.262
8.49,5552.142,718.206,5.268
8.54,5587.963,714.63,5.253
8.59,5623.606,711.075,5.239
8.64,5659.071,707.544,5.263
8.69,5694.361,704.04,5.255
8.74,5729.475,700.56,5.259
8.79,5764.417,697.11,5.24
8.84,5799.187,693.683,5.238
8.89,5833.786,690.274,5.262
8.94,5868.215,686.879,5.239
8.99,5902.474,683.502,5.253
9.04,5936.565,680.149,5.238
9.09,5970.489,676.811,5.227
9.14,6004.247,673.493,5.217
9.19,6037.839,670.193,5.217
9.24,6071.266,666.917,5.238
9.29,6104.531,663.672,5.166
9.34,6137.634,660.463,5.119
9.39,6170.577,657.275,5.128
9.44,6203.362,654.095,5.193
9.49,6235.987,650.914,5.192
9.54,6268.453,647.732,5.124
9.59,6300.76,644.557,5.124
9.64,6332.909,641.405,5.139
9.69,6364.901,638.274,5.147
9.74,6396.737,635.168,5.213
9.79,6428.419,632.098,5.162
9.84,6459.947,629.057,5.119
9.89,6491.325,626.037,5.105
9.94,6522.551,623.032,5.119
9.99,6553.628,620.036,5.168
10.04,6584.555,617.041,5.176
10.09,6615.332,614.045,5.126
10.14,6645.96,611.06,5.142
10.19,6676.438,608.092,5.123
10.24,6706.769,605.139,5.147
10.29,6736.953,602.207,5.161
10.34,6766.99,599.294,5.183
10.39,6796.882,596.403,5.163
10.44,6826.631,593.539,5.101
10.49,6856.237,590.698,5.072
10.54,6885.701,587.872,5.078
10.59,6915.024,585.054,5.115
10.64,6944.206,582.236,5.163
10.69,6973.247,579.411,5.088
10.74,7002.147,576.586,5.035
10.79,7030.906,573.769,5.056
10.84,7059.525,570.974,5.079
10.89,7088.004,568.201,5.156
10.94,7116.345,565.457,5.152
10.99,7144.55,562.737,5.082
11.04,7172.619,560.038,5.049
11.09,7200.554,557.353,5.056
11.14,7228.355,554.677,5.086
11.19,7256.022,552.004,5.144
11.24,7283.555,549.33,5.121
11.29,7310.955,546.657,5.113
11.34,7338.221,543.995,5.092
11.39,7365.354,541.341,5.091
11.44,7392.355,538.699,5.086
11.49,7419.224,536.073,5.138
11.54,7445.963,533.465,5.15
11.59,7472.571,530.874,5.094
11.64,7499.051,528.308,5.048
11.69,7525.402,525.756,5.045
11.74,7551.626,523.212,5.062
11.79,7577.723,520.67,5.155
11.84,7603.693,518.125,5.123
11.89,7629.536,515.584,5.077
11.94,7655.252,513.045,5.045
11.99,7680.841,510.516,5.076
12.04,7706.304,508.002,5.083
12.09,7731.641,505.497,5.056
12.14,7756.854,503.002,5.1
12.19,7781.942,500.527,5.155
12.24,7806.906,498.069,5.102
12.29,7831.749,495.629,5.031
12.34,7856.47,493.206,5.003
12.39,7881.07,490.793,5.011
12.44,7905.549,488.383,5.074
12.49,7929.908,485.974,5.119
12.54,7954.146,483.567,5.111
12.59,7978.265,481.162,5.105
12.64,8002.263,478.765,5.09
12.69,8026.141,476.371,5.004
12.74,8049.9,473.976,4.999
12.79,8073.539,471.593,5.036
12.84,8097.059,469.227,5.095
12.89,8120.462,466.876,5.132
12.94,8143.747,464.54,5.093
12.99,8166.916,462.219,5.031
13.04,8189.969,459.913,4.983
13.09,8212.908,457.619,4.968
13.14,8235.732,455.334,4.943
13.19,8258.441,453.058,4.948
13.24,8281.037,450.785,5.017
13.29,8303.52,448.511,5.077
13.34,8325.889,446.237,5.123
13.39,8348.144,443.963,5.081
13.44,8370.285,441.686,5.014
13.49,8392.312,439.409,4.976
13.54,8414.226,437.131,4.911
13.59,8436.025,434.856,4.939
13.64,8457.711,432.593,4.957
13.69,8479.285,430.342,4.999
13.74,8500.746,428.106,5.054
13.79,8522.096,425.884,5.101
13.84,8543.334,423.676,5.085
13.89,8564.463,421.483,5.034
13.94,8585.483,419.303,4.975
13.99,8606.394,417.133,4.974
14.04,8627.196,414.968,5.003
14.09,8647.891,412.807,5.006
14.14,8668.477,410.65,5.03
14.19,8688.956,408.496,5.085
14.24,8709.327,406.338,5.045
14.29,8729.589,404.177,5.043
14.34,8749.745,402.025,5.047
14.39,8769.792,399.877,5.006
14.44,8789.732,397.731,5.013
14.49,8809.565,395.593,5.01
14.54,8829.292,393.465,5.083
14.59,8848.912,391.348,5.073
14.64,8868.427,389.235,5.068
14.69,8887.836,387.131,5.1
14.74,8907.14,385.038,5.064
14.79,8926.34,382.955,5.016
14.84,8945.436,380.884,4.959
14.89,8964.428,378.82,4.966
14.94,8983.318,376.76,4.994
14.99,9002.104,374.703,4.998
15.04,9020.788,372.651,5.008
15.09,9039.369,370.603,5.006
15.14,9057.848,368.561,4.976
15.19,9076.225,366.525,5.013
15.24,9094.501,364.488,5.095
15.29,9112.674,362.448,5.094
15.34,9130.746,360.409,5.003
15.39,9148.715,358.365,4.934
15.44,9166.582,356.319,4.907
15.49,9184.347,354.275,4.867
15.54,9202.01,352.231,4.828
15.59,9219.57,350.187,4.782
15.64,9237.028,348.148,4.822
15.69,9254.385,346.122,4.905
15.74,9271.641,344.108,4.895
15.79,9288.796,342.103,5.006
15.84,9305.851,340.116,5.078
15.89,9322.808,338.145,4.967
15.94,9339.666,336.188,4.845
15.99,9356.427,334.244,4.774
16.04,9373.091,332.308,4.766
16.09,9389.658,330.375,4.79
16.14,9406.128,328.444,4.807
16.19,9422.502,326.514,4.893
16.24,9438.78,324.58,4.944
16.29,9454.96,322.649,4.962
16.34,9471.044,320.716,5.083
16.39,9487.032,318.781,5.094
16.44,9502.923,316.848,5.017
16.49,9518.717,314.913,4.988
16.54,9534.414,312.981,4.973
16.59,9550.015,311.051,4.962
16.64,9565.519,309.124,4.93
16.69,9580.927,307.198,4.924
16.74,9596.239,305.279,4.979
16.79,9611.455,303.369,5.046
16.84,9626.576,301.467,5.064
16.89,9641.602,299.568,5.035
16.94,9656.533,297.669,4.977
16.99,9671.369,295.774,5.031
17.04,9686.11,293.884,4.977
17.09,9700.757,291.995,5.004
17.14,9715.31,290.113,5.038
17.19,9729.769,288.239,5.067
17.24,9744.134,286.374,4.973
17.29,9758.406,284.519,4.873
17.34,9772.586,282.672,4.843
17.39,9786.674,280.832,4.788
17.44,9800.669,279,4.687
17.49,9814.574,277.176,4.709
17.54,9828.387,275.352,4.715
17.59,9842.109,273.529,4.785
17.64,9855.74,271.704,4.868
17.69,9869.279,269.874,5.001
17.74,9882.727,268.038,5.076
17.79,9896.083,266.201,5.001
17.84,9909.347,264.357,4.833
17.89,9922.519,262.507,4.791
17.94,9935.598,260.657,4.745
17.99,9948.584,258.805,4.695
18.04,9961.478,256.953,4.705
18.09,9974.28,255.106,4.679
18.14,9986.989,253.261,4.731
18.19,9999.606,251.425,4.762
18.24,1.001e4,249.594,4.766
18.29,1.002e4,247.77,4.86
18.34,1.004e4,245.955,4.917
18.39,1.005e4,244.148,4.979
18.44,1.006e4,242.351,5.007
18.49,1.007e4,240.566,4.946
18.54,1.009e4,238.787,4.842
18.59,1.01e4,237.016,4.779
18.64,1.011e4,235.249,4.847
18.69,1.012e4,233.48,4.858
18.74,1.013e4,231.714,4.84
18.79,1.014e4,229.952,4.845
18.84,1.016e4,228.191,4.855
18.89,1.017e4,226.432,4.873
18.94,1.018e4,224.676,4.824
18.99,1.019e4,222.927,4.743
19.04,1.02e4,221.182,4.75
19.09,1.021e4,219.439,4.76
19.14,1.022e4,217.696,4.795
19.19,1.023e4,215.955,4.799
19.24,1.024e4,214.216,4.791
19.29,1.025e4,212.478,4.864
19.34,1.027e4,210.738,4.911
19.39,1.028e4,208.999,4.903
19.44,1.029e4,207.259,5.049
19.49,1.03e4,205.512,4.889
19.54,1.031e4,203.759,4.866
19.59,1.032e4,202.006,4.768
19.64,1.033e4,200.248,4.66
19.69,1.034e4,198.486,4.58
19.74,1.035e4,196.72,4.5
19.79,1.036e4,194.952,4.482
19.84,1.037e4,193.186,4.468
19.89,1.038e4,191.422,4.471
19.94,1.039e4,189.663,4.502
19.99,1.039e4,187.907,4.495
20.04,1.04e4,186.157,4.607
20.09,1.041e4,184.419,4.709
20.14,1.042e4,182.686,4.726
20.19,1.043e4,180.959,4.835
20.24,1.044e4,179.242,5.016
20.29,1.045e4,177.536,4.936
20.34,1.046e4,175.839,4.724
20.39,1.047e4,174.152,4.645
20.44,1.048e4,172.469,4.55
20.49,1.048e4,170.796,4.372
20.54,1.049e4,169.129,4.397
20.59,1.05e4,167.461,4.416
20.64,1.051e4,165.793,4.435
20.69,1.052e4,164.128,4.326
20.74,1.053e4,162.471,4.283
20.79,1.053e4,160.814,4.325
20.84,1.054e4,159.156,4.364
20.89,1.055e4,157.498,4.36
20.94,1.056e4,155.842,4.38
20.99,1.057e4,154.185,4.424
21.04,1.057e4,152.528,4.452
21.09,1.058e4,150.872,4.44
21.14,1.059e4,149.217,4.505
21.19,1.06e4,147.558,4.667
21.24,1.06e4,145.892,4.872
21.29,1.061e4,144.22,5.042
21.34,1.062e4,142.544,5.009
21.39,1.062e4,140.868,4.885
21.44,1.063e4,139.189,4.791
21.49,1.064e4,137.508,4.686
21.54,1.065e4,135.825,4.688
21.59,1.065e4,134.144,4.731
21.64,1.066e4,132.466,4.706
21.69,1.067e4,130.789,4.783
21.74,1.067e4,129.116,4.771
21.79,1.068e4,127.443,4.75
21.84,1.068e4,125.771,4.741
21.89,1.069e4,124.101,4.769
21.94,1.07e4,122.434,4.846
21.99,1.07e4,120.77,4.895
22.04,1.071e4,119.11,4.937
22.09,1.072e4,117.451,4.946
22.14,1.072e4,115.794,4.915
22.19,1.073e4,114.138,4.964
22.24,1.073e4,112.483,4.941
22.29,1.074e4,110.83,4.917
22.34,1.074e4,109.176,4.914
22.39,1.075e4,107.526,5.017
22.44,1.075e4,105.88,5.012
22.49,1.076e4,104.236,5.015
22.54,1.076e4,102.592,5.017
22.59,1.077e4,100.947,5.031
22.64,1.077e4,99.304,5.006
22.69,1.078e4,97.663,5.009
22.74,1.078e4,96.024,5.058
22.79,1.079e4,94.385,5.051
22.84,1.079e4,92.748,4.936
22.89,1.08e4,91.116,4.842
22.94,1.08e4,89.487,4.676
22.99,1.081e4,87.862,4.764
23.04,1.081e4,86.236,4.64
23.09,1.082e4,84.615,4.574
23.14,1.082e4,82.995,4.59
23.19,1.082e4,81.377,4.543
23.24,1.083e4,79.76,4.519
23.29,1.083e4,78.145,4.459
23.34,1.084e4,76.531,4.459
23.39,1.084e4,74.919,4.431
23.44,1.084e4,73.308,4.397
23.49,1.085e4,71.7,4.227
23.54,1.085e4,70.098,4.204
23.59,1.085e4,68.496,4.14
23.64,1.086e4,66.898,4.093
23.69,1.086e4,65.302,4.019
23.74,1.086e4,63.709,4.012
23.79,1.087e4,62.116,3.996
23.84,1.087e4,60.525,3.923
23.89,1.087e4,58.935,3.99
23.94,1.088e4,57.344,3.941
23.99,1.088e4,55.754,3.934
24.04,1.088e4,54.164,3.998
24.09,1.088e4,52.571,4.013
24.14,1.089e4,50.98,3.932
24.19,1.089e4,49.391,3.935
24.24,1.089e4,47.804,3.85
24.29,1.089e4,46.22,3.795
24.34,1.09e4,44.638,3.786
24.39,1.09e4,43.056,3.744
24.44,1.09e4,41.477,3.694
24.49,1.09e4,39.9,3.646
24.54,1.09e4,38.327,3.583
24.59,1.091e4,36.758,3.5
24.64,1.091e4,35.192,3.478
24.69,1.091e4,33.629,3.417
24.74,1.091e4,32.069,3.414
24.79,1.091e4,30.507,3.436
24.84,1.092e4,28.944,3.404
24.89,1.092e4,27.385,3.35
24.94,1.092e4,25.829,3.335
24.99,1.092e4,24.272,3.342
25.04,1.092e4,22.715,3.31
25.09,1.092e4,21.162,3.257
25.14,1.092e4,19.614,3.219
25.19,1.092e4,18.068,3.208
25.24,1.092e4,16.524,3.186
25.29,1.092e4,14.981,3.176
25.34,1.093e4,13.439,3.155
25.39,1.093e4,11.901,3.118
25.44,1.093e4,10.368,3.116
25.49,1.093e4,8.834,3.111
25.54,1.093e4,7.302,3.098
25.59,1.093e4,5.771,3.103
25.64,1.093e4,4.238,3.106
25.69,1.093e4,2.705,3.103
25.74,1.093e4,1.173,3.104
# Event APOGEE occurred at t=25.79 seconds
25.79,1.093e4,-0.36,3.104
# Event RECOVERY_DEVICE_DEPLOYMENT occurred at t=25.791 seconds
25.84,1.093e4,-1.893,3.104
25.844,1.093e4,-2.038,NaN
26.284,1.092e4,-15.938,NaN
26.604,1.092e4,-25.163,NaN
27.104,1.09e4,-38.642,NaN
27.604,1.088e4,-50.704,NaN
28.104,1.085e4,-61.253,NaN
28.604,1.082e4,-70.254,NaN
29.012,1.079e4,-76.024,NaN
29.512,1.075e4,-81.969,NaN
30.012,1.071e4,-86.518,NaN
30.512,1.066e4,-90.154,NaN
31.012,1.062e4,-92.944,NaN
31.512,1.057e4,-95.01,NaN
32.012,1.052e4,-96.559,NaN
32.512,1.047e4,-97.672,NaN
33.012,1.042e4,-98.402,NaN
33.512,1.038e4,-98.932,NaN
34.012,1.033e4,-99.325,NaN
34.512,1.028e4,-99.557,NaN
35.012,1.023e4,-99.683,NaN
35.512,1.018e4,-99.75,NaN
36.012,1.013e4,-99.74,NaN
36.512,1.008e4,-99.751,NaN
37.012,1.003e4,-99.716,NaN
37.512,9977.235,-99.681,NaN
38.012,9927.405,-99.639,NaN
38.512,9877.598,-99.586,NaN
39.012,9827.82,-99.528,NaN
39.512,9778.076,-99.447,NaN
40.012,9728.368,-99.382,NaN
40.512,9678.696,-99.307,NaN
41.012,9629.061,-99.232,NaN
41.512,9579.465,-99.154,NaN
42.012,9529.912,-99.056,NaN
42.512,9480.4,-98.99,NaN
43.012,9430.924,-98.916,NaN
43.512,9381.484,-98.844,NaN
44.012,9332.081,-98.767,NaN
44.512,9282.716,-98.691,NaN
45.012,9233.39,-98.615,NaN
45.512,9184.1,-98.542,NaN
46.012,9134.847,-98.469,NaN
46.512,9085.634,-98.383,NaN
47.012,9036.461,-98.309,NaN
47.512,8987.325,-98.237,NaN
48.012,8938.224,-98.164,NaN
48.512,8889.161,-98.088,NaN
49.012,8840.136,-98.015,NaN
49.512,8791.151,-97.925,NaN
50.012,8742.205,-97.858,NaN
50.512,8693.294,-97.788,NaN
51.012,8644.417,-97.717,NaN
51.512,8595.578,-97.638,NaN
52.012,8546.78,-97.556,NaN
52.512,8498.018,-97.49,NaN
53.012,8449.294,-97.406,NaN
53.512,8400.609,-97.334,NaN
54.012,8351.958,-97.269,NaN
54.512,8303.34,-97.203,NaN
55.012,8254.756,-97.133,NaN
55.512,8206.208,-97.06,NaN
56.012,8157.694,-96.993,NaN
56.512,8109.215,-96.923,NaN
57.012,8060.772,-96.851,NaN
57.512,8012.365,-96.779,NaN
58.012,7963.994,-96.702,NaN
58.512,7915.662,-96.63,NaN
59.012,7867.365,-96.556,NaN
59.512,7819.106,-96.48,NaN
60.012,7770.884,-96.408,NaN
60.512,7722.698,-96.333,NaN
61.012,7674.551,-96.256,NaN
61.512,7626.446,-96.163,NaN
62.012,7578.381,-96.096,NaN
62.512,7530.352,-96.021,NaN
63.012,7482.358,-95.956,NaN
63.512,7434.397,-95.886,NaN
64.012,7386.473,-95.812,NaN
64.512,7338.584,-95.744,NaN
65.012,7290.728,-95.678,NaN
65.512,7242.906,-95.611,NaN
66.012,7195.117,-95.544,NaN
66.512,7147.362,-95.476,NaN
67.012,7099.641,-95.407,NaN
67.512,7051.955,-95.338,NaN
68.012,7004.303,-95.269,NaN
68.512,6956.688,-95.192,NaN
69.012,6909.113,-95.109,NaN
69.512,6861.573,-95.049,NaN
70.012,6814.066,-94.981,NaN
70.512,6766.591,-94.918,NaN
71.012,6719.148,-94.853,NaN
71.512,6671.74,-94.779,NaN
72.012,6624.366,-94.717,NaN
72.512,6577.023,-94.653,NaN
73.012,6529.713,-94.588,NaN
73.512,6482.438,-94.515,NaN
74.012,6435.198,-94.446,NaN
74.512,6387.993,-94.373,NaN
75.012,6340.823,-94.305,NaN
75.512,6293.687,-94.239,NaN
76.012,6246.586,-94.168,NaN
76.512,6199.519,-94.1,NaN
77.012,6152.486,-94.034,NaN
77.512,6105.49,-93.95,NaN
78.012,6058.531,-93.886,NaN
78.512,6011.604,-93.821,NaN
79.012,5964.712,-93.748,NaN
79.512,5917.855,-93.677,NaN
80.012,5871.032,-93.617,NaN
80.512,5824.239,-93.554,NaN
81.012,5777.479,-93.486,NaN
81.512,5730.752,-93.422,NaN
82.012,5684.058,-93.354,NaN
82.512,5637.398,-93.285,NaN
83.012,5590.773,-93.217,NaN
83.512,5544.182,-93.146,NaN
84.012,5497.624,-93.086,NaN
84.512,5451.099,-93.016,NaN
85.012,5404.612,-92.93,NaN
85.512,5358.161,-92.874,NaN
86.012,5311.738,-92.817,NaN
86.512,5265.344,-92.759,NaN
87.012,5218.98,-92.697,NaN
87.512,5172.647,-92.637,NaN
88.012,5126.344,-92.575,NaN
88.512,5080.073,-92.512,NaN
89.012,5033.832,-92.449,NaN
89.512,4987.623,-92.387,NaN
90.012,4941.446,-92.324,NaN
90.512,4895.3,-92.261,NaN
91.012,4849.185,-92.196,NaN
91.512,4803.103,-92.132,NaN
92.012,4757.053,-92.068,NaN
92.512,4711.039,-91.986,NaN
93.012,4665.063,-91.921,NaN
93.512,4619.117,-91.862,NaN
94.012,4573.202,-91.799,NaN
94.512,4527.318,-91.737,NaN
95.012,4481.466,-91.672,NaN
95.512,4435.646,-91.61,NaN
96.012,4389.858,-91.541,NaN
96.512,4344.103,-91.479,NaN
97.012,4298.379,-91.416,NaN
97.512,4252.687,-91.354,NaN
98.012,4207.025,-91.292,NaN
98.512,4161.396,-91.226,NaN
99.012,4115.798,-91.165,NaN
99.512,4070.232,-91.1,NaN
100.012,4024.697,-91.039,NaN
100.512,3979.195,-90.972,NaN
101.012,3933.723,-90.913,NaN
101.512,3888.283,-90.849,NaN
102.012,3842.877,-90.773,NaN
102.512,3797.505,-90.719,NaN
103.012,3752.161,-90.657,NaN
103.512,3706.848,-90.595,NaN
104.012,3661.565,-90.536,NaN
104.512,3616.312,-90.48,NaN
105.012,3571.086,-90.421,NaN
105.512,3525.891,-90.363,NaN
106.012,3480.724,-90.304,NaN
106.512,3435.587,-90.244,NaN
107.012,3390.482,-90.177,NaN
107.512,3345.408,-90.121,NaN
108.012,3300.362,-90.062,NaN
108.512,3255.346,-90,NaN
109.012,3210.361,-89.943,NaN
109.512,3165.404,-89.884,NaN
110.012,3120.479,-89.816,NaN
110.512,3075.585,-89.759,NaN
111.012,3030.723,-89.689,NaN
111.512,2985.894,-89.627,NaN
112.012,2941.095,-89.57,NaN
112.512,2896.324,-89.513,NaN
113.012,2851.583,-89.451,NaN
113.512,2806.874,-89.387,NaN
114.012,2762.196,-89.325,NaN
114.512,2717.547,-89.269,NaN
115.012,2672.927,-89.212,NaN
115.512,2628.335,-89.154,NaN
116.012,2583.776,-89.085,NaN
116.512,2539.248,-89.028,NaN
117.012,2494.747,-88.973,NaN
117.512,2450.275,-88.916,NaN
118.012,2405.832,-88.858,NaN
118.512,2361.425,-88.769,NaN
119.012,2317.055,-88.714,NaN
119.512,2272.71,-88.666,NaN
120.012,2228.39,-88.614,NaN
120.512,2184.096,-88.56,NaN
121.012,2139.83,-88.502,NaN
121.512,2095.593,-88.447,NaN
122.012,2051.384,-88.39,NaN
122.512,2007.203,-88.334,NaN
123.012,1963.053,-88.266,NaN
123.512,1918.937,-88.195,NaN
124.012,1874.853,-88.142,NaN
124.512,1830.794,-88.092,NaN
125.012,1786.762,-88.039,NaN
125.512,1742.755,-87.988,NaN
126.012,1698.774,-87.935,NaN
126.512,1654.82,-87.88,NaN
127.012,1610.894,-87.826,NaN
127.512,1566.995,-87.768,NaN
128.012,1523.131,-87.69,NaN
128.512,1479.298,-87.642,NaN
129.012,1435.49,-87.591,NaN
129.512,1391.708,-87.534,NaN
130.012,1347.956,-87.475,NaN
130.512,1304.233,-87.418,NaN
