# M1939-0 Flight Profile (Up to date)
# 992 data points written for 4 variables.
# Simulation warnings:
#   Recovery device deployment at high speed (86.6 ft/s)
#
# Time (s),Altitude (ft),Vertical velocity (ft/s),Stability margin calibers (​)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
120.596,2305.265,-88.732,NaN
121.096,2260.913,-88.674,NaN
121.596,2216.591,-88.615,NaN
122.096,2172.298,-88.557,NaN
122.596,2128.033,-88.5,NaN
123.096,2083.798,-88.442,NaN
123.596,2039.591,-88.384,NaN
124.096,1995.414,-88.327,NaN
124.596,1951.264,-88.27,NaN
125.096,1907.143,-88.213,NaN
125.596,1863.051,-88.156,NaN
126.096,1818.987,-88.1,NaN
126.596,1774.951,-88.044,NaN
127.096,1730.943,-87.987,NaN
127.596,1686.964,-87.931,NaN
128.096,1643.012,-87.875,NaN
128.596,1599.088,-87.82,NaN
129.096,1555.192,-87.763,NaN
129.596,1511.325,-87.706,NaN
130.096,1467.487,-87.648,NaN
130.596,1423.677,-87.59,NaN
131.096,1379.896,-87.533,NaN
131.596,1336.144,-87.475,NaN
132.096,1292.421,-87.417,NaN
132.596,1248.727,-87.36,NaN
133.096,1205.062,-87.302,NaN
133.596,1161.425,-87.245,NaN
134.096,1117.816,-87.188,NaN
134.596,1074.237,-87.131,NaN
135.096,1030.685,-87.075,NaN
135.596,987.162,-87.018,NaN
136.096,943.667,-86.962,NaN
136.596,900.2,-86.906,NaN
137.096,856.761,-86.85,NaN
137.596,813.35,-86.794,NaN
138.096,769.967,-86.738,NaN
138.596,726.612,-86.683,NaN
139.096,683.284,-86.628,NaN
# Event RECOVERY_DEVICE_DEPLOYMENT occurred at t=139.097 seconds
139.596,639.984,-86.573,NaN
139.6,639.711,-84.932,NaN
139.601,639.626,-84.437,NaN
139.602,639.542,-83.947,NaN
139.603,639.459,-83.464,NaN
139.604,639.375,-82.987,NaN
139.605,639.293,-82.516,NaN
139.606,639.21,-82.05,NaN
139.607,639.128,-81.59,NaN
139.608,639.047,-81.135,NaN
139.609,638.966,-80.686,NaN
139.61,638.886,-80.242,NaN
139.611,638.806,-79.804,NaN
139.612,638.726,-79.37,NaN
139.613,638.647,-78.941,NaN
139.614,638.568,-78.518,NaN
139.615,638.49,-78.099,NaN
139.616,638.412,-77.685,NaN
139.617,638.335,-77.276,NaN
139.618,638.257,-76.872,NaN
139.619,638.181,-76.472,NaN
139.62,638.105,-76.076,NaN
139.621,638.029,-75.685,NaN
139.622,637.953,-75.299,NaN
139.623,637.878,-74.916,NaN
139.624,637.803,-74.538,NaN
139.625,637.729,-74.164,NaN
139.626,637.655,-73.794,NaN
139.627,637.581,-73.428,NaN
139.628,637.508,-73.066,NaN
139.629,637.435,-72.707,NaN
139.63,637.363,-72.353,NaN
139.631,637.291,-72.002,NaN
139.632,637.219,-71.655,NaN
139.633,637.147,-71.312,NaN
139.634,637.076,-70.972,NaN
139.635,637.005,-70.636,NaN
139.636,636.935,-70.303,NaN
139.637,636.865,-69.974,NaN
139.638,636.795,-69.648,NaN
139.639,636.725,-69.326,NaN
139.64,636.656,-69.006,NaN
139.641,636.586,-68.685,NaN
139.642,636.516,-68.362,NaN
139.643,636.444,-68.038,NaN
139.644,636.372,-67.713,NaN
139.645,636.299,-67.385,NaN
139.646,636.225,-67.057,NaN
139.647,636.151,-66.727,NaN
139.648,636.076,-66.395,NaN
139.649,636,-66.061,NaN
139.65,635.923,-65.726,NaN
139.652,635.845,-65.39,NaN
139.653,635.766,-65.051,NaN
139.654,635.687,-64.711,NaN
139.655,635.606,-64.369,NaN
139.657,635.525,-64.026,NaN
139.658,635.442,-63.68,NaN
139.659,635.359,-63.333,NaN
139.66,635.275,-62.984,NaN
139.662,635.189,-62.633,NaN
139.663,635.103,-62.281,NaN
139.665,635.015,-61.926,NaN
139.666,634.926,-61.569,NaN
139.668,634.837,-61.211,NaN
139.669,634.746,-60.85,NaN
139.671,634.653,-60.487,NaN
139.672,634.56,-60.122,NaN
139.674,634.465,-59.755,NaN
139.675,634.369,-59.386,NaN
139.677,634.272,-59.015,NaN
139.679,634.173,-58.641,NaN
139.68,634.073,-58.265,NaN
139.682,633.971,-57.887,NaN
139.684,633.868,-57.506,NaN
139.686,633.763,-57.123,NaN
139.688,633.657,-56.738,NaN
139.689,633.549,-56.35,NaN
139.691,633.44,-55.959,NaN
139.693,633.328,-55.566,NaN
139.695,633.215,-55.17,NaN
139.698,633.1,-54.772,NaN
139.7,632.983,-54.371,NaN
139.702,632.864,-53.966,NaN
139.704,632.743,-53.559,NaN
139.706,632.62,-53.15,NaN
139.709,632.495,-52.737,NaN
139.711,632.367,-52.321,NaN
139.714,632.237,-51.901,NaN
139.716,632.105,-51.479,NaN
139.719,631.97,-51.053,NaN
139.722,631.832,-50.624,NaN
139.724,631.692,-50.192,NaN
139.727,631.549,-49.756,NaN
139.73,631.402,-49.316,NaN
139.733,631.253,-48.873,NaN
139.736,631.101,-48.426,NaN
139.74,630.945,-47.975,NaN
139.743,630.785,-47.52,NaN
139.746,630.622,-47.061,NaN
139.75,630.455,-46.598,NaN
139.754,630.284,-46.131,NaN
139.758,630.109,-45.659,NaN
139.761,629.929,-45.183,NaN
139.766,629.744,-44.702,NaN
139.77,629.555,-44.216,NaN
139.774,629.36,-43.726,NaN
139.779,629.16,-43.23,NaN
139.784,628.954,-42.729,NaN
139.789,628.742,-42.223,NaN
139.794,628.524,-41.711,NaN
139.799,628.298,-41.193,NaN
139.805,628.065,-40.67,NaN
139.811,627.825,-40.141,NaN
139.817,627.575,-39.605,NaN
139.824,627.317,-39.063,NaN
139.831,627.049,-38.514,NaN
139.838,626.771,-37.958,NaN
139.846,626.482,-37.395,NaN
139.854,626.18,-36.825,NaN
139.862,625.865,-36.247,NaN
139.872,625.536,-35.662,NaN
139.881,625.191,-35.068,NaN
139.892,624.829,-34.465,NaN
139.903,624.448,-33.854,NaN
139.915,624.046,-33.234,NaN
139.928,623.62,-32.605,NaN
139.942,623.168,-31.966,NaN
139.957,622.686,-31.317,NaN
139.974,622.171,-30.658,NaN
139.992,621.617,-29.988,NaN
140.012,621.018,-29.309,NaN
140.035,620.367,-28.618,NaN
140.06,619.654,-27.918,NaN
140.088,618.867,-27.207,NaN
140.121,617.99,-26.486,NaN
140.159,616.999,-25.758,NaN
140.204,615.863,-25.024,NaN
140.258,614.536,-24.287,NaN
140.324,612.947,-23.554,NaN
140.409,610.975,-22.834,NaN
140.523,608.406,-22.145,NaN
140.689,604.792,-21.522,NaN
140.962,598.979,-21.037,NaN
141.462,588.494,-20.901,NaN
141.962,578.026,-20.969,NaN
142.462,567.552,-20.928,NaN
142.962,557.084,-20.945,NaN
143.462,546.615,-20.931,NaN
143.962,536.149,-20.934,NaN
144.462,525.683,-20.927,NaN
144.962,515.22,-20.926,NaN
145.462,504.758,-20.922,NaN
145.962,494.298,-20.919,NaN
146.462,483.839,-20.916,NaN
146.962,473.382,-20.913,NaN
147.462,462.926,-20.909,NaN
147.962,452.473,-20.906,NaN
148.462,442.02,-20.903,NaN
148.962,431.569,-20.9,NaN
149.462,421.12,-20.897,NaN
149.962,410.672,-20.894,NaN
150.462,400.226,-20.891,NaN
150.962,389.782,-20.887,NaN
151.462,379.339,-20.884,NaN
151.962,368.897,-20.881,NaN
152.462,358.458,-20.878,NaN
152.962,348.019,-20.875,NaN
153.462,337.583,-20.872,NaN
153.962,327.148,-20.869,NaN
154.462,316.714,-20.866,NaN
154.962,306.282,-20.862,NaN
155.462,295.852,-20.859,NaN
155.962,285.423,-20.856,NaN
156.462,274.995,-20.853,NaN
156.962,264.57,-20.85,NaN
157.462,254.146,-20.847,NaN
157.962,243.723,-20.844,NaN
158.462,233.302,-20.841,NaN
158.962,222.882,-20.838,NaN
159.462,212.464,-20.834,NaN
159.962,202.048,-20.831,NaN
160.462,191.633,-20.828,NaN
160.962,181.22,-20.825,NaN
161.462,170.808,-20.822,NaN
161.962,160.398,-20.819,NaN
162.462,149.989,-20.816,NaN
162.962,139.582,-20.813,NaN
163.462,129.176,-20.81,NaN
163.962,118.772,-20.807,NaN
164.462,108.37,-20.804,NaN
164.962,97.969,-20.8,NaN
165.462,87.569,-20.797,NaN
165.962,77.171,-20.794,NaN
166.462,66.775,-20.791,NaN
166.962,56.38,-20.788,NaN
167.462,45.987,-20.785,NaN
167.962,35.595,-20.782,NaN
168.462,25.205,-20.779,NaN
168.962,14.816,-20.776,NaN
169.462,4.429,-20.773,NaN
# Event GROUND_HIT occurred at t=169.675 seconds
# Event SIMULATION_END occurred at t=169.675 seconds
169.675,0,-20.772,NaN
