# IREC-M2000R-P (Up to date)
# 873 data points written for 9 variables.
# Simulation warnings:
#   Recovery device deployment at high speed (122 ft/s)
#
# Time (s),Altitude (ft),Vertical velocity (ft/s),Vertical acceleration (ft/s²),Lateral distance (ft),Lateral direction (°),Lateral velocity (ft/s),Stability margin calibers (?),Drag coefficient (?)
# Event LAUNCH occurred at t=0 seconds
# Event IGNITION occurred at t=0 seconds
77.25,3773.7,-128.08,0.24776,22.524,-179.53,0.065925,NaN,NaN
77.75,3709.7,-127.96,0.2466,22.491,-179.53,0.065797,NaN,NaN
78.25,3645.7,-127.84,0.24544,22.458,-179.53,0.065669,NaN,NaN
78.75,3581.8,-127.72,0.24429,22.425,-179.53,0.065541,NaN,NaN
79.25,3518,-127.59,0.24314,22.392,-179.53,0.065414,NaN,NaN
79.75,3454.2,-127.47,0.24199,22.36,-179.53,0.065288,NaN,NaN
80.25,3390.5,-127.35,0.24085,22.327,-179.53,0.065163,NaN,NaN
80.75,3326.9,-127.23,0.23972,22.295,-179.53,0.065038,NaN,NaN
81.25,3263.3,-127.11,0.2386,22.262,-179.53,0.064913,NaN,NaN
81.75,3199.8,-126.99,0.23851,22.23,-179.53,0.06479,NaN,NaN
82.25,3136.3,-126.87,0.24086,22.197,-179.52,0.064665,NaN,NaN
82.75,3072.9,-126.75,0.24232,22.165,-179.52,0.064541,NaN,NaN
83.25,3009.6,-126.63,0.2431,22.133,-179.52,0.064417,NaN,NaN
83.75,2946.3,-126.51,0.24339,22.101,-179.52,0.064293,NaN,NaN
84.25,2883,-126.39,0.24331,22.068,-179.52,0.064169,NaN,NaN
84.75,2819.9,-126.27,0.24296,22.036,-179.52,0.064045,NaN,NaN
85.25,2756.8,-126.15,0.2424,22.004,-179.52,0.063921,NaN,NaN
85.75,2693.7,-126.02,0.24169,21.972,-179.52,0.063798,NaN,NaN
86.25,2630.8,-125.9,0.24088,21.941,-179.52,0.063675,NaN,NaN
86.75,2567.8,-125.78,0.23999,21.909,-179.52,0.063553,NaN,NaN
87.25,2505,-125.66,0.23904,21.877,-179.52,0.063431,NaN,NaN
87.75,2442.2,-125.55,0.23805,21.845,-179.52,0.063309,NaN,NaN
88.25,2379.4,-125.43,0.23703,21.814,-179.52,0.063188,NaN,NaN
88.75,2316.7,-125.31,0.23599,21.782,-179.52,0.063068,NaN,NaN
89.25,2254.1,-125.19,0.23495,21.751,-179.52,0.062948,NaN,NaN
89.75,2191.5,-125.07,0.23389,21.719,-179.51,0.062828,NaN,NaN
90.25,2129,-124.96,0.23284,21.688,-179.51,0.06271,NaN,NaN
90.75,2066.6,-124.84,0.23178,21.657,-179.51,0.062591,NaN,NaN
91.25,2004.2,-124.73,0.23073,21.625,-179.51,0.062474,NaN,NaN
91.75,1941.9,-124.61,0.22968,21.594,-179.51,0.062357,NaN,NaN
92.25,1879.6,-124.5,0.22863,21.563,-179.51,0.06224,NaN,NaN
92.75,1817.4,-124.38,0.22759,21.532,-179.51,0.062124,NaN,NaN
93.25,1755.2,-124.27,0.22656,21.501,-179.51,0.062009,NaN,NaN
93.75,1693.1,-124.16,0.22553,21.47,-179.51,0.061894,NaN,NaN
94.25,1631,-124.05,0.22451,21.439,-179.51,0.06178,NaN,NaN
94.75,1569,-123.93,0.22404,21.408,-179.51,0.061667,NaN,NaN
95.25,1507.1,-123.82,0.22644,21.377,-179.51,0.061553,NaN,NaN
95.75,1445.2,-123.71,0.22794,21.347,-179.51,0.061439,NaN,NaN
96.25,1383.4,-123.59,0.22877,21.316,-179.51,0.061324,NaN,NaN
96.75,1321.6,-123.48,0.22911,21.285,-179.5,0.06121,NaN,NaN
97.25,1259.9,-123.36,0.22909,21.255,-179.5,0.061097,NaN,NaN
97.75,1198.3,-123.25,0.22879,21.224,-179.5,0.060983,NaN,NaN
98.25,1136.7,-123.13,0.2283,21.194,-179.5,0.060869,NaN,NaN
98.75,1075.1,-123.02,0.22767,21.163,-179.5,0.060756,NaN,NaN
99.25,1013.7,-122.91,0.22694,21.133,-179.5,0.060643,NaN,NaN
99.75,952.23,-122.79,0.22613,21.103,-179.5,0.060531,NaN,NaN
100.25,890.86,-122.68,0.22526,21.072,-179.5,0.060419,NaN,NaN
100.75,829.54,-122.57,0.22436,21.042,-179.5,0.060307,NaN,NaN
101.25,768.29,-122.46,0.22343,21.012,-179.5,0.060196,NaN,NaN
101.75,707.09,-122.35,0.22249,20.982,-179.5,0.060085,NaN,NaN
102.25,645.94,-122.24,0.22153,20.952,-179.5,0.059975,NaN,NaN
# Event RECOVERY_DEVICE_DEPLOYMENT occurred at t=102.25 seconds
102.75,584.85,-122.13,0.22057,20.922,-179.5,0.059865,NaN,NaN
102.75,584.68,-120.49,1164.6,20.922,-179.5,0.059061,NaN,NaN
102.75,584.51,-118.84,1132.7,20.922,-179.5,0.058256,NaN,NaN
102.75,584.33,-117.2,1101.2,20.922,-179.5,0.057451,NaN,NaN
102.76,584.15,-115.56,1070.1,20.922,-179.5,0.056646,NaN,NaN
102.76,583.97,-113.92,1039.5,20.922,-179.5,0.05584,NaN,NaN
102.76,583.79,-112.28,1009.3,20.921,-179.5,0.055034,NaN,NaN
102.76,583.6,-110.64,979.52,20.921,-179.5,0.054228,NaN,NaN
102.76,583.41,-109,950.18,20.921,-179.5,0.053421,NaN,NaN
102.76,583.22,-107.36,921.28,20.921,-179.5,0.052614,NaN,NaN
102.77,583.02,-105.72,892.8,20.921,-179.5,0.051807,NaN,NaN
102.77,582.82,-104.08,864.76,20.921,-179.5,0.050998,NaN,NaN
102.77,582.62,-102.44,837.15,20.921,-179.5,0.05019,NaN,NaN
102.77,582.42,-100.8,809.97,20.921,-179.5,0.049381,NaN,NaN
102.77,582.21,-99.16,783.22,20.921,-179.5,0.048571,NaN,NaN
102.78,581.99,-97.519,756.9,20.921,-179.5,0.047761,NaN,NaN
102.78,581.78,-95.879,731.02,20.92,-179.5,0.046951,NaN,NaN
102.78,581.56,-94.238,705.56,20.92,-179.5,0.046139,NaN,NaN
102.78,581.33,-92.598,680.54,20.92,-179.5,0.045327,NaN,NaN
102.79,581.1,-90.958,655.95,20.92,-179.5,0.044515,NaN,NaN
102.79,580.87,-89.317,631.79,20.92,-179.5,0.043701,NaN,NaN
102.79,580.63,-87.677,608.06,20.92,-179.5,0.042887,NaN,NaN
102.79,580.38,-86.036,584.77,20.92,-179.5,0.042072,NaN,NaN
102.8,580.14,-84.396,561.9,20.92,-179.5,0.041256,NaN,NaN
102.8,579.88,-82.756,539.47,20.92,-179.5,0.040439,NaN,NaN
102.8,579.62,-81.115,517.47,20.919,-179.5,0.039622,NaN,NaN
102.81,579.36,-79.475,495.9,20.919,-179.5,0.038803,NaN,NaN
102.81,579.08,-77.834,474.77,20.919,-179.5,0.037983,NaN,NaN
102.81,578.81,-76.194,454.06,20.919,-179.5,0.037162,NaN,NaN
102.82,578.52,-74.553,433.79,20.919,-179.5,0.036339,NaN,NaN
102.82,578.23,-72.913,413.94,20.919,-179.5,0.035515,NaN,NaN
102.83,577.93,-71.273,394.53,20.919,-179.5,0.03469,NaN,NaN
102.83,577.62,-69.632,375.56,20.918,-179.5,0.033863,NaN,NaN
102.83,577.3,-67.992,357.01,20.918,-179.5,0.033035,NaN,NaN
102.84,576.98,-66.351,338.89,20.918,-179.5,0.032204,NaN,NaN
102.84,576.65,-64.711,321.21,20.918,-179.5,0.031372,NaN,NaN
102.85,576.3,-63.07,303.96,20.918,-179.5,0.030537,NaN,NaN
102.86,575.94,-61.43,287.14,20.918,-179.5,0.0297,NaN,NaN
102.86,575.58,-59.79,270.75,20.917,-179.5,0.028861,NaN,NaN
102.87,575.2,-58.149,254.79,20.917,-179.5,0.028018,NaN,NaN
102.87,574.8,-56.509,239.27,20.917,-179.5,0.027173,NaN,NaN
102.88,574.4,-54.868,224.17,20.917,-179.5,0.026324,NaN,NaN
102.89,573.97,-53.228,209.51,20.917,-179.5,0.025471,NaN,NaN
102.9,573.53,-51.588,195.28,20.916,-179.5,0.024614,NaN,NaN
102.91,573.07,-49.947,181.48,20.916,-179.5,0.023753,NaN,NaN
102.92,572.6,-48.307,168.12,20.916,-179.5,0.022886,NaN,NaN
102.93,572.09,-46.666,155.18,20.916,-179.5,0.022013,NaN,NaN
102.94,571.57,-45.026,142.68,20.916,-179.5,0.021134,NaN,NaN
102.95,571.01,-43.385,130.61,20.915,-179.5,0.020247,NaN,NaN
102.97,570.42,-41.745,118.97,20.915,-179.5,0.019351,NaN,NaN
102.98,569.8,-40.105,107.76,20.915,-179.5,0.018446,NaN,NaN
103,569.14,-38.464,96.987,20.914,-179.5,0.017528,NaN,NaN
103.02,568.42,-36.824,86.643,20.914,-179.5,0.016597,NaN,NaN
103.04,567.65,-35.183,76.731,20.914,-179.5,0.015648,NaN,NaN
103.06,566.82,-33.543,67.251,20.913,-179.5,0.01468,NaN,NaN
103.09,565.89,-31.902,58.202,20.913,-179.5,0.013687,NaN,NaN
103.12,564.87,-30.262,49.585,20.913,-179.5,0.012662,NaN,NaN
103.16,563.7,-28.622,41.401,20.912,-179.5,0.011597,NaN,NaN
103.21,562.34,-26.981,33.648,20.912,-179.5,0.010476,NaN,NaN
103.27,560.71,-25.341,26.327,20.911,-179.5,0.0092774,NaN,NaN
103.36,558.64,-23.7,19.438,20.91,-179.5,0.0079581,NaN,NaN
103.49,555.75,-22.06,12.981,20.909,-179.5,0.0064276,NaN,NaN
103.72,550.74,-20.42,6.9561,20.908,-179.5,0.0044083,NaN,NaN
104.22,540.7,-19.737,1.3648,20.906,-179.5,0.0021005,NaN,NaN
104.72,530.73,-20.151,-0.82708,20.905,-179.5,0.0016986,NaN,NaN
105.22,520.72,-19.897,0.50761,20.905,-179.5,0.0016132,NaN,NaN
105.72,510.73,-20.047,-0.30003,20.904,-179.5,0.0015968,NaN,NaN
106.22,500.74,-19.951,0.19101,20.903,-179.5,0.0015931,NaN,NaN
106.72,490.75,-20.005,-0.10691,20.902,-179.5,0.001592,NaN,NaN
107.22,480.75,-19.968,0.074188,20.901,-179.5,0.0015914,NaN,NaN
107.72,470.76,-19.986,-0.035845,20.901,-179.5,0.001591,NaN,NaN
108.22,460.78,-19.97,0.031063,20.9,-179.5,0.0015905,NaN,NaN
108.72,450.79,-19.975,-0.0096347,20.899,-179.5,0.00159,NaN,NaN
109.22,440.8,-19.967,0.015124,20.898,-179.5,0.0015896,NaN,NaN
109.72,430.82,-19.967,4.7399e-5,20.897,-179.5,0.0015891,NaN,NaN
110.22,420.84,-19.963,0.0092221,20.897,-179.5,0.0015887,NaN,NaN
110.72,410.86,-19.961,0.0036266,20.896,-179.5,0.0015882,NaN,NaN
111.22,400.88,-19.957,0.00703,20.895,-179.5,0.0015877,NaN,NaN
111.72,390.9,-19.955,0.0049485,20.894,-179.5,0.0015873,NaN,NaN
112.22,380.92,-19.952,0.0062113,20.893,-179.5,0.0015868,NaN,NaN
112.72,370.95,-19.949,0.0054343,20.893,-179.5,0.0015864,NaN,NaN
113.22,360.97,-19.946,0.005902,20.892,-179.5,0.0015859,NaN,NaN
113.72,351,-19.943,0.0056098,20.891,-179.5,0.0015855,NaN,NaN
114.22,341.03,-19.94,0.0057817,20.89,-179.5,0.001585,NaN,NaN
114.72,331.06,-19.938,0.0056701,20.89,-179.5,0.0015845,NaN,NaN
115.22,321.09,-19.935,0.0057318,20.889,-179.5,0.0015841,NaN,NaN
115.72,311.13,-19.932,0.0056875,20.888,-179.5,0.0015836,NaN,NaN
116.22,301.16,-19.929,0.0057081,20.887,-179.5,0.0015832,NaN,NaN
116.72,291.2,-19.926,0.005689,20.886,-179.5,0.0015827,NaN,NaN
117.22,281.23,-19.923,0.0056941,20.886,-179.5,0.0015823,NaN,NaN
117.72,271.27,-19.921,0.0056844,20.885,-179.5,0.0015818,NaN,NaN
118.22,261.31,-19.918,0.0056838,20.884,-179.5,0.0015814,NaN,NaN
118.72,251.36,-19.915,0.0056777,20.883,-179.5,0.0015809,NaN,NaN
119.22,241.4,-19.912,0.005675,20.882,-179.5,0.0015805,NaN,NaN
119.72,231.44,-19.909,0.0056701,20.882,-179.5,0.00158,NaN,NaN
120.22,221.49,-19.906,0.0056666,20.881,-179.5,0.0015796,NaN,NaN
120.72,211.54,-19.904,0.0056623,20.88,-179.5,0.0015791,NaN,NaN
121.22,201.59,-19.901,0.0056585,20.879,-179.5,0.0015787,NaN,NaN
121.72,191.64,-19.898,0.0056544,20.878,-179.5,0.0015782,NaN,NaN
122.22,181.69,-19.895,0.0056504,20.878,-179.5,0.0015778,NaN,NaN
122.72,171.74,-19.892,0.0056464,20.877,-179.5,0.0015773,NaN,NaN
123.22,161.8,-19.889,0.0056424,20.876,-179.5,0.0015769,NaN,NaN
123.72,151.85,-19.887,0.0056384,20.875,-179.5,0.0015764,NaN,NaN
124.22,141.91,-19.884,0.0056345,20.875,-179.5,0.001576,NaN,NaN
124.72,131.97,-19.881,0.0056305,20.874,-179.5,0.0015755,NaN,NaN
125.22,122.03,-19.878,0.0056265,20.873,-179.5,0.0015751,NaN,NaN
125.72,112.09,-19.875,0.0056225,20.872,-179.5,0.0015746,NaN,NaN
126.22,102.15,-19.873,0.0056186,20.871,-179.5,0.0015742,NaN,NaN
126.72,92.217,-19.87,0.0056146,20.871,-179.5,0.0015737,NaN,NaN
127.22,82.283,-19.867,0.0056107,20.87,-179.5,0.0015733,NaN,NaN
127.72,72.35,-19.864,0.0056067,20.869,-179.5,0.0015728,NaN,NaN
128.22,62.419,-19.861,0.0056028,20.868,-179.5,0.0015724,NaN,NaN
128.72,52.489,-19.859,0.0055988,20.867,-179.5,0.0015719,NaN,NaN
129.22,42.56,-19.856,0.0055949,20.867,-179.5,0.0015715,NaN,NaN
129.72,32.633,-19.853,0.005591,20.866,-179.5,0.0015711,NaN,NaN
130.22,22.707,-19.85,0.005587,20.865,-179.5,0.0015706,NaN,NaN
130.72,12.783,-19.847,0.0055831,20.864,-179.5,0.0015702,NaN,NaN
131.22,2.8601,-19.845,0.0055792,20.863,-179.5,0.0015697,NaN,NaN
# Event GROUND_HIT occurred at t=131.72 seconds
# Event SIMULATION_END occurred at t=131.72 seconds
131.72,-7.0615,-19.842,0.0055753,20.863,-179.5,0.0015693,NaN,NaN
