# M1939-0 Flight Profile 5 degree (Up to date)
# 986 data points written for 4 variables.
# Simulation warnings:
#   Recovery device deployment at high speed (86.5 ft/s)
#
# Time (s),Altitude (ft),Vertical velocity (ft/s),Stability margin calibers (​)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
9.593,6312.513,645.818,5.23
9.643,6344.725,642.69,5.228
9.693,6376.782,639.579,5.226
9.743,6408.683,636.484,5.224
9.793,6440.431,633.407,5.222
9.843,6472.024,630.346,5.22
9.893,6503.465,627.301,5.218
9.943,6534.755,624.273,5.216
9.993,6565.893,621.26,5.214
10.043,6596.881,618.263,5.213
10.093,6627.72,615.282,5.211
10.143,6658.409,612.316,5.209
10.193,6688.951,609.364,5.207
10.243,6719.346,606.428,5.206
10.293,6749.594,603.506,5.204
10.343,6779.697,600.599,5.202
10.393,6809.654,597.706,5.201
10.443,6839.468,594.827,5.199
10.493,6869.137,591.963,5.197
10.543,6898.664,589.112,5.196
10.593,6928.049,586.275,5.194
10.643,6957.292,583.451,5.192
10.693,6986.394,580.641,5.191
10.743,7015.356,577.844,5.19
10.793,7044.179,575.06,5.188
10.843,7072.862,572.289,5.187
10.893,7101.408,569.53,5.185
10.943,7129.816,566.784,5.184
10.993,7158.086,564.051,5.183
11.043,7186.221,561.33,5.181
11.093,7214.22,558.621,5.18
11.143,7242.083,555.924,5.179
11.193,7269.812,553.239,5.177
11.243,7297.407,550.566,5.176
11.293,7324.869,547.905,5.175
11.343,7352.198,545.255,5.173
11.393,7379.395,542.616,5.172
11.443,7406.46,539.989,5.171
11.493,7433.394,537.373,5.17
11.543,7460.197,534.768,5.169
11.593,7486.871,532.173,5.168
11.643,7513.415,529.59,5.167
11.693,7539.83,527.017,5.166
11.743,7566.117,524.455,5.165
11.793,7592.276,521.903,5.163
11.843,7618.307,519.361,5.162
11.893,7644.212,516.83,5.161
11.943,7669.99,514.308,5.16
11.993,7695.643,511.797,5.159
12.043,7721.17,509.295,5.158
12.093,7746.573,506.804,5.157
12.143,7771.851,504.322,5.156
12.193,7797.005,501.849,5.155
12.243,7822.036,499.386,5.154
12.293,7846.944,496.932,5.153
12.343,7871.729,494.488,5.152
12.393,7896.393,492.053,5.151
12.443,7920.935,489.626,5.15
12.493,7945.355,487.209,5.149
12.543,7969.656,484.801,5.148
12.593,7993.836,482.401,5.147
12.643,8017.896,480.01,5.146
12.693,8041.837,477.628,5.145
12.743,8065.659,475.254,5.144
12.793,8089.362,472.889,5.143
12.843,8112.948,470.532,5.142
12.893,8136.416,468.183,5.141
12.943,8159.766,465.842,5.141
12.993,8183,463.51,5.14
13.043,8206.117,461.185,5.139
13.093,8229.119,458.869,5.138
13.143,8252.004,456.56,5.137
13.193,8274.775,454.259,5.136
13.243,8297.43,451.965,5.136
13.293,8319.972,449.68,5.135
13.343,8342.399,447.401,5.134
13.393,8364.712,445.13,5.133
13.443,8386.912,442.867,5.132
13.493,8408.999,440.61,5.131
13.543,8430.973,438.361,5.13
13.593,8452.835,436.119,5.13
13.643,8474.585,433.884,5.129
13.693,8496.223,431.656,5.128
13.743,8517.751,429.435,5.127
13.793,8539.167,427.221,5.126
13.843,8560.473,425.014,5.126
13.893,8581.669,422.813,5.125
13.943,8602.754,420.619,5.124
13.993,8623.731,418.432,5.123
14.043,8644.598,416.251,5.123
14.093,8665.356,414.077,5.122
14.143,8686.005,411.909,5.121
14.193,8706.547,409.747,5.121
14.243,8726.98,407.592,5.12
14.293,8747.306,405.443,5.119
14.343,8767.525,403.3,5.118
14.393,8787.636,401.163,5.117
